|dates|Okfuskee_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Okfuskee_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Okfuskee_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Okfuskee_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Okfuskee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Okfuskee_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Okfuskee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Okfuskee_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2273.0|0|2273.0|0|34.0|0|0.0|100
0|2021-10-18|2273.0|0|2273.0|0|34.0|0|0.0|100
0|2021-10-19|2273.0|0|2273.0|0|34.0|0|0.0|100
0|2021-10-20|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-21|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-22|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-23|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-24|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-25|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-26|2292.0|0|2292.0|0|45.0|0|0.0|100
0|2021-10-27|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-10-28|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-10-29|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-10-30|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-10-31|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-11-01|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-11-02|2302.0|0|2302.0|0|45.0|0|0.0|100
0|2021-11-03|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-04|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-05|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-06|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-07|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-08|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-09|2321.0|0|2321.0|0|47.0|0|0.0|100
0|2021-11-10|2321.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-11|2321.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-12|2346.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-13|2346.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-14|2346.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-15|2346.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-16|2346.0|0|2346.0|0|47.0|0|0.0|100
0|2021-11-17|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-18|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-19|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-20|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-21|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-22|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-23|2377.0|0|2377.0|0|47.0|0|0.0|100
0|2021-11-24|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-11-25|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-11-26|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-11-27|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-11-28|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-11-29|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-11-30|2387.0|0|2387.0|0|47.0|0|0.0|100
0|2021-12-01|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-02|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-03|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-04|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-05|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-06|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-07|2409.0|0|2409.0|0|47.0|0|0.0|100
0|2021-12-08|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-09|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-10|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-11|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-12|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-13|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-14|2437.0|0|2437.0|0|47.0|0|0.0|100
0|2021-12-15|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-16|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-17|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-18|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-19|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-20|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-21|2455.0|0|2455.0|0|47.0|0|0.0|100
0|2021-12-22|2469.0|0|2469.0|0|47.0|0|0.0|100
0|2021-12-23|2469.0|0|2469.0|0|49.0|0|0.0|100
0|2021-12-24|2469.0|0|2469.0|0|49.0|0|0.0|100
0|2021-12-25|2469.0|0|2469.0|0|49.0|0|0.0|100
0|2021-12-26|2469.0|0|2469.0|0|49.0|0|0.0|100
0|2021-12-27|2469.0|0|2469.0|0|49.0|0|0.0|100
0|2021-12-28|2469.0|0|2469.0|0|49.0|0|0.0|100
0|2021-12-29|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2021-12-30|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2021-12-31|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2022-01-01|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2022-01-02|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2022-01-03|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2022-01-04|2503.0|0|2503.0|0|49.0|0|0.0|100
0|2022-01-05|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-06|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-07|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-08|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-09|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-10|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-11|2525.0|0|2525.0|0|49.0|0|0.0|100
0|2022-01-12|2646.0|0|2646.0|0|49.0|0|0.0|100
0|2022-01-13|2646.0|0|2646.0|0|49.0|0|0.0|100
0|2022-01-14|2646.0|0|2646.0|0|49.0|0|0.0|100
0|2022-01-15|2646.0|0|2646.0|0|49.0|0|0.0|100
0|2022-01-16|2646.0|0|2646.0|0|49.0|0|0.0|100
0|2022-01-17|2646.0|0|0.0|100|49.0|0|0.0|100
