|dates|Delta_Colorado_UnitedStates.AveragePrecipitationTotal.data|Delta_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Delta_Colorado_UnitedStates.AveragePrecipitation.data|Delta_Colorado_UnitedStates.AveragePrecipitation.missing|Delta_Colorado_UnitedStates.AverageWindDirection.data|Delta_Colorado_UnitedStates.AverageWindDirection.missing|Delta_Colorado_UnitedStates.AverageWindSpeed.data|Delta_Colorado_UnitedStates.AverageWindSpeed.missing
0|2021-11-21|0.0|0|0.0|0|140.0|0|5.25|0
0|2021-11-22|0.0|0|0.0|0|152.5|0|5.625|0
0|2021-11-23|0.0|0|0.0|0|140.0|0|5.458333333333333|0
0|2021-11-24|0.00125|0|0.00125|0|152.91666666666666|0|6.625|0
0|2021-11-25|0.0|0|0.0|0|105.83333333333333|0|5.458333333333333|0
0|2021-11-26|0.0|0|0.0|0|168.75|0|5.625|0
0|2021-11-27|0.0|0|0.0|0|166.66666666666666|0|5.416666666666667|0
0|2021-11-28|0.0|0|0.0|0|137.91666666666666|0|5.666666666666667|0
0|2021-11-29|0.0|0|0.0|0|165.83333333333334|0|5.458333333333333|0
0|2021-11-30|0.0|0|0.0|0|144.58333333333334|0|5.5|0
0|2021-12-01|0.0|0|0.0|0|131.66666666666666|0|5.833333333333333|0
0|2021-12-02|0.0|0|0.0|0|159.58333333333334|0|5.666666666666667|0
0|2021-12-03|0.0|0|0.0|0|155.20833333333334|0|5.708333333333333|0
0|2021-12-04|0.0|0|0.0|0|159.16666666666666|0|5.666666666666667|0
0|2021-12-05|0.0|0|0.0|0|164.58333333333334|0|6.166666666666667|0
0|2021-12-06|0.0|0|0.0|0|146.66666666666666|0|5.625|0
0|2021-12-07|0.0005208333333333333|0|0.0016319444444444445|0|124.03472222222221|0|2.5006944444444446|0
0|2021-12-08|0.0004166666666666667|0|0.0004166666666666667|0|142.70833333333334|0|4.625|0
0|2021-12-09|0.0004166666666666667|0|0.007500000000000001|0|176.84027777777774|0|7.743055555555556|0
0|2021-12-10|0.0060416666666666665|0|0.0029166666666666664|0|212.02546296296296|0|12.518518518518519|0
0|2021-12-11|0.0|0|0.0|0|114.58333333333333|0|5.625|0
0|2021-12-12|0.0|0|0.0|0|109.95833333333333|0|4.895833333333333|0
0|2021-12-13|0.0|0|0.0|0|95.83333333333333|0|8.875|0
0|2021-12-14|0.0|0|0.0|0|106.25|0|12.291666666666666|0
0|2021-12-15|6.944444444444444e-05|0|0.0004166666666666667|0|182.69097222222226|0|9.699652777777779|0
0|2021-12-16|0.0|0|0.0|0|149.16666666666666|0|4.875|0
0|2021-12-17|0.0|0|0.0|0|194.16666666666666|0|5.666666666666667|0
0|2021-12-18|0.0|0|0.0|0|139.60416666666666|0|5.354166666666667|0
0|2021-12-19|0.0|0|0.0|0|173.08333333333334|0|5.666666666666667|0
0|2021-12-20|0.0|0|0.0|0|121.54166666666667|0|4.645833333333333|0
0|2021-12-21|0.0|0|0.0|0|151.66666666666666|0|4.916666666666667|0
0|2021-12-22|0.0|0|0.0|0|135.47916666666666|0|4.4375|0
0|2021-12-23|0.0|0|0.0|0|141.66666666666666|0|7.0|0
0|2021-12-24|0.0|0|0.0015401785714285715|0|126.93452380952381|0|8.566220238095239|0
0|2021-12-25|0.0033333333333333335|0|0.0|0|153.3125|0|6.916666666666667|0
0|2021-12-26|0.0|0|0.0|0|183.33333333333334|0|14.791666666666666|0
0|2021-12-27|0.0|0|0.0|0|172.4642857142857|0|10.14156746031746|0
0|2021-12-28|0.0|0|0.0|0|205.79861111111111|0|7.309027777777778|0
0|2021-12-29|0.0|0|0.0003333333333333333|0|125.0|0|4.583333333333333|0
0|2021-12-30|0.0004166666666666667|0|0.0|0|130.85416666666666|0|9.541666666666666|0
0|2021-12-31|0.0|0|0.004353174603174603|0|154.41369047619048|0|11.226785714285716|0
0|2022-01-01|0.0030208333333333333|0|0.0014583333333333334|0|221.41369047619048|0|10.095238095238095|0
0|2022-01-02|0.0|0|0.0|0|113.0|0|5.6875|0
0|2022-01-03|0.0|0|0.0|0|138.33333333333334|0|4.75|0
0|2022-01-04|0.0|0|0.0|0|97.91666666666667|0|3.5833333333333335|0
0|2022-01-05|0.0|0|0.0|0|115.41666666666667|0|4.25|0
0|2022-01-06|0.0|0|0.0|0|108.4375|0|3.4166666666666665|0
0|2022-01-07|0.0|0|0.0|0|139.16666666666666|0|4.833333333333333|0
0|2022-01-08|0.0|0|0.0|0|181.49305555555557|0|10.11111111111111|0
0|2022-01-09|0.0|0|0.0|0|133.68055555555557|0|5.3125|0
0|2022-01-10|0.0|0|0.0|0|140.0|0|4.958333333333333|0
0|2022-01-11|0.0|0|0.0|0|159.16666666666666|0|5.958333333333333|0
0|2022-01-12|0.0|0|0.0|0|130.97916666666666|0|4.75|0
0|2022-01-13|0.0|0|0.0|0|92.5|0|3.7916666666666665|0
0|2022-01-14|0.0|0|0.0|0|152.0625|0|6.541666666666667|0
0|2022-01-15|0.0|0|0.0|0|107.27083333333333|0|5.6875|0
0|2022-01-16|0.0|0|0.0|0|162.5|0|5.25|0
0|2022-01-17|0.0|20|0.0|20|126.45833333333333|0|4.458333333333333|0
