|dates|Republic_Kansas_UnitedStates.JHU_ConfirmedCases.data|Republic_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Republic_Kansas_UnitedStates.NYT_ConfirmedCases.data|Republic_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Republic_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Republic_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Republic_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Republic_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-09|901.0|0|901.0|0|15.0|0|0.0|100
0|2021-11-10|901.0|0|910.0|0|15.0|0|0.0|100
0|2021-11-11|910.0|0|910.0|0|15.0|0|0.0|100
0|2021-11-12|913.0|0|913.0|0|15.0|0|0.0|100
0|2021-11-13|913.0|0|913.0|0|15.0|0|0.0|100
0|2021-11-14|913.0|0|913.0|0|15.0|0|0.0|100
0|2021-11-15|922.0|0|922.0|0|14.0|0|0.0|100
0|2021-11-16|922.0|0|922.0|0|14.0|0|0.0|100
0|2021-11-17|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-18|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-19|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-20|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-21|924.0|0|924.0|0|14.0|0|0.0|100
0|2021-11-22|927.0|0|927.0|0|14.0|0|0.0|100
0|2021-11-23|927.0|0|927.0|0|14.0|0|0.0|100
0|2021-11-24|927.0|0|938.0|0|14.0|0|0.0|100
0|2021-11-25|938.0|0|938.0|0|14.0|0|0.0|100
0|2021-11-26|938.0|0|938.0|0|14.0|0|0.0|100
0|2021-11-27|938.0|0|938.0|0|14.0|0|0.0|100
0|2021-11-28|938.0|0|938.0|0|14.0|0|0.0|100
0|2021-11-29|942.0|0|942.0|0|14.0|0|0.0|100
0|2021-11-30|942.0|0|942.0|0|14.0|0|0.0|100
0|2021-12-01|947.0|0|947.0|0|14.0|0|0.0|100
0|2021-12-02|947.0|0|947.0|0|14.0|0|0.0|100
0|2021-12-03|947.0|0|949.0|0|14.0|0|0.0|100
0|2021-12-04|949.0|0|949.0|0|14.0|0|0.0|100
0|2021-12-05|949.0|0|949.0|0|14.0|0|0.0|100
0|2021-12-06|952.0|0|952.0|0|14.0|0|0.0|100
0|2021-12-07|952.0|0|952.0|0|14.0|0|0.0|100
0|2021-12-08|955.0|0|955.0|0|14.0|0|0.0|100
0|2021-12-09|955.0|0|955.0|0|14.0|0|0.0|100
0|2021-12-10|963.0|0|963.0|0|14.0|0|0.0|100
0|2021-12-11|963.0|0|963.0|0|14.0|0|0.0|100
0|2021-12-12|963.0|0|963.0|0|14.0|0|0.0|100
0|2021-12-13|966.0|0|966.0|0|14.0|0|0.0|100
0|2021-12-14|966.0|0|966.0|0|14.0|0|0.0|100
0|2021-12-15|969.0|0|969.0|0|14.0|0|0.0|100
0|2021-12-16|969.0|0|969.0|0|14.0|0|0.0|100
0|2021-12-17|976.0|0|976.0|0|14.0|0|0.0|100
0|2021-12-18|976.0|0|976.0|0|14.0|0|0.0|100
0|2021-12-19|976.0|0|976.0|0|14.0|0|0.0|100
0|2021-12-20|984.0|0|984.0|0|14.0|0|0.0|100
0|2021-12-21|984.0|0|984.0|0|14.0|0|0.0|100
0|2021-12-22|994.0|0|994.0|0|14.0|0|0.0|100
0|2021-12-23|994.0|0|994.0|0|14.0|0|0.0|100
0|2021-12-24|994.0|0|994.0|0|14.0|0|0.0|100
0|2021-12-25|994.0|0|994.0|0|14.0|0|0.0|100
0|2021-12-26|994.0|0|994.0|0|14.0|0|0.0|100
0|2021-12-27|999.0|0|999.0|0|14.0|0|0.0|100
0|2021-12-28|999.0|0|999.0|0|14.0|0|0.0|100
0|2021-12-29|1014.0|0|1014.0|0|14.0|0|0.0|100
0|2021-12-30|1014.0|0|1014.0|0|14.0|0|0.0|100
0|2021-12-31|1014.0|0|1014.0|0|14.0|0|0.0|100
0|2022-01-01|1014.0|0|1014.0|0|14.0|0|0.0|100
0|2022-01-02|1014.0|0|1014.0|0|14.0|0|0.0|100
0|2022-01-03|1033.0|0|1033.0|0|14.0|0|0.0|100
0|2022-01-04|1033.0|0|1033.0|0|14.0|0|0.0|100
0|2022-01-05|1046.0|0|1046.0|0|14.0|0|0.0|100
0|2022-01-06|1046.0|0|1046.0|0|14.0|0|0.0|100
0|2022-01-07|1056.0|0|1056.0|0|14.0|0|0.0|100
0|2022-01-08|1056.0|0|1056.0|0|14.0|0|0.0|100
0|2022-01-09|1056.0|0|1056.0|0|14.0|0|0.0|100
0|2022-01-10|1065.0|0|1065.0|0|14.0|0|0.0|100
0|2022-01-11|1065.0|0|1065.0|0|14.0|0|0.0|100
0|2022-01-12|1065.0|0|1081.0|0|14.0|0|0.0|100
0|2022-01-13|1065.0|0|1097.0|0|14.0|0|0.0|100
0|2022-01-14|1129.0|0|1129.0|0|14.0|0|0.0|100
0|2022-01-15|1129.0|0|1129.0|0|14.0|0|0.0|100
0|2022-01-16|1129.0|0|1129.0|0|14.0|0|0.0|100
0|2022-01-17|1129.0|0|0.0|100|14.0|0|0.0|100
