|dates|Pitt_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Pitt_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Pitt_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Pitt_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Pitt_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Pitt_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Pitt_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Pitt_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-18|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-19|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-20|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-21|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-22|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-23|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-24|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-25|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-26|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-27|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-28|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-29|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-30|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-10-31|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-01|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-02|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-03|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-04|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-05|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-06|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-07|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-08|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-09|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-10|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-11|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-12|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-13|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-14|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-15|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-16|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-17|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-18|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-19|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-20|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-21|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-22|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-23|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-24|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-25|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-26|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-27|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-28|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-29|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
0|2021-11-30|85903.0|0|4094.0|0|4.549040523573008|0|89997.0|0
