|dates|SantaCruz_California_UnitedStates.BLS_EmployedPopulation.data|SantaCruz_California_UnitedStates.BLS_EmployedPopulation.missing|SantaCruz_California_UnitedStates.BLS_UnemployedPopulation.data|SantaCruz_California_UnitedStates.BLS_UnemployedPopulation.missing|SantaCruz_California_UnitedStates.BLS_UnemploymentRate.data|SantaCruz_California_UnitedStates.BLS_UnemploymentRate.missing|SantaCruz_California_UnitedStates.BLS_LaborForcePopulation.data|SantaCruz_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-18|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-19|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-20|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-21|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-22|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-23|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-24|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-25|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-26|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-27|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-28|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-29|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-30|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-10-31|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-11-01|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-11-02|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-11-03|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
0|2021-11-04|123041.0|0|8959.0|0|6.787121212121212|0|132000.0|0
