|dates|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Freeborn_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Freeborn_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Freeborn_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|6308.0|0|6308.0|0|51.0|0|0.0|100
0|2021-12-29|6317.0|0|6317.0|0|51.0|0|0.0|100
0|2021-12-30|6349.0|0|6349.0|0|51.0|0|0.0|100
0|2021-12-31|6349.0|0|6349.0|0|51.0|0|0.0|100
0|2022-01-01|6349.0|0|6349.0|0|51.0|0|0.0|100
0|2022-01-02|6349.0|0|6349.0|0|51.0|0|0.0|100
0|2022-01-03|6385.0|0|6385.0|0|52.0|0|0.0|100
0|2022-01-04|6467.0|0|6467.0|0|52.0|0|0.0|100
0|2022-01-05|6486.0|0|6486.0|0|52.0|0|0.0|100
0|2022-01-06|6575.0|0|6575.0|0|54.0|0|0.0|100
0|2022-01-07|6603.0|0|6603.0|0|55.0|0|0.0|100
0|2022-01-08|6603.0|0|6603.0|0|55.0|0|0.0|100
0|2022-01-09|6603.0|0|6603.0|0|55.0|0|0.0|100
0|2022-01-10|6642.0|0|6642.0|0|55.0|0|0.0|100
0|2022-01-11|6766.0|0|6766.0|0|55.0|0|0.0|100
0|2022-01-12|6809.0|0|6809.0|0|56.0|0|0.0|100
0|2022-01-13|6809.0|0|6877.0|0|56.0|0|0.0|100
0|2022-01-14|6973.0|0|6973.0|0|57.0|0|0.0|100
0|2022-01-15|6973.0|0|6973.0|0|57.0|0|0.0|100
0|2022-01-16|6973.0|0|6973.0|0|57.0|0|0.0|100
0|2022-01-17|6973.0|0|0.0|100|57.0|0|0.0|100
