|dates|Campbell_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Campbell_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Campbell_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Campbell_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Campbell_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Campbell_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Campbell_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Campbell_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-18|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-19|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-20|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-21|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-22|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-23|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-24|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-25|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-26|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-27|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-28|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-29|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-30|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-10-31|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-01|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-02|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-03|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-04|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-05|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-06|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-07|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-08|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-09|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-10|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-11|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-12|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-13|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-14|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-15|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-16|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-17|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-18|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-19|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-20|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-21|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-22|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-23|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-24|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-25|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-26|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-27|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-28|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-29|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-11-30|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-12-01|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-12-02|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
0|2021-12-03|47683.0|0|1715.0|0|3.4718004777521356|0|49398.0|0
