|dates|Linn_Kansas_UnitedStates.JHU_ConfirmedCases.data|Linn_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Linn_Kansas_UnitedStates.NYT_ConfirmedCases.data|Linn_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Linn_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Linn_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Linn_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Linn_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1569.0|0|1569.0|0|15.0|0|0.0|100
0|2021-10-18|1572.0|0|1572.0|0|15.0|0|0.0|100
0|2021-10-19|1572.0|0|1572.0|0|15.0|0|0.0|100
0|2021-10-20|1580.0|0|1580.0|0|15.0|0|0.0|100
0|2021-10-21|1580.0|0|1580.0|0|15.0|0|0.0|100
0|2021-10-22|1586.0|0|1586.0|0|15.0|0|0.0|100
0|2021-10-23|1586.0|0|1586.0|0|15.0|0|0.0|100
0|2021-10-24|1586.0|0|1586.0|0|15.0|0|0.0|100
0|2021-10-25|1592.0|0|1592.0|0|15.0|0|0.0|100
0|2021-10-26|1592.0|0|1592.0|0|15.0|0|0.0|100
0|2021-10-27|1595.0|0|1595.0|0|16.0|0|0.0|100
0|2021-10-28|1595.0|0|1595.0|0|16.0|0|0.0|100
0|2021-10-29|1602.0|0|1602.0|0|17.0|0|0.0|100
0|2021-10-30|1602.0|0|1602.0|0|17.0|0|0.0|100
0|2021-10-31|1602.0|0|1602.0|0|17.0|0|0.0|100
0|2021-11-01|1606.0|0|1606.0|0|17.0|0|0.0|100
0|2021-11-02|1606.0|0|1606.0|0|17.0|0|0.0|100
0|2021-11-03|1610.0|0|1610.0|0|18.0|0|0.0|100
0|2021-11-04|1610.0|0|1610.0|0|18.0|0|0.0|100
0|2021-11-05|1614.0|0|1614.0|0|18.0|0|0.0|100
0|2021-11-06|1614.0|0|1614.0|0|18.0|0|0.0|100
0|2021-11-07|1614.0|0|1614.0|0|18.0|0|0.0|100
0|2021-11-08|1616.0|0|1616.0|0|19.0|0|0.0|100
0|2021-11-09|1616.0|0|1616.0|0|19.0|0|0.0|100
0|2021-11-10|1616.0|0|1626.0|0|19.0|0|0.0|100
0|2021-11-11|1626.0|0|1626.0|0|21.0|0|0.0|100
0|2021-11-12|1627.0|0|1627.0|0|21.0|0|0.0|100
0|2021-11-13|1627.0|0|1627.0|0|21.0|0|0.0|100
0|2021-11-14|1627.0|0|1627.0|0|21.0|0|0.0|100
0|2021-11-15|1632.0|0|1632.0|0|21.0|0|0.0|100
0|2021-11-16|1632.0|0|1632.0|0|21.0|0|0.0|100
0|2021-11-17|1638.0|0|1638.0|0|21.0|0|0.0|100
0|2021-11-18|1638.0|0|1638.0|0|21.0|0|0.0|100
0|2021-11-19|1643.0|0|1643.0|0|21.0|0|0.0|100
0|2021-11-20|1643.0|0|1643.0|0|21.0|0|0.0|100
0|2021-11-21|1643.0|0|1643.0|0|21.0|0|0.0|100
0|2021-11-22|1651.0|0|1651.0|0|21.0|0|0.0|100
0|2021-11-23|1651.0|0|1651.0|0|21.0|0|0.0|100
0|2021-11-24|1651.0|0|1660.0|0|21.0|0|0.0|100
0|2021-11-25|1660.0|0|1660.0|0|21.0|0|0.0|100
0|2021-11-26|1660.0|0|1660.0|0|21.0|0|0.0|100
0|2021-11-27|1660.0|0|1660.0|0|21.0|0|0.0|100
0|2021-11-28|1660.0|0|1660.0|0|21.0|0|0.0|100
0|2021-11-29|1680.0|0|1680.0|0|21.0|0|0.0|100
0|2021-11-30|1680.0|0|1680.0|0|21.0|0|0.0|100
0|2021-12-01|1702.0|0|1702.0|0|21.0|0|0.0|100
0|2021-12-02|1702.0|0|1702.0|0|21.0|0|0.0|100
0|2021-12-03|1702.0|0|1727.0|0|21.0|0|0.0|100
0|2021-12-04|1727.0|0|1727.0|0|21.0|0|0.0|100
0|2021-12-05|1727.0|0|1727.0|0|21.0|0|0.0|100
0|2021-12-06|1755.0|0|1755.0|0|21.0|0|0.0|100
0|2021-12-07|1755.0|0|1755.0|0|21.0|0|0.0|100
0|2021-12-08|1770.0|0|1770.0|0|21.0|0|0.0|100
0|2021-12-09|1770.0|0|1770.0|0|21.0|0|0.0|100
0|2021-12-10|1790.0|0|1790.0|0|21.0|0|0.0|100
0|2021-12-11|1790.0|0|1790.0|0|21.0|0|0.0|100
0|2021-12-12|1790.0|0|1790.0|0|21.0|0|0.0|100
0|2021-12-13|1804.0|0|1804.0|0|21.0|0|0.0|100
0|2021-12-14|1804.0|0|1804.0|0|21.0|0|0.0|100
0|2021-12-15|1834.0|0|1834.0|0|21.0|0|0.0|100
0|2021-12-16|1834.0|0|1834.0|0|21.0|0|0.0|100
0|2021-12-17|1857.0|0|1857.0|0|21.0|0|0.0|100
0|2021-12-18|1857.0|0|1857.0|0|21.0|0|0.0|100
0|2021-12-19|1857.0|0|1857.0|0|21.0|0|0.0|100
0|2021-12-20|1868.0|0|1868.0|0|21.0|0|0.0|100
0|2021-12-21|1868.0|0|1868.0|0|21.0|0|0.0|100
0|2021-12-22|1873.0|0|1873.0|0|21.0|0|0.0|100
0|2021-12-23|1873.0|0|1873.0|0|21.0|0|0.0|100
0|2021-12-24|1873.0|0|1873.0|0|21.0|0|0.0|100
0|2021-12-25|1873.0|0|1873.0|0|21.0|0|0.0|100
0|2021-12-26|1873.0|0|1873.0|0|21.0|0|0.0|100
0|2021-12-27|1903.0|0|1903.0|0|21.0|0|0.0|100
0|2021-12-28|1903.0|0|1903.0|0|21.0|0|0.0|100
0|2021-12-29|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-30|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2021-12-31|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2022-01-01|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2022-01-02|1938.0|0|1938.0|0|21.0|0|0.0|100
0|2022-01-03|1987.0|0|1987.0|0|21.0|0|0.0|100
0|2022-01-04|1987.0|0|1987.0|0|21.0|0|0.0|100
0|2022-01-05|2033.0|0|2033.0|0|21.0|0|0.0|100
0|2022-01-06|2033.0|0|2033.0|0|21.0|0|0.0|100
0|2022-01-07|2080.0|0|2080.0|0|23.0|0|0.0|100
0|2022-01-08|2080.0|0|2080.0|0|23.0|0|0.0|100
0|2022-01-09|2080.0|0|2080.0|0|23.0|0|0.0|100
0|2022-01-10|2136.0|0|2136.0|0|23.0|0|0.0|100
0|2022-01-11|2136.0|0|2136.0|0|23.0|0|0.0|100
0|2022-01-12|2136.0|0|2196.0|0|23.0|0|0.0|100
0|2022-01-13|2136.0|0|2256.0|0|23.0|0|0.0|100
0|2022-01-14|2337.0|0|2337.0|0|23.0|0|0.0|100
0|2022-01-15|2337.0|0|2337.0|0|23.0|0|0.0|100
0|2022-01-16|2337.0|0|2337.0|0|23.0|0|0.0|100
0|2022-01-17|2337.0|0|0.0|100|23.0|0|0.0|100
