|dates|Bryan_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Bryan_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Bryan_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Bryan_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Bryan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Bryan_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Bryan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Bryan_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|9210.0|0|9210.0|0|108.0|0|0.0|100
0|2021-12-06|9210.0|0|9210.0|0|108.0|0|0.0|100
0|2021-12-07|9210.0|0|9210.0|0|108.0|0|0.0|100
0|2021-12-08|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-09|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-10|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-11|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-12|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-13|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-14|9275.0|0|9275.0|0|108.0|0|0.0|100
0|2021-12-15|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-16|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-17|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-18|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-19|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-20|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-21|9316.0|0|9316.0|0|108.0|0|0.0|100
0|2021-12-22|9345.0|0|9345.0|0|108.0|0|0.0|100
0|2021-12-23|9345.0|0|9345.0|0|118.0|0|0.0|100
0|2021-12-24|9345.0|0|9345.0|0|118.0|0|0.0|100
0|2021-12-25|9345.0|0|9345.0|0|118.0|0|0.0|100
0|2021-12-26|9345.0|0|9345.0|0|118.0|0|0.0|100
0|2021-12-27|9345.0|0|9345.0|0|118.0|0|0.0|100
0|2021-12-28|9345.0|0|9345.0|0|118.0|0|0.0|100
0|2021-12-29|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2021-12-30|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2021-12-31|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2022-01-01|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2022-01-02|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2022-01-03|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2022-01-04|9385.0|0|9385.0|0|118.0|0|0.0|100
0|2022-01-05|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-06|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-07|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-08|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-09|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-10|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-11|9656.0|0|9656.0|0|118.0|0|0.0|100
0|2022-01-12|10376.0|0|10376.0|0|119.0|0|0.0|100
0|2022-01-13|10376.0|0|10376.0|0|119.0|0|0.0|100
0|2022-01-14|10376.0|0|10376.0|0|119.0|0|0.0|100
0|2022-01-15|10376.0|0|10376.0|0|119.0|0|0.0|100
0|2022-01-16|10376.0|0|10376.0|0|119.0|0|0.0|100
0|2022-01-17|10376.0|0|0.0|100|119.0|0|0.0|100
