|dates|Cook_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cook_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cook_Illinois_UnitedStates.Male_Total_Population.data|Cook_Illinois_UnitedStates.Male_Total_Population.missing|Cook_Illinois_UnitedStates.Female_Total_Population.data|Cook_Illinois_UnitedStates.Female_Total_Population.missing|Cook_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Cook_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-18|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-19|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-20|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-21|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-22|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-23|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-24|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-25|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-26|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-27|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-28|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-29|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-30|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-10-31|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-01|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-02|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-03|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-04|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-05|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-06|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-07|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-08|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-09|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-10|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-11|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-12|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-13|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-14|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-15|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-16|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-17|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-18|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-19|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-20|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-21|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-22|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-23|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-24|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-25|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-26|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-27|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-28|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-29|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-11-30|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-01|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-02|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-03|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-04|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-05|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-06|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-07|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-08|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-09|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-10|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-11|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-12|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-13|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-14|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-15|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-16|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-17|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-18|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-19|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-20|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-21|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-22|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-23|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-24|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-25|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-26|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-27|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-28|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-29|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-30|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2021-12-31|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-01|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-02|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-03|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-04|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-05|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-06|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-07|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-08|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-09|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-10|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-11|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-12|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-13|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-14|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-15|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-16|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
0|2022-01-17|758167.0|0|2516081.0|0|2664412.0|0|1129672.0|0
