|dates|Sandusky_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sandusky_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sandusky_Ohio_UnitedStates.Male_Total_Population.data|Sandusky_Ohio_UnitedStates.Male_Total_Population.missing|Sandusky_Ohio_UnitedStates.Female_Total_Population.data|Sandusky_Ohio_UnitedStates.Female_Total_Population.missing|Sandusky_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Sandusky_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-12|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-13|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-14|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-15|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-16|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-17|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-18|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-19|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-20|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-21|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-22|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-23|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-24|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-25|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-26|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-27|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-28|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-29|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-30|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2021-12-31|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-01|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-02|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-03|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-04|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-05|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-06|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-07|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-08|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-09|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-10|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-11|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-12|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-13|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-14|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-15|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-16|11041.0|0|29117.0|0|29682.0|0|13119.0|0
0|2022-01-17|11041.0|0|29117.0|0|29682.0|0|13119.0|0
