|dates|Butler_Kansas_UnitedStates.JHU_ConfirmedCases.data|Butler_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Butler_Kansas_UnitedStates.NYT_ConfirmedCases.data|Butler_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Butler_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|11504.0|0|11504.0|0|139.0|0|0.0|100
0|2021-11-22|11554.0|0|11554.0|0|140.0|0|0.0|100
0|2021-11-23|11554.0|0|11554.0|0|140.0|0|0.0|100
0|2021-11-24|11554.0|0|11646.0|0|140.0|0|0.0|100
0|2021-11-25|11646.0|0|11646.0|0|140.0|0|0.0|100
0|2021-11-26|11646.0|0|11646.0|0|140.0|0|0.0|100
0|2021-11-27|11646.0|0|11646.0|0|140.0|0|0.0|100
0|2021-11-28|11646.0|0|11646.0|0|140.0|0|0.0|100
0|2021-11-29|11730.0|0|11730.0|0|140.0|0|0.0|100
0|2021-11-30|11730.0|0|11730.0|0|140.0|0|0.0|100
0|2021-12-01|11821.0|0|11821.0|0|140.0|0|0.0|100
0|2021-12-02|11821.0|0|11821.0|0|140.0|0|0.0|100
0|2021-12-03|11821.0|0|11914.0|0|140.0|0|0.0|100
0|2021-12-04|11914.0|0|11914.0|0|140.0|0|0.0|100
0|2021-12-05|11914.0|0|11914.0|0|140.0|0|0.0|100
0|2021-12-06|11976.0|0|11976.0|0|140.0|0|0.0|100
0|2021-12-07|11976.0|0|11976.0|0|140.0|0|0.0|100
0|2021-12-08|12105.0|0|12105.0|0|140.0|0|0.0|100
0|2021-12-09|12105.0|0|12105.0|0|140.0|0|0.0|100
0|2021-12-10|12204.0|0|12204.0|0|140.0|0|0.0|100
0|2021-12-11|12204.0|0|12204.0|0|140.0|0|0.0|100
0|2021-12-12|12204.0|0|12204.0|0|140.0|0|0.0|100
0|2021-12-13|12262.0|0|12262.0|0|140.0|0|0.0|100
0|2021-12-14|12262.0|0|12262.0|0|140.0|0|0.0|100
0|2021-12-15|12348.0|0|12348.0|0|140.0|0|0.0|100
0|2021-12-16|12348.0|0|12348.0|0|140.0|0|0.0|100
0|2021-12-17|12435.0|0|12435.0|0|140.0|0|0.0|100
0|2021-12-18|12435.0|0|12435.0|0|140.0|0|0.0|100
0|2021-12-19|12435.0|0|12435.0|0|140.0|0|0.0|100
0|2021-12-20|12471.0|0|12471.0|0|140.0|0|0.0|100
0|2021-12-21|12471.0|0|12471.0|0|140.0|0|0.0|100
0|2021-12-22|12608.0|0|12608.0|0|140.0|0|0.0|100
0|2021-12-23|12608.0|0|12608.0|0|140.0|0|0.0|100
0|2021-12-24|12608.0|0|12608.0|0|140.0|0|0.0|100
0|2021-12-25|12608.0|0|12608.0|0|140.0|0|0.0|100
0|2021-12-26|12608.0|0|12608.0|0|140.0|0|0.0|100
0|2021-12-27|12740.0|0|12740.0|0|140.0|0|0.0|100
0|2021-12-28|12740.0|0|12740.0|0|140.0|0|0.0|100
0|2021-12-29|12935.0|0|12935.0|0|140.0|0|0.0|100
0|2021-12-30|12935.0|0|12935.0|0|140.0|0|0.0|100
0|2021-12-31|12935.0|0|12935.0|0|140.0|0|0.0|100
0|2022-01-01|12935.0|0|12935.0|0|140.0|0|0.0|100
0|2022-01-02|12935.0|0|12935.0|0|140.0|0|0.0|100
0|2022-01-03|13244.0|0|13244.0|0|140.0|0|0.0|100
0|2022-01-04|13244.0|0|13244.0|0|140.0|0|0.0|100
0|2022-01-05|13616.0|0|13616.0|0|140.0|0|0.0|100
0|2022-01-06|13616.0|0|13616.0|0|140.0|0|0.0|100
0|2022-01-07|14056.0|0|14056.0|0|147.0|0|0.0|100
0|2022-01-08|14056.0|0|14056.0|0|147.0|0|0.0|100
0|2022-01-09|14056.0|0|14056.0|0|147.0|0|0.0|100
0|2022-01-10|14377.0|0|14377.0|0|147.0|0|0.0|100
0|2022-01-11|14377.0|0|14377.0|0|147.0|0|0.0|100
0|2022-01-12|14377.0|0|14706.0|0|147.0|0|0.0|100
0|2022-01-13|14377.0|0|15034.0|0|147.0|0|0.0|100
0|2022-01-14|15492.0|0|15492.0|0|147.0|0|0.0|100
0|2022-01-15|15492.0|0|15492.0|0|147.0|0|0.0|100
0|2022-01-16|15492.0|0|15492.0|0|147.0|0|0.0|100
0|2022-01-17|15492.0|0|0.0|100|147.0|0|0.0|100
