|dates|Kalamazoo_Michigan_UnitedStates.BLS_EmployedPopulation.data|Kalamazoo_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Kalamazoo_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Kalamazoo_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Kalamazoo_Michigan_UnitedStates.BLS_UnemploymentRate.data|Kalamazoo_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Kalamazoo_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Kalamazoo_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-18|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-19|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-20|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-21|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-22|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-23|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-24|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-25|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-26|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-27|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-28|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-29|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-30|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-10-31|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-01|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-02|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-03|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-04|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-05|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-06|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-07|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-08|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-09|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-10|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-11|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-12|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-13|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-14|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-15|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-16|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-17|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
0|2021-11-18|120539.0|0|6781.0|0|5.325950361294376|0|127320.0|0
