|dates|Sagadahoc_Maine_UnitedStates.JHU_ConfirmedCases.data|Sagadahoc_Maine_UnitedStates.JHU_ConfirmedCases.missing|Sagadahoc_Maine_UnitedStates.NYT_ConfirmedCases.data|Sagadahoc_Maine_UnitedStates.NYT_ConfirmedCases.missing|Sagadahoc_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Sagadahoc_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Sagadahoc_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Sagadahoc_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-10|2621.0|0|2621.0|0|16.0|0|0.0|100
0|2021-12-11|2658.0|0|2658.0|0|16.0|0|0.0|100
0|2021-12-12|2661.0|0|2661.0|0|16.0|0|0.0|100
0|2021-12-13|2663.0|0|2663.0|0|16.0|0|0.0|100
0|2021-12-14|2663.0|0|2702.0|0|16.0|0|0.0|100
0|2021-12-15|2704.0|0|2704.0|0|16.0|0|0.0|100
0|2021-12-16|2718.0|0|2718.0|0|16.0|0|0.0|100
0|2021-12-17|2748.0|0|2748.0|0|16.0|0|0.0|100
0|2021-12-18|2786.0|0|2786.0|0|16.0|0|0.0|100
0|2021-12-19|2786.0|0|2786.0|0|16.0|0|0.0|100
0|2021-12-20|2786.0|0|2786.0|0|16.0|0|0.0|100
0|2021-12-21|2821.0|0|2821.0|0|18.0|0|0.0|100
0|2021-12-22|2832.0|0|2832.0|0|18.0|0|0.0|100
0|2021-12-23|2868.0|0|2868.0|0|18.0|0|0.0|100
0|2021-12-24|2900.0|0|2900.0|0|18.0|0|0.0|100
0|2021-12-25|2900.0|0|2900.0|0|18.0|0|0.0|100
0|2021-12-26|2900.0|0|2900.0|0|18.0|0|0.0|100
0|2021-12-27|2901.0|0|2901.0|0|18.0|0|0.0|100
0|2021-12-28|2932.0|0|2932.0|0|18.0|0|0.0|100
0|2021-12-29|2969.0|0|2969.0|0|20.0|0|0.0|100
0|2021-12-30|2987.0|0|2987.0|0|20.0|0|0.0|100
0|2021-12-31|3016.0|0|3016.0|0|21.0|0|0.0|100
0|2022-01-01|3016.0|0|3016.0|0|21.0|0|0.0|100
0|2022-01-02|3016.0|0|3016.0|0|21.0|0|0.0|100
0|2022-01-03|3016.0|0|3016.0|0|21.0|0|0.0|100
0|2022-01-04|3034.0|0|3034.0|0|21.0|0|0.0|100
0|2022-01-05|3042.0|0|3042.0|0|23.0|0|0.0|100
0|2022-01-06|3058.0|0|3058.0|0|23.0|0|0.0|100
0|2022-01-07|3092.0|0|3092.0|0|23.0|0|0.0|100
0|2022-01-08|3113.0|0|3113.0|0|23.0|0|0.0|100
0|2022-01-09|3113.0|0|3113.0|0|23.0|0|0.0|100
0|2022-01-10|3113.0|0|3113.0|0|23.0|0|0.0|100
0|2022-01-11|3156.0|0|3156.0|0|23.0|0|0.0|100
0|2022-01-12|3179.0|0|3179.0|0|23.0|0|0.0|100
0|2022-01-13|3179.0|0|3206.0|0|23.0|0|0.0|100
0|2022-01-14|3235.0|0|3235.0|0|23.0|0|0.0|100
0|2022-01-15|3272.0|0|3272.0|0|24.0|0|0.0|100
0|2022-01-16|3272.0|0|3272.0|0|24.0|0|0.0|100
0|2022-01-17|3272.0|0|0.0|100|24.0|0|0.0|100
