|dates|Stephens_Texas_UnitedStates.JHU_ConfirmedCases.data|Stephens_Texas_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Texas_UnitedStates.NYT_ConfirmedCases.data|Stephens_Texas_UnitedStates.NYT_ConfirmedCases.missing|Stephens_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|1185.0|0|1185.0|0|37.0|0|0.0|100
0|2021-11-27|1185.0|0|1185.0|0|37.0|0|0.0|100
0|2021-11-28|1185.0|0|1185.0|0|37.0|0|0.0|100
0|2021-11-29|1189.0|0|1189.0|0|37.0|0|0.0|100
0|2021-11-30|1276.0|0|1276.0|0|37.0|0|0.0|100
0|2021-12-01|1279.0|0|1279.0|0|37.0|0|0.0|100
0|2021-12-02|1281.0|0|1281.0|0|37.0|0|0.0|100
0|2021-12-03|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-04|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-05|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-06|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-07|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-08|1284.0|0|1284.0|0|37.0|0|0.0|100
0|2021-12-09|1285.0|0|1285.0|0|37.0|0|0.0|100
0|2021-12-10|1290.0|0|1290.0|0|37.0|0|0.0|100
0|2021-12-11|1290.0|0|1290.0|0|37.0|0|0.0|100
0|2021-12-12|1290.0|0|1290.0|0|37.0|0|0.0|100
0|2021-12-13|1291.0|0|1291.0|0|37.0|0|0.0|100
0|2021-12-14|1291.0|0|1292.0|0|37.0|0|0.0|100
0|2021-12-15|1292.0|0|1292.0|0|37.0|0|0.0|100
0|2021-12-16|1293.0|0|1293.0|0|37.0|0|0.0|100
0|2021-12-17|1293.0|0|1293.0|0|37.0|0|0.0|100
0|2021-12-18|1294.0|0|1294.0|0|37.0|0|0.0|100
0|2021-12-19|1294.0|0|1294.0|0|37.0|0|0.0|100
0|2021-12-20|1294.0|0|1294.0|0|37.0|0|0.0|100
0|2021-12-21|1295.0|0|1295.0|0|37.0|0|0.0|100
0|2021-12-22|1296.0|0|1296.0|0|37.0|0|0.0|100
0|2021-12-23|1296.0|0|1296.0|0|37.0|0|0.0|100
0|2021-12-24|1296.0|0|1296.0|0|37.0|0|0.0|100
0|2021-12-25|1296.0|0|1296.0|0|37.0|0|0.0|100
0|2021-12-26|1296.0|0|1296.0|0|37.0|0|0.0|100
0|2021-12-27|1310.0|0|1310.0|0|37.0|0|0.0|100
0|2021-12-28|1318.0|0|1318.0|0|37.0|0|0.0|100
0|2021-12-29|1319.0|0|1319.0|0|38.0|0|0.0|100
0|2021-12-30|1319.0|0|1321.0|0|37.0|0|0.0|100
0|2021-12-31|1321.0|0|1321.0|0|37.0|0|0.0|100
0|2022-01-01|1321.0|0|1321.0|0|37.0|0|0.0|100
0|2022-01-02|1321.0|0|1321.0|0|37.0|0|0.0|100
0|2022-01-03|1346.0|0|1346.0|0|38.0|0|0.0|100
0|2022-01-04|1356.0|0|1356.0|0|38.0|0|0.0|100
0|2022-01-05|1362.0|0|1362.0|0|38.0|0|0.0|100
0|2022-01-06|1367.0|0|1367.0|0|38.0|0|0.0|100
0|2022-01-07|1373.0|0|1373.0|0|38.0|0|0.0|100
0|2022-01-08|1380.0|0|1380.0|0|39.0|0|0.0|100
0|2022-01-09|1380.0|0|1380.0|0|39.0|0|0.0|100
0|2022-01-10|1410.0|0|1410.0|0|39.0|0|0.0|100
0|2022-01-11|1426.0|0|1426.0|0|39.0|0|0.0|100
0|2022-01-12|1449.0|0|1449.0|0|39.0|0|0.0|100
0|2022-01-13|1449.0|0|1472.0|0|39.0|0|0.0|100
0|2022-01-14|1472.0|0|1554.0|0|39.0|0|0.0|100
0|2022-01-15|1585.0|0|1585.0|0|39.0|0|0.0|100
0|2022-01-16|1600.0|0|1600.0|0|39.0|0|0.0|100
0|2022-01-17|1602.0|0|0.0|100|39.0|0|0.0|100
