|dates|Williamson_Texas_UnitedStates.JHU_ConfirmedCases.data|Williamson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Texas_UnitedStates.NYT_ConfirmedCases.data|Williamson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Williamson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|78777.0|0|78777.0|0|729.0|0|0.0|100
0|2021-11-30|78872.0|0|78872.0|0|733.0|0|0.0|100
0|2021-12-01|78951.0|0|78951.0|0|734.0|0|0.0|100
0|2021-12-02|79049.0|0|79049.0|0|735.0|0|0.0|100
0|2021-12-03|79140.0|0|79049.0|0|735.0|0|0.0|100
0|2021-12-04|79140.0|0|79049.0|0|735.0|0|0.0|100
0|2021-12-05|79140.0|0|79140.0|0|735.0|0|0.0|100
0|2021-12-06|79140.0|0|79140.0|0|735.0|0|0.0|100
0|2021-12-07|79504.0|0|79504.0|0|735.0|0|0.0|100
0|2021-12-08|79572.0|0|79572.0|0|735.0|0|0.0|100
0|2021-12-09|79636.0|0|79636.0|0|735.0|0|0.0|100
0|2021-12-10|79725.0|0|79725.0|0|735.0|0|0.0|100
0|2021-12-11|79804.0|0|79804.0|0|735.0|0|0.0|100
0|2021-12-12|79869.0|0|79869.0|0|735.0|0|0.0|100
0|2021-12-13|79936.0|0|79936.0|0|735.0|0|0.0|100
0|2021-12-14|79936.0|0|80034.0|0|735.0|0|0.0|100
0|2021-12-15|80131.0|0|80131.0|0|735.0|0|0.0|100
0|2021-12-16|80224.0|0|80224.0|0|746.0|0|0.0|100
0|2021-12-17|80343.0|0|80343.0|0|747.0|0|0.0|100
0|2021-12-18|80518.0|0|80518.0|0|747.0|0|0.0|100
0|2021-12-19|80662.0|0|80662.0|0|747.0|0|0.0|100
0|2021-12-20|80897.0|0|80897.0|0|747.0|0|0.0|100
0|2021-12-21|81077.0|0|81077.0|0|747.0|0|0.0|100
0|2021-12-22|81279.0|0|81279.0|0|747.0|0|0.0|100
0|2021-12-23|81587.0|0|81587.0|0|747.0|0|0.0|100
0|2021-12-24|81587.0|0|81587.0|0|747.0|0|0.0|100
0|2021-12-25|81587.0|0|81587.0|0|747.0|0|0.0|100
0|2021-12-26|81587.0|0|81587.0|0|747.0|0|0.0|100
0|2021-12-27|82845.0|0|82845.0|0|747.0|0|0.0|100
0|2021-12-28|83183.0|0|83183.0|0|751.0|0|0.0|100
0|2021-12-29|83547.0|0|83547.0|0|752.0|0|0.0|100
0|2021-12-30|83809.0|0|83809.0|0|752.0|0|0.0|100
0|2021-12-31|83809.0|0|83809.0|0|752.0|0|0.0|100
0|2022-01-01|83809.0|0|83809.0|0|752.0|0|0.0|100
0|2022-01-02|83809.0|0|83809.0|0|752.0|0|0.0|100
0|2022-01-03|88780.0|0|88780.0|0|755.0|0|0.0|100
0|2022-01-04|90042.0|0|90042.0|0|757.0|0|0.0|100
0|2022-01-05|91258.0|0|91258.0|0|757.0|0|0.0|100
0|2022-01-06|92425.0|0|92425.0|0|757.0|0|0.0|100
0|2022-01-07|93937.0|0|93937.0|0|758.0|0|0.0|100
0|2022-01-08|94780.0|0|94780.0|0|758.0|0|0.0|100
0|2022-01-09|95716.0|0|95716.0|0|758.0|0|0.0|100
0|2022-01-10|97543.0|0|97543.0|0|758.0|0|0.0|100
0|2022-01-11|98406.0|0|98406.0|0|760.0|0|0.0|100
0|2022-01-12|99822.0|0|99822.0|0|762.0|0|0.0|100
0|2022-01-13|99822.0|0|101813.0|0|762.0|0|0.0|100
0|2022-01-14|99822.0|0|103193.0|0|764.0|0|0.0|100
0|2022-01-15|103465.0|0|103465.0|0|764.0|0|0.0|100
0|2022-01-16|104371.0|0|104371.0|0|764.0|0|0.0|100
0|2022-01-17|105609.0|0|0.0|100|764.0|0|0.0|100
