|dates|Washington_Colorado_UnitedStates.JHU_ConfirmedCases.data|Washington_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Washington_Colorado_UnitedStates.NYT_ConfirmedCases.data|Washington_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Washington_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|601.0|0|601.0|0|15.0|0|0.0|100
0|2021-10-18|619.0|0|619.0|0|15.0|0|0.0|100
0|2021-10-19|626.0|0|626.0|0|15.0|0|0.0|100
0|2021-10-20|637.0|0|637.0|0|17.0|0|0.0|100
0|2021-10-21|649.0|0|649.0|0|18.0|0|0.0|100
0|2021-10-22|655.0|0|655.0|0|18.0|0|0.0|100
0|2021-10-23|655.0|0|655.0|0|18.0|0|0.0|100
0|2021-10-24|655.0|0|655.0|0|18.0|0|0.0|100
0|2021-10-25|661.0|0|661.0|0|19.0|0|0.0|100
0|2021-10-26|666.0|0|666.0|0|19.0|0|0.0|100
0|2021-10-27|670.0|0|670.0|0|19.0|0|0.0|100
0|2021-10-28|676.0|0|676.0|0|19.0|0|0.0|100
0|2021-10-29|683.0|0|683.0|0|19.0|0|0.0|100
0|2021-10-30|683.0|0|683.0|0|19.0|0|0.0|100
0|2021-10-31|683.0|0|683.0|0|19.0|0|0.0|100
0|2021-11-01|688.0|0|688.0|0|19.0|0|0.0|100
0|2021-11-02|689.0|0|689.0|0|19.0|0|0.0|100
0|2021-11-03|691.0|0|691.0|0|19.0|0|0.0|100
0|2021-11-04|695.0|0|695.0|0|19.0|0|0.0|100
0|2021-11-05|700.0|0|700.0|0|20.0|0|0.0|100
0|2021-11-06|700.0|0|700.0|0|20.0|0|0.0|100
0|2021-11-07|700.0|0|700.0|0|20.0|0|0.0|100
0|2021-11-08|710.0|0|710.0|0|20.0|0|0.0|100
0|2021-11-09|712.0|0|712.0|0|20.0|0|0.0|100
0|2021-11-10|712.0|0|712.0|0|20.0|0|0.0|100
0|2021-11-11|719.0|0|719.0|0|21.0|0|0.0|100
0|2021-11-12|721.0|0|721.0|0|23.0|0|0.0|100
0|2021-11-13|721.0|0|721.0|0|23.0|0|0.0|100
0|2021-11-14|721.0|0|721.0|0|23.0|0|0.0|100
0|2021-11-15|724.0|0|724.0|0|23.0|0|0.0|100
0|2021-11-16|728.0|0|728.0|0|23.0|0|0.0|100
0|2021-11-17|730.0|0|730.0|0|23.0|0|0.0|100
0|2021-11-18|734.0|0|734.0|0|23.0|0|0.0|100
0|2021-11-19|735.0|0|735.0|0|23.0|0|0.0|100
0|2021-11-20|735.0|0|735.0|0|23.0|0|0.0|100
0|2021-11-21|735.0|0|735.0|0|23.0|0|0.0|100
0|2021-11-22|737.0|0|737.0|0|23.0|0|0.0|100
0|2021-11-23|741.0|0|741.0|0|23.0|0|0.0|100
0|2021-11-24|741.0|0|741.0|0|24.0|0|0.0|100
0|2021-11-25|742.0|0|742.0|0|24.0|0|0.0|100
0|2021-11-26|742.0|0|742.0|0|24.0|0|0.0|100
0|2021-11-27|742.0|0|742.0|0|24.0|0|0.0|100
0|2021-11-28|742.0|0|742.0|0|24.0|0|0.0|100
0|2021-11-29|745.0|0|745.0|0|24.0|0|0.0|100
0|2021-11-30|749.0|0|749.0|0|24.0|0|0.0|100
0|2021-12-01|749.0|0|750.0|0|24.0|0|0.0|100
0|2021-12-02|751.0|0|751.0|0|24.0|0|0.0|100
0|2021-12-03|752.0|0|752.0|0|24.0|0|0.0|100
0|2021-12-04|752.0|0|752.0|0|24.0|0|0.0|100
0|2021-12-05|752.0|0|752.0|0|24.0|0|0.0|100
0|2021-12-06|753.0|0|753.0|0|24.0|0|0.0|100
0|2021-12-07|755.0|0|755.0|0|24.0|0|0.0|100
0|2021-12-08|756.0|0|756.0|0|24.0|0|0.0|100
0|2021-12-09|756.0|0|756.0|0|24.0|0|0.0|100
0|2021-12-10|756.0|0|756.0|0|24.0|0|0.0|100
0|2021-12-11|756.0|0|756.0|0|24.0|0|0.0|100
0|2021-12-12|756.0|0|756.0|0|24.0|0|0.0|100
0|2021-12-13|757.0|0|757.0|0|24.0|0|0.0|100
0|2021-12-14|757.0|0|756.0|0|24.0|0|0.0|100
0|2021-12-15|758.0|0|758.0|0|24.0|0|0.0|100
0|2021-12-16|758.0|0|758.0|0|24.0|0|0.0|100
0|2021-12-17|759.0|0|759.0|0|24.0|0|0.0|100
0|2021-12-18|759.0|0|759.0|0|24.0|0|0.0|100
0|2021-12-19|759.0|0|759.0|0|24.0|0|0.0|100
0|2021-12-20|762.0|0|762.0|0|24.0|0|0.0|100
0|2021-12-21|763.0|0|763.0|0|24.0|0|0.0|100
0|2021-12-22|765.0|0|765.0|0|24.0|0|0.0|100
0|2021-12-23|766.0|0|766.0|0|24.0|0|0.0|100
0|2021-12-24|767.0|0|767.0|0|24.0|0|0.0|100
0|2021-12-25|767.0|0|767.0|0|24.0|0|0.0|100
0|2021-12-26|767.0|0|767.0|0|24.0|0|0.0|100
0|2021-12-27|767.0|0|767.0|0|24.0|0|0.0|100
0|2021-12-28|770.0|0|770.0|0|24.0|0|0.0|100
0|2021-12-29|772.0|0|772.0|0|24.0|0|0.0|100
0|2021-12-30|772.0|0|772.0|0|25.0|0|0.0|100
0|2021-12-31|772.0|0|772.0|0|25.0|0|0.0|100
0|2022-01-01|772.0|0|772.0|0|25.0|0|0.0|100
0|2022-01-02|772.0|0|772.0|0|25.0|0|0.0|100
0|2022-01-03|780.0|0|780.0|0|25.0|0|0.0|100
0|2022-01-04|782.0|0|782.0|0|25.0|0|0.0|100
0|2022-01-05|784.0|0|784.0|0|25.0|0|0.0|100
0|2022-01-06|784.0|0|784.0|0|25.0|0|0.0|100
0|2022-01-07|787.0|0|787.0|0|25.0|0|0.0|100
0|2022-01-08|787.0|0|787.0|0|25.0|0|0.0|100
0|2022-01-09|787.0|0|787.0|0|25.0|0|0.0|100
0|2022-01-10|801.0|0|801.0|0|25.0|0|0.0|100
0|2022-01-11|806.0|0|806.0|0|25.0|0|0.0|100
0|2022-01-12|809.0|0|809.0|0|25.0|0|0.0|100
0|2022-01-13|809.0|0|815.0|0|25.0|0|0.0|100
0|2022-01-14|818.0|0|817.0|0|25.0|0|0.0|100
0|2022-01-15|818.0|0|818.0|0|25.0|0|0.0|100
0|2022-01-16|818.0|0|818.0|0|25.0|0|0.0|100
0|2022-01-17|822.0|0|0.0|100|26.0|0|0.0|100
