|dates|Pushmataha_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pushmataha_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pushmataha_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Pushmataha_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Pushmataha_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pushmataha_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pushmataha_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pushmataha_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|1805.0|0|1822.0|0|40.0|0|0.0|100
0|2021-11-12|1822.0|0|1822.0|0|40.0|0|0.0|100
0|2021-11-13|1822.0|0|1822.0|0|40.0|0|0.0|100
0|2021-11-14|1822.0|0|1822.0|0|40.0|0|0.0|100
0|2021-11-15|1822.0|0|1822.0|0|40.0|0|0.0|100
0|2021-11-16|1822.0|0|1822.0|0|40.0|0|0.0|100
0|2021-11-17|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-18|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-19|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-20|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-21|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-22|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-23|1837.0|0|1837.0|0|40.0|0|0.0|100
0|2021-11-24|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-11-25|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-11-26|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-11-27|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-11-28|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-11-29|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-11-30|1848.0|0|1848.0|0|40.0|0|0.0|100
0|2021-12-01|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-02|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-03|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-04|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-05|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-06|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-07|1854.0|0|1854.0|0|40.0|0|0.0|100
0|2021-12-08|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-09|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-10|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-11|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-12|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-13|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-14|1861.0|0|1861.0|0|40.0|0|0.0|100
0|2021-12-15|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-16|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-17|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-18|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-19|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-20|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-21|1866.0|0|1866.0|0|40.0|0|0.0|100
0|2021-12-22|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-23|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-24|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-25|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-26|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-27|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-28|1874.0|0|1874.0|0|40.0|0|0.0|100
0|2021-12-29|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2021-12-30|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2021-12-31|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2022-01-01|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2022-01-02|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2022-01-03|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2022-01-04|1883.0|0|1883.0|0|40.0|0|0.0|100
0|2022-01-05|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-06|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-07|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-08|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-09|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-10|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-11|1891.0|0|1891.0|0|42.0|0|0.0|100
0|2022-01-12|1961.0|0|1961.0|0|42.0|0|0.0|100
0|2022-01-13|1961.0|0|1961.0|0|42.0|0|0.0|100
0|2022-01-14|1961.0|0|1961.0|0|42.0|0|0.0|100
0|2022-01-15|1961.0|0|1961.0|0|42.0|0|0.0|100
0|2022-01-16|1961.0|0|1961.0|0|42.0|0|0.0|100
0|2022-01-17|1961.0|0|0.0|100|42.0|0|0.0|100
