|dates|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Waukesha_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Waukesha_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|61445.0|0|61445.0|0|710.0|0|0.0|100
0|2021-10-18|61499.0|0|61499.0|0|710.0|0|0.0|100
0|2021-10-19|61728.0|0|61728.0|0|712.0|0|0.0|100
0|2021-10-20|61868.0|0|61868.0|0|715.0|0|0.0|100
0|2021-10-21|61985.0|0|61985.0|0|716.0|0|0.0|100
0|2021-10-22|62105.0|0|62105.0|0|718.0|0|0.0|100
0|2021-10-23|62105.0|0|62105.0|0|718.0|0|0.0|100
0|2021-10-24|62105.0|0|62105.0|0|718.0|0|0.0|100
0|2021-10-25|62262.0|0|62262.0|0|719.0|0|0.0|100
0|2021-10-26|62582.0|0|62582.0|0|720.0|0|0.0|100
0|2021-10-27|62753.0|0|62753.0|0|724.0|0|0.0|100
0|2021-10-28|62908.0|0|62908.0|0|728.0|0|0.0|100
0|2021-10-29|63079.0|0|63079.0|0|731.0|0|0.0|100
0|2021-10-30|63079.0|0|63079.0|0|731.0|0|0.0|100
0|2021-10-31|63079.0|0|63079.0|0|731.0|0|0.0|100
0|2021-11-01|63279.0|0|63279.0|0|734.0|0|0.0|100
0|2021-11-02|63620.0|0|63620.0|0|737.0|0|0.0|100
0|2021-11-03|63830.0|0|63830.0|0|737.0|0|0.0|100
0|2021-11-04|64075.0|0|64075.0|0|737.0|0|0.0|100
0|2021-11-05|64265.0|0|64265.0|0|737.0|0|0.0|100
0|2021-11-06|64265.0|0|64265.0|0|737.0|0|0.0|100
0|2021-11-07|64265.0|0|64265.0|0|737.0|0|0.0|100
0|2021-11-08|64409.0|0|64409.0|0|740.0|0|0.0|100
0|2021-11-09|64705.0|0|64705.0|0|740.0|0|0.0|100
0|2021-11-10|65085.0|0|65085.0|0|742.0|0|0.0|100
0|2021-11-11|65366.0|0|65366.0|0|742.0|0|0.0|100
0|2021-11-12|65749.0|0|65749.0|0|742.0|0|0.0|100
0|2021-11-13|65749.0|0|65749.0|0|742.0|0|0.0|100
0|2021-11-14|65749.0|0|65749.0|0|742.0|0|0.0|100
0|2021-11-15|66102.0|0|66102.0|0|744.0|0|0.0|100
0|2021-11-16|66614.0|0|66614.0|0|746.0|0|0.0|100
0|2021-11-17|66898.0|0|66898.0|0|747.0|0|0.0|100
0|2021-11-18|67197.0|0|67197.0|0|748.0|0|0.0|100
0|2021-11-19|67548.0|0|67548.0|0|752.0|0|0.0|100
0|2021-11-20|67548.0|0|67548.0|0|752.0|0|0.0|100
0|2021-11-21|67548.0|0|67548.0|0|752.0|0|0.0|100
0|2021-11-22|67861.0|0|67861.0|0|753.0|0|0.0|100
0|2021-11-23|68355.0|0|68355.0|0|754.0|0|0.0|100
0|2021-11-24|68707.0|0|68707.0|0|759.0|0|0.0|100
0|2021-11-25|69028.0|0|69028.0|0|759.0|0|0.0|100
0|2021-11-26|69028.0|0|69028.0|0|759.0|0|0.0|100
0|2021-11-27|69028.0|0|69028.0|0|759.0|0|0.0|100
0|2021-11-28|69028.0|0|69028.0|0|759.0|0|0.0|100
0|2021-11-29|69038.0|0|69038.0|0|759.0|0|0.0|100
0|2021-11-30|69587.0|0|69587.0|0|766.0|0|0.0|100
0|2021-12-01|70119.0|0|70119.0|0|767.0|0|0.0|100
0|2021-12-02|70503.0|0|70503.0|0|769.0|0|0.0|100
0|2021-12-03|70836.0|0|70836.0|0|772.0|0|0.0|100
0|2021-12-04|70836.0|0|70836.0|0|772.0|0|0.0|100
0|2021-12-05|70836.0|0|70836.0|0|772.0|0|0.0|100
0|2021-12-06|70836.0|0|70836.0|0|772.0|0|0.0|100
0|2021-12-07|70836.0|0|70836.0|0|772.0|0|0.0|100
0|2021-12-08|71765.0|0|71765.0|0|781.0|0|0.0|100
0|2021-12-09|72060.0|0|72060.0|0|787.0|0|0.0|100
0|2021-12-10|72407.0|0|72407.0|0|790.0|0|0.0|100
0|2021-12-11|72407.0|0|72407.0|0|790.0|0|0.0|100
0|2021-12-12|72407.0|0|72407.0|0|790.0|0|0.0|100
0|2021-12-13|72822.0|0|72822.0|0|795.0|0|0.0|100
0|2021-12-14|72822.0|0|73261.0|0|795.0|0|0.0|100
0|2021-12-15|73687.0|0|73687.0|0|801.0|0|0.0|100
0|2021-12-16|74079.0|0|74079.0|0|803.0|0|0.0|100
0|2021-12-17|74369.0|0|74369.0|0|814.0|0|0.0|100
0|2021-12-18|74369.0|0|74369.0|0|814.0|0|0.0|100
0|2021-12-19|74369.0|0|74369.0|0|814.0|0|0.0|100
0|2021-12-20|74733.0|0|74733.0|0|827.0|0|0.0|100
0|2021-12-21|75064.0|0|75064.0|0|829.0|0|0.0|100
0|2021-12-22|75515.0|0|75515.0|0|832.0|0|0.0|100
0|2021-12-23|76057.0|0|76057.0|0|835.0|0|0.0|100
0|2021-12-24|76386.0|0|76386.0|0|836.0|0|0.0|100
0|2021-12-25|76386.0|0|76386.0|0|836.0|0|0.0|100
0|2021-12-26|76386.0|0|76386.0|0|836.0|0|0.0|100
0|2021-12-27|76410.0|0|76410.0|0|836.0|0|0.0|100
0|2021-12-28|76417.0|0|76417.0|0|837.0|0|0.0|100
0|2021-12-29|76845.0|0|76845.0|0|839.0|0|0.0|100
0|2021-12-30|77185.0|0|77185.0|0|839.0|0|0.0|100
0|2021-12-31|77551.0|0|77551.0|0|840.0|0|0.0|100
0|2022-01-01|77551.0|0|77551.0|0|840.0|0|0.0|100
0|2022-01-02|77551.0|0|77551.0|0|840.0|0|0.0|100
0|2022-01-03|77748.0|0|77748.0|0|840.0|0|0.0|100
0|2022-01-04|77748.0|0|77905.0|0|840.0|0|0.0|100
0|2022-01-05|78325.0|0|78325.0|0|844.0|0|0.0|100
0|2022-01-06|78836.0|0|78836.0|0|847.0|0|0.0|100
0|2022-01-07|79533.0|0|79533.0|0|848.0|0|0.0|100
0|2022-01-08|79533.0|0|79533.0|0|848.0|0|0.0|100
0|2022-01-09|79533.0|0|79533.0|0|848.0|0|0.0|100
0|2022-01-10|82253.0|0|82253.0|0|850.0|0|0.0|100
0|2022-01-11|82574.0|0|82574.0|0|850.0|0|0.0|100
0|2022-01-12|83186.0|0|83186.0|0|850.0|0|0.0|100
0|2022-01-13|83186.0|0|83829.0|0|850.0|0|0.0|100
0|2022-01-14|85141.0|0|85141.0|0|854.0|0|0.0|100
0|2022-01-15|85141.0|0|85141.0|0|854.0|0|0.0|100
0|2022-01-16|85141.0|0|85141.0|0|854.0|0|0.0|100
0|2022-01-17|85141.0|0|0.0|100|854.0|0|0.0|100
