|dates|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Lancaster_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Lancaster_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Lancaster_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|44859.0|0|44859.0|0|170.0|0|0.0|100
0|2021-11-22|45115.0|0|45115.0|0|170.0|0|0.0|100
0|2021-11-23|45307.0|0|45307.0|0|170.0|0|0.0|100
0|2021-11-24|45458.0|0|45458.0|0|170.0|0|0.0|100
0|2021-11-25|45458.0|0|45458.0|0|170.0|0|0.0|100
0|2021-11-26|45458.0|0|45458.0|0|170.0|0|0.0|100
0|2021-11-27|45458.0|0|45458.0|0|170.0|0|0.0|100
0|2021-11-28|45458.0|0|45458.0|0|170.0|0|0.0|100
0|2021-11-29|45859.0|0|45859.0|0|170.0|0|0.0|100
0|2021-11-30|46040.0|0|46040.0|0|170.0|0|0.0|100
0|2021-12-01|46276.0|0|46276.0|0|170.0|0|0.0|100
0|2021-12-02|46509.0|0|46509.0|0|170.0|0|0.0|100
0|2021-12-03|46509.0|0|46789.0|0|170.0|0|0.0|100
0|2021-12-04|46789.0|0|46789.0|0|170.0|0|0.0|100
0|2021-12-05|46789.0|0|46789.0|0|170.0|0|0.0|100
0|2021-12-06|47104.0|0|47104.0|0|170.0|0|0.0|100
0|2021-12-07|47373.0|0|47373.0|0|170.0|0|0.0|100
0|2021-12-08|47574.0|0|47574.0|0|170.0|0|0.0|100
0|2021-12-09|47764.0|0|47764.0|0|170.0|0|0.0|100
0|2021-12-10|48000.0|0|48000.0|0|170.0|0|0.0|100
0|2021-12-11|48000.0|0|48000.0|0|170.0|0|0.0|100
0|2021-12-12|48000.0|0|48000.0|0|170.0|0|0.0|100
0|2021-12-13|48244.0|0|48244.0|0|170.0|0|0.0|100
0|2021-12-14|48244.0|0|48467.0|0|170.0|0|0.0|100
0|2021-12-15|48623.0|0|48623.0|0|170.0|0|0.0|100
0|2021-12-16|48846.0|0|48846.0|0|170.0|0|0.0|100
0|2021-12-17|48995.0|0|48995.0|0|170.0|0|0.0|100
0|2021-12-18|48995.0|0|48995.0|0|170.0|0|0.0|100
0|2021-12-19|48995.0|0|48995.0|0|170.0|0|0.0|100
0|2021-12-20|49247.0|0|49247.0|0|170.0|0|0.0|100
0|2021-12-21|49451.0|0|49451.0|0|170.0|0|0.0|100
0|2021-12-22|49632.0|0|49632.0|0|170.0|0|0.0|100
0|2021-12-23|49753.0|0|49753.0|0|170.0|0|0.0|100
0|2021-12-24|49753.0|0|49753.0|0|170.0|0|0.0|100
0|2021-12-25|49753.0|0|49753.0|0|170.0|0|0.0|100
0|2021-12-26|49753.0|0|49753.0|0|170.0|0|0.0|100
0|2021-12-27|49753.0|0|49753.0|0|170.0|0|0.0|100
0|2021-12-28|50254.0|0|50254.0|0|170.0|0|0.0|100
0|2021-12-29|50426.0|0|50426.0|0|170.0|0|0.0|100
0|2021-12-30|50996.0|0|50996.0|0|170.0|0|0.0|100
0|2021-12-31|50996.0|0|50996.0|0|170.0|0|0.0|100
0|2022-01-01|50996.0|0|50996.0|0|170.0|0|0.0|100
0|2022-01-02|50996.0|0|50996.0|0|170.0|0|0.0|100
0|2022-01-03|51987.0|0|51987.0|0|170.0|0|0.0|100
0|2022-01-04|52452.0|0|52452.0|0|170.0|0|0.0|100
0|2022-01-05|53028.0|0|53028.0|0|170.0|0|0.0|100
0|2022-01-06|53502.0|0|53502.0|0|170.0|0|0.0|100
0|2022-01-07|54039.0|0|54039.0|0|170.0|0|0.0|100
0|2022-01-08|54039.0|0|54039.0|0|170.0|0|0.0|100
0|2022-01-09|54039.0|0|54039.0|0|170.0|0|0.0|100
0|2022-01-10|55333.0|0|55333.0|0|170.0|0|0.0|100
0|2022-01-11|56059.0|0|56059.0|0|170.0|0|0.0|100
0|2022-01-12|56838.0|0|56838.0|0|170.0|0|0.0|100
0|2022-01-13|56838.0|0|57839.0|0|170.0|0|0.0|100
0|2022-01-14|59338.0|0|59338.0|0|170.0|0|0.0|100
0|2022-01-15|59338.0|0|59338.0|0|170.0|0|0.0|100
0|2022-01-16|59338.0|0|59338.0|0|170.0|0|0.0|100
0|2022-01-17|61043.0|0|0.0|100|170.0|0|0.0|100
