|dates|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cleveland_NorthCarolina_UnitedStates.Male_Total_Population.data|Cleveland_NorthCarolina_UnitedStates.Male_Total_Population.missing|Cleveland_NorthCarolina_UnitedStates.Female_Total_Population.data|Cleveland_NorthCarolina_UnitedStates.Female_Total_Population.missing|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Cleveland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-02|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-03|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-04|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-05|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-06|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-07|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-08|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-09|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-10|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-11|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-12|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-13|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-14|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-15|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-16|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-17|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-18|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-19|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-20|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-21|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-22|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-23|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-24|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-25|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-26|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-27|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-28|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-29|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-30|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2021-12-31|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-01|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-02|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-03|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-04|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-05|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-06|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-07|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-08|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-09|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-10|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-11|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-12|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-13|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-14|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-15|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-16|18184.0|0|46924.0|0|50721.0|0|21496.0|0
0|2022-01-17|18184.0|0|46924.0|0|50721.0|0|21496.0|0
