|dates|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jessamine_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Jessamine_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jessamine_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-12|8919.0|0|8919.0|0|108.0|0|0.0|100
0|2021-12-13|8971.0|0|8971.0|0|109.0|0|0.0|100
0|2021-12-14|8971.0|0|8999.0|0|109.0|0|0.0|100
0|2021-12-15|9021.0|0|9021.0|0|109.0|0|0.0|100
0|2021-12-16|9046.0|0|9046.0|0|110.0|0|0.0|100
0|2021-12-17|9067.0|0|9067.0|0|110.0|0|0.0|100
0|2021-12-18|9067.0|0|9067.0|0|110.0|0|0.0|100
0|2021-12-19|9067.0|0|9067.0|0|110.0|0|0.0|100
0|2021-12-20|9135.0|0|9135.0|0|110.0|0|0.0|100
0|2021-12-21|9171.0|0|9171.0|0|110.0|0|0.0|100
0|2021-12-22|9203.0|0|9203.0|0|110.0|0|0.0|100
0|2021-12-23|9203.0|0|9203.0|0|110.0|0|0.0|100
0|2021-12-24|9203.0|0|9203.0|0|110.0|0|0.0|100
0|2021-12-25|9203.0|0|9203.0|0|110.0|0|0.0|100
0|2021-12-26|9203.0|0|9203.0|0|110.0|0|0.0|100
0|2021-12-27|9313.0|0|9313.0|0|112.0|0|0.0|100
0|2021-12-28|9354.0|0|9354.0|0|112.0|0|0.0|100
0|2021-12-29|9428.0|0|9428.0|0|112.0|0|0.0|100
0|2021-12-30|9428.0|0|9428.0|0|112.0|0|0.0|100
0|2021-12-31|9428.0|0|9428.0|0|112.0|0|0.0|100
0|2022-01-01|9428.0|0|9428.0|0|112.0|0|0.0|100
0|2022-01-02|9428.0|0|9428.0|0|112.0|0|0.0|100
0|2022-01-03|9766.0|0|9766.0|0|113.0|0|0.0|100
0|2022-01-04|9878.0|0|9878.0|0|113.0|0|0.0|100
0|2022-01-05|10029.0|0|10029.0|0|113.0|0|0.0|100
0|2022-01-06|10164.0|0|10164.0|0|114.0|0|0.0|100
0|2022-01-07|10325.0|0|10325.0|0|115.0|0|0.0|100
0|2022-01-08|10325.0|0|10325.0|0|115.0|0|0.0|100
0|2022-01-09|10325.0|0|10325.0|0|115.0|0|0.0|100
0|2022-01-10|10543.0|0|10543.0|0|115.0|0|0.0|100
0|2022-01-11|10688.0|0|10688.0|0|115.0|0|0.0|100
0|2022-01-12|10819.0|0|10819.0|0|115.0|0|0.0|100
0|2022-01-13|10819.0|0|10982.0|0|115.0|0|0.0|100
0|2022-01-14|11224.0|0|11224.0|0|115.0|0|0.0|100
0|2022-01-15|11224.0|0|11224.0|0|115.0|0|0.0|100
0|2022-01-16|11224.0|0|11224.0|0|115.0|0|0.0|100
0|2022-01-17|11224.0|0|0.0|100|115.0|0|0.0|100
