|dates|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lexington_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Lexington_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lexington_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|55046.0|0|55046.0|0|717.0|0|0.0|100
0|2021-11-22|55204.0|0|55204.0|0|717.0|0|0.0|100
0|2021-11-23|55238.0|0|55238.0|0|717.0|0|0.0|100
0|2021-11-24|55258.0|0|55255.0|0|718.0|0|0.0|100
0|2021-11-25|55255.0|0|55255.0|0|718.0|0|0.0|100
0|2021-11-26|55255.0|0|55311.0|0|718.0|0|0.0|100
0|2021-11-27|55311.0|0|55311.0|0|718.0|0|0.0|100
0|2021-11-28|55311.0|0|55311.0|0|718.0|0|0.0|100
0|2021-11-29|55483.0|0|55483.0|0|720.0|0|0.0|100
0|2021-11-30|55512.0|0|55512.0|0|720.0|0|0.0|100
0|2021-12-01|55564.0|0|55564.0|0|720.0|0|0.0|100
0|2021-12-02|55638.0|0|55638.0|0|721.0|0|0.0|100
0|2021-12-03|55713.0|0|55713.0|0|721.0|0|0.0|100
0|2021-12-04|55713.0|0|55713.0|0|721.0|0|0.0|100
0|2021-12-05|55713.0|0|55713.0|0|721.0|0|0.0|100
0|2021-12-06|55883.0|0|55883.0|0|721.0|0|0.0|100
0|2021-12-07|55921.0|0|55921.0|0|721.0|0|0.0|100
0|2021-12-08|55958.0|0|55958.0|0|723.0|0|0.0|100
0|2021-12-09|56039.0|0|56039.0|0|724.0|0|0.0|100
0|2021-12-10|56131.0|0|56131.0|0|725.0|0|0.0|100
0|2021-12-11|56131.0|0|56131.0|0|725.0|0|0.0|100
0|2021-12-12|56131.0|0|56131.0|0|725.0|0|0.0|100
0|2021-12-13|56322.0|0|56322.0|0|726.0|0|0.0|100
0|2021-12-14|56322.0|0|56371.0|0|726.0|0|0.0|100
0|2021-12-15|56410.0|0|56410.0|0|726.0|0|0.0|100
0|2021-12-16|56472.0|0|56472.0|0|726.0|0|0.0|100
0|2021-12-17|56566.0|0|56566.0|0|726.0|0|0.0|100
0|2021-12-18|56566.0|0|56566.0|0|726.0|0|0.0|100
0|2021-12-19|56566.0|0|56566.0|0|726.0|0|0.0|100
0|2021-12-20|56819.0|0|56819.0|0|728.0|0|0.0|100
0|2021-12-21|56892.0|0|56892.0|0|728.0|0|0.0|100
0|2021-12-22|56958.0|0|56958.0|0|730.0|0|0.0|100
0|2021-12-23|57092.0|0|57092.0|0|729.0|0|0.0|100
0|2021-12-24|57092.0|0|57092.0|0|729.0|0|0.0|100
0|2021-12-25|57092.0|0|57092.0|0|729.0|0|0.0|100
0|2021-12-26|57092.0|0|57092.0|0|729.0|0|0.0|100
0|2021-12-27|57092.0|0|57092.0|0|729.0|0|0.0|100
0|2021-12-28|57092.0|0|57092.0|0|729.0|0|0.0|100
0|2021-12-29|58190.0|0|58190.0|0|731.0|0|0.0|100
0|2021-12-30|58697.0|0|58697.0|0|731.0|0|0.0|100
0|2021-12-31|59455.0|0|59455.0|0|731.0|0|0.0|100
0|2022-01-01|59455.0|0|59455.0|0|731.0|0|0.0|100
0|2022-01-02|59455.0|0|59455.0|0|731.0|0|0.0|100
0|2022-01-03|59455.0|0|59455.0|0|731.0|0|0.0|100
0|2022-01-04|62027.0|0|62027.0|0|733.0|0|0.0|100
0|2022-01-05|62667.0|0|62667.0|0|733.0|0|0.0|100
0|2022-01-06|63788.0|0|63788.0|0|735.0|0|0.0|100
0|2022-01-07|64770.0|0|64770.0|0|736.0|0|0.0|100
0|2022-01-08|64770.0|0|64770.0|0|736.0|0|0.0|100
0|2022-01-09|64770.0|0|64770.0|0|736.0|0|0.0|100
0|2022-01-10|68116.0|0|68116.0|0|739.0|0|0.0|100
0|2022-01-11|68833.0|0|68833.0|0|739.0|0|0.0|100
0|2022-01-12|69550.0|0|69550.0|0|745.0|0|0.0|100
0|2022-01-13|69550.0|0|70861.0|0|745.0|0|0.0|100
0|2022-01-14|72181.0|0|72181.0|0|747.0|0|0.0|100
0|2022-01-15|72181.0|0|72181.0|0|747.0|0|0.0|100
0|2022-01-16|72181.0|0|72181.0|0|747.0|0|0.0|100
0|2022-01-17|72181.0|0|0.0|100|747.0|0|0.0|100
