|dates|Gwinnett_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gwinnett_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gwinnett_Georgia_UnitedStates.Male_Total_Population.data|Gwinnett_Georgia_UnitedStates.Male_Total_Population.missing|Gwinnett_Georgia_UnitedStates.Female_Total_Population.data|Gwinnett_Georgia_UnitedStates.Female_Total_Population.missing|Gwinnett_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Gwinnett_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-18|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-19|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-20|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-21|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-22|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-23|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-24|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-25|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-26|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-27|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-28|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-29|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-30|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-10-31|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-01|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-02|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-03|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-04|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-05|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-06|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-07|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-08|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-09|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-10|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-11|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-12|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-13|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-14|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-15|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-16|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-17|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-18|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-19|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-20|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-21|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-22|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-23|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-24|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-25|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-26|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-27|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-28|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-29|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-11-30|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-01|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-02|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-03|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-04|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-05|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-06|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-07|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-08|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-09|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-10|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-11|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-12|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-13|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-14|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-15|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-16|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-17|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-18|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-19|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-20|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-21|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-22|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-23|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-24|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-25|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-26|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-27|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-28|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-29|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-30|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2021-12-31|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-01|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-02|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-03|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-04|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-05|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-06|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-07|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-08|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-09|93264.0|0|452986.0|0|474795.0|0|249129.0|0
0|2022-01-10|93264.0|0|452986.0|0|474795.0|0|249129.0|0
