|dates|White_Indiana_UnitedStates.JHU_ConfirmedCases.data|White_Indiana_UnitedStates.JHU_ConfirmedCases.missing|White_Indiana_UnitedStates.NYT_ConfirmedCases.data|White_Indiana_UnitedStates.NYT_ConfirmedCases.missing|White_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|White_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|White_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|White_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|4948.0|0|4950.0|0|70.0|0|0.0|100
0|2021-12-12|4948.0|0|4950.0|0|70.0|0|0.0|100
0|2021-12-13|5003.0|0|5005.0|0|70.0|0|0.0|100
0|2021-12-14|5003.0|0|5032.0|0|70.0|0|0.0|100
0|2021-12-15|5047.0|0|5049.0|0|71.0|0|0.0|100
0|2021-12-16|5066.0|0|5068.0|0|71.0|0|0.0|100
0|2021-12-17|5084.0|0|5086.0|0|73.0|0|0.0|100
0|2021-12-18|5084.0|0|5086.0|0|73.0|0|0.0|100
0|2021-12-19|5084.0|0|5086.0|0|73.0|0|0.0|100
0|2021-12-20|5122.0|0|5124.0|0|73.0|0|0.0|100
0|2021-12-21|5140.0|0|5142.0|0|73.0|0|0.0|100
0|2021-12-22|5156.0|0|5158.0|0|73.0|0|0.0|100
0|2021-12-23|5156.0|0|5158.0|0|73.0|0|0.0|100
0|2021-12-24|5156.0|0|5158.0|0|73.0|0|0.0|100
0|2021-12-25|5156.0|0|5158.0|0|73.0|0|0.0|100
0|2021-12-26|5156.0|0|5158.0|0|73.0|0|0.0|100
0|2021-12-27|5237.0|0|5239.0|0|73.0|0|0.0|100
0|2021-12-28|5258.0|0|5260.0|0|73.0|0|0.0|100
0|2021-12-29|5284.0|0|5286.0|0|73.0|0|0.0|100
0|2021-12-30|5311.0|0|5313.0|0|73.0|0|0.0|100
0|2021-12-31|5311.0|0|5313.0|0|73.0|0|0.0|100
0|2022-01-01|5311.0|0|5313.0|0|73.0|0|0.0|100
0|2022-01-02|5311.0|0|5313.0|0|73.0|0|0.0|100
0|2022-01-03|5375.0|0|5377.0|0|75.0|0|0.0|100
0|2022-01-04|5405.0|0|5407.0|0|75.0|0|0.0|100
0|2022-01-05|5433.0|0|5435.0|0|75.0|0|0.0|100
0|2022-01-06|5482.0|0|5484.0|0|76.0|0|0.0|100
0|2022-01-07|5546.0|0|5548.0|0|76.0|0|0.0|100
0|2022-01-08|5546.0|0|5548.0|0|76.0|0|0.0|100
0|2022-01-09|5546.0|0|5548.0|0|76.0|0|0.0|100
0|2022-01-10|5678.0|0|5680.0|0|77.0|0|0.0|100
0|2022-01-11|5716.0|0|5718.0|0|77.0|0|0.0|100
0|2022-01-12|5758.0|0|5760.0|0|78.0|0|0.0|100
0|2022-01-13|5758.0|0|5820.0|0|78.0|0|0.0|100
0|2022-01-14|5888.0|0|5890.0|0|78.0|0|0.0|100
0|2022-01-15|5888.0|0|5890.0|0|78.0|0|0.0|100
0|2022-01-16|5888.0|0|5890.0|0|78.0|0|0.0|100
0|2022-01-17|6023.0|0|0.0|100|79.0|0|0.0|100
