|dates|NezPerce_Idaho_UnitedStates.JHU_ConfirmedCases.data|NezPerce_Idaho_UnitedStates.JHU_ConfirmedCases.missing|NezPerce_Idaho_UnitedStates.NYT_ConfirmedCases.data|NezPerce_Idaho_UnitedStates.NYT_ConfirmedCases.missing|NezPerce_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|NezPerce_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|NezPerce_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|NezPerce_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-21|6312.0|0|6315.0|0|102.0|0|0.0|100
0|2021-11-22|6320.0|0|6324.0|0|103.0|0|0.0|100
0|2021-11-23|6333.0|0|6335.0|0|104.0|0|0.0|100
0|2021-11-24|6343.0|0|6345.0|0|104.0|0|0.0|100
0|2021-11-25|6343.0|0|6345.0|0|104.0|0|0.0|100
0|2021-11-26|6347.0|0|6349.0|0|104.0|0|0.0|100
0|2021-11-27|6347.0|0|6349.0|0|104.0|0|0.0|100
0|2021-11-28|6347.0|0|6349.0|0|104.0|0|0.0|100
0|2021-11-29|6358.0|0|6360.0|0|104.0|0|0.0|100
0|2021-11-30|6375.0|0|6377.0|0|104.0|0|0.0|100
0|2021-12-01|6387.0|0|6389.0|0|104.0|0|0.0|100
0|2021-12-02|6387.0|0|6404.0|0|104.0|0|0.0|100
0|2021-12-03|6412.0|0|6414.0|0|105.0|0|0.0|100
0|2021-12-04|6412.0|0|6414.0|0|105.0|0|0.0|100
0|2021-12-05|6412.0|0|6414.0|0|105.0|0|0.0|100
0|2021-12-06|6429.0|0|6431.0|0|105.0|0|0.0|100
0|2021-12-07|6446.0|0|6449.0|0|105.0|0|0.0|100
0|2021-12-08|6463.0|0|6465.0|0|105.0|0|0.0|100
0|2021-12-09|6469.0|0|6472.0|0|105.0|0|0.0|100
0|2021-12-10|6475.0|0|6477.0|0|105.0|0|0.0|100
0|2021-12-11|6475.0|0|6477.0|0|105.0|0|0.0|100
0|2021-12-12|6475.0|0|6477.0|0|105.0|0|0.0|100
0|2021-12-13|6489.0|0|6491.0|0|106.0|0|0.0|100
0|2021-12-14|6489.0|0|6499.0|0|106.0|0|0.0|100
0|2021-12-15|6509.0|0|6511.0|0|107.0|0|0.0|100
0|2021-12-16|6515.0|0|6517.0|0|107.0|0|0.0|100
0|2021-12-17|6520.0|0|6522.0|0|108.0|0|0.0|100
0|2021-12-18|6521.0|0|6522.0|0|108.0|0|0.0|100
0|2021-12-19|6521.0|0|6522.0|0|108.0|0|0.0|100
0|2021-12-20|6536.0|0|6539.0|0|108.0|0|0.0|100
0|2021-12-21|6547.0|0|6550.0|0|109.0|0|0.0|100
0|2021-12-22|6556.0|0|6559.0|0|110.0|0|0.0|100
0|2021-12-23|6562.0|0|6565.0|0|110.0|0|0.0|100
0|2021-12-24|6562.0|0|6565.0|0|110.0|0|0.0|100
0|2021-12-25|6562.0|0|6565.0|0|110.0|0|0.0|100
0|2021-12-26|6562.0|0|6565.0|0|110.0|0|0.0|100
0|2021-12-27|6578.0|0|6582.0|0|112.0|0|0.0|100
0|2021-12-28|6594.0|0|6597.0|0|113.0|0|0.0|100
0|2021-12-29|6603.0|0|6606.0|0|113.0|0|0.0|100
0|2021-12-30|6610.0|0|6612.0|0|113.0|0|0.0|100
0|2021-12-31|6610.0|0|6612.0|0|113.0|0|0.0|100
0|2022-01-01|6610.0|0|6612.0|0|113.0|0|0.0|100
0|2022-01-02|6610.0|0|6612.0|0|113.0|0|0.0|100
0|2022-01-03|6639.0|0|6642.0|0|113.0|0|0.0|100
0|2022-01-04|6677.0|0|6680.0|0|115.0|0|0.0|100
0|2022-01-05|6713.0|0|6717.0|0|115.0|0|0.0|100
0|2022-01-06|6737.0|0|6747.0|0|118.0|0|0.0|100
0|2022-01-07|6776.0|0|6779.0|0|118.0|0|0.0|100
0|2022-01-08|6776.0|0|6779.0|0|118.0|0|0.0|100
0|2022-01-09|6776.0|0|6779.0|0|118.0|0|0.0|100
0|2022-01-10|6847.0|0|6851.0|0|118.0|0|0.0|100
0|2022-01-11|6930.0|0|6934.0|0|118.0|0|0.0|100
0|2022-01-12|7031.0|0|7034.0|0|119.0|0|0.0|100
0|2022-01-13|7031.0|0|7131.0|0|119.0|0|0.0|100
0|2022-01-14|7213.0|0|7215.0|0|119.0|0|0.0|100
0|2022-01-15|7213.0|0|7215.0|0|119.0|0|0.0|100
0|2022-01-16|7213.0|0|7215.0|0|119.0|0|0.0|100
0|2022-01-17|7213.0|0|0.0|100|119.0|0|0.0|100
