|dates|McCone_Montana_UnitedStates.AveragePrecipitationTotal.data|McCone_Montana_UnitedStates.AveragePrecipitationTotal.missing|McCone_Montana_UnitedStates.AveragePrecipitation.data|McCone_Montana_UnitedStates.AveragePrecipitation.missing|McCone_Montana_UnitedStates.AverageWindDirection.data|McCone_Montana_UnitedStates.AverageWindDirection.missing|McCone_Montana_UnitedStates.AverageWindSpeed.data|McCone_Montana_UnitedStates.AverageWindSpeed.missing
0|2021-11-14|0.0020833333333333333|0|0.0019444444444444446|0|119.72222222222221|0|5.597222222222221|0
0|2021-11-15|0.0025|0|0.0|0|178.33333333333334|0|8.25|0
0|2021-11-16|0.0|0|0.0|0|265.0|0|27.125|0
0|2021-11-17|0.0|0|0.0|0|300.8333333333333|0|23.819444444444446|0
0|2021-11-18|0.0|0|0.0|0|183.75|0|8.0|0
0|2021-11-19|0.0|0|0.0|0|116.66666666666667|0|5.25|0
0|2021-11-20|0.0|0|0.0|0|239.58333333333334|0|10.791666666666666|0
0|2021-11-21|0.0|0|0.0|0|210.4861111111111|0|6.965277777777779|0
0|2021-11-22|0.0|0|0.0|0|195.41666666666666|0|7.458333333333333|0
0|2021-11-23|0.0|0|0.0|0|191.25|0|7.083333333333333|0
0|2021-11-24|0.0|0|0.0|0|301.90972222222223|0|12.03125|0
0|2021-11-25|0.0|0|0.0|0|204.16666666666666|0|9.375|0
0|2021-11-26|0.0|0|0.0|0|205.41666666666666|0|9.583333333333334|0
0|2021-11-27|0.0|0|0.0|0|215.27777777777774|0|8.993055555555555|0
0|2021-11-28|0.0|0|0.0|0|206.66666666666666|0|9.5|0
0|2021-11-29|0.0|0|0.0|0|297.9166666666667|0|10.583333333333334|0
0|2021-11-30|0.0|0|0.0|0|225.0|0|9.833333333333334|0
0|2021-12-01|0.0|0|0.0|0|205.20833333333334|0|13.583333333333334|0
0|2021-12-02|0.0|0|0.004166666666666667|0|211.66666666666666|0|8.8125|0
0|2021-12-03|0.004166666666666667|0|0.0|0|182.29166666666666|0|6.104166666666667|0
0|2021-12-04|0.0|0|0.0|0|150.86805555555554|0|9.789583333333333|0
0|2021-12-05|0.0|0|0.0|0|320.49603174603175|0|20.0406746031746|0
0|2021-12-06|0.0|0|0.0|0|159.0972222222222|0|6.986111111111111|0
0|2021-12-07|0.0|0|0.0|0|207.29166666666666|0|6.916666666666667|0
0|2021-12-08|0.0|0|0.00125|0|210.72916666666666|0|10.1875|0
0|2021-12-09|0.0004166666666666667|0|0.0|0|269.09722222222223|0|11.388888888888888|0
0|2021-12-10|0.0|0|0.0|0|197.08333333333334|0|8.666666666666666|0
0|2021-12-11|0.0|0|0.0|0|232.08333333333334|0|16.333333333333332|0
0|2021-12-12|0.0|0|0.0|0|229.58333333333334|0|12.166666666666666|0
0|2021-12-13|0.0|0|0.0|0|79.58333333333333|0|6.625|0
0|2021-12-14|0.0|0|0.0|0|146.66666666666666|0|3.9166666666666665|0
0|2021-12-15|0.0|0|0.0|0|318.05555555555554|0|20.100694444444446|0
0|2021-12-16|0.0|0|0.0|0|138.75|0|5.972222222222221|0
0|2021-12-17|0.0|0|0.0|0|220.69444444444446|0|11.253472222222221|0
0|2021-12-18|0.0|0|0.0|0|195.0|0|7.833333333333333|0
0|2021-12-19|0.0|0|0.0|0|275.4166666666667|0|15.0|0
0|2021-12-20|0.0|0|0.0|0|203.88888888888889|0|7.347222222222221|0
0|2021-12-21|0.0|0|0.0|0|211.35416666666666|0|10.697916666666666|0
0|2021-12-22|0.0|0|0.0008333333333333334|0|179.58333333333334|0|8.833333333333334|0
0|2021-12-23|0.0008333333333333334|0|0.0|0|175.83333333333334|0|9.333333333333334|0
0|2021-12-24|0.0|0|0.0|0|205.0|0|12.375|0
0|2021-12-25|0.0|0|0.0|0|40.48611111111111|0|12.021527777777777|0
0|2021-12-26|0.0|0|0.0|0|157.22916666666666|0|19.119444444444444|0
0|2021-12-27|0.0|0|0.0|0|219.44444444444446|0|9.131944444444445|0
0|2021-12-28|0.0|0|0.0|0|132.5|0|4.291666666666667|0
0|2021-12-29|0.0|0|0.0|0|231.04166666666666|0|7.798611111111112|0
0|2021-12-30|0.0|0|0.0|0|209.02777777777774|0|8.722222222222223|0
0|2021-12-31|0.0|0|0.0|0|290.0|0|7.958333333333333|0
0|2022-01-01|0.0|0|0.0|0|176.66666666666666|0|9.208333333333334|0
0|2022-01-02|0.0|0|0.0|0|187.08333333333334|0|10.5625|0
0|2022-01-03|0.0|0|0.0|0|104.16666666666667|0|2.75|0
0|2022-01-04|0.0|0|0.0|0|285.0|0|20.07465277777778|0
0|2022-01-05|0.0|0|0.0|0|300.2083333333333|0|13.5625|0
0|2022-01-06|0.0|0|0.0|0|127.91666666666667|0|5.625|0
0|2022-01-07|0.0|0|0.0|0|185.0|0|9.791666666666666|0
0|2022-01-08|0.0|0|0.0|0|266.6666666666667|0|9.4375|0
0|2022-01-09|0.0|0|0.0|0|108.75|0|6.229166666666667|0
0|2022-01-10|0.0|0|0.0|0|113.75|0|5.375|0
0|2022-01-11|0.0004166666666666667|0|0.0004166666666666667|0|255.41666666666666|0|17.458333333333332|0
0|2022-01-12|0.0|0|0.0|0|235.83333333333334|0|11.458333333333334|0
0|2022-01-13|0.0|0|0.0|0|184.16666666666666|0|7.916666666666667|0
0|2022-01-14|0.0|0|0.0|0|277.0138888888889|0|14.70833333333333|0
0|2022-01-15|0.0|0|0.0|0|236.66666666666666|0|11.729166666666666|0
0|2022-01-16|0.0|0|0.0|0|208.75|0|11.125|0
0|2022-01-17|0.0|0|0.0|0|162.08333333333334|0|6.541666666666667|0
