|dates|Moore_NorthCarolina_UnitedStates.AveragePrecipitationTotal.data|Moore_NorthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Moore_NorthCarolina_UnitedStates.AveragePrecipitation.data|Moore_NorthCarolina_UnitedStates.AveragePrecipitation.missing|Moore_NorthCarolina_UnitedStates.AverageWindDirection.data|Moore_NorthCarolina_UnitedStates.AverageWindDirection.missing|Moore_NorthCarolina_UnitedStates.AverageWindSpeed.data|Moore_NorthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|114.16666666666667|0|3.7916666666666665|0
0|2021-10-18|0.0|0|0.0|0|135.41666666666666|0|3.5833333333333335|0
0|2021-10-19|0.0|0|0.0|0|87.08333333333333|0|1.75|0
0|2021-10-20|0.0|0|0.0|0|105.41666666666667|0|2.4166666666666665|0
0|2021-10-21|0.0|0|0.0|0|212.5|0|8.083333333333334|0
0|2021-10-22|0.0|0|0.0|0|166.25|0|6.625|0
0|2021-10-23|0.0|0|0.0|0|31.25|0|1.8333333333333333|0
0|2021-10-24|0.0|0|0.0|0|88.33333333333333|0|2.7916666666666665|0
0|2021-10-25|0.0|0|0.0037500000000000003|0|139.51388888888889|0|6.375|0
0|2021-10-26|0.0|0|0.0|0|172.08333333333334|0|6.083333333333333|0
0|2021-10-27|0.0|0|0.0|0|140.0|0|3.5|0
0|2021-10-28|0.0|0|0.014625|0|80.41666666666667|0|5.133333333333334|0
0|2021-10-29|0.018333333333333333|0|0.0|0|198.54166666666666|0|9.5|0
0|2021-10-30|0.0|0|0.0|0|191.74305555555554|0|6.923611111111112|0
0|2021-10-31|0.0|0|0.0|0|172.29166666666666|0|5.708333333333333|0
0|2021-11-01|0.0|0|0.0|0|41.25|0|1.9166666666666667|0
0|2021-11-02|0.0|0|0.0|0|51.020833333333336|0|3.5208333333333335|0
0|2021-11-03|0.0|0|0.0|0|29.166666666666668|0|7.208333333333333|0
0|2021-11-04|0.0|0|0.0033333333333333335|0|21.972222222222218|0|4.722222222222222|0
