|dates|Franklin_Florida_UnitedStates.JHU_ConfirmedCases.data|Franklin_Florida_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Florida_UnitedStates.NYT_ConfirmedCases.data|Franklin_Florida_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2258.0|0|2218.0|0|20.0|0|0.0|100
0|2021-10-18|2258.0|0|2218.0|0|20.0|0|0.0|100
0|2021-10-19|2258.0|0|2218.0|0|20.0|0|0.0|100
0|2021-10-20|2258.0|0|2218.0|0|20.0|0|0.0|100
0|2021-10-21|2258.0|0|2218.0|0|20.0|0|0.0|100
0|2021-10-22|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-23|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-24|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-25|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-26|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-27|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-28|2262.0|0|2222.0|0|20.0|0|0.0|100
0|2021-10-29|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-10-30|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-10-31|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-11-01|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-11-02|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-11-03|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-11-04|2266.0|0|2226.0|0|20.0|0|0.0|100
0|2021-11-05|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-06|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-07|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-08|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-09|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-10|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-11|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-12|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-13|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-14|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-15|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-16|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-17|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-18|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-11-19|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-20|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-21|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-22|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-23|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-24|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-25|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-26|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-27|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-28|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-29|2269.0|0|2229.0|0|20.0|0|0.0|100
0|2021-11-30|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-01|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-02|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-03|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-04|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-05|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-06|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-07|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-08|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-09|2268.0|0|2228.0|0|20.0|0|0.0|100
0|2021-12-10|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-11|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-12|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-13|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-14|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-15|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-16|2272.0|0|2232.0|0|20.0|0|0.0|100
0|2021-12-17|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-18|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-19|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-20|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-21|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-22|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-23|2280.0|0|2240.0|0|20.0|0|0.0|100
0|2021-12-24|2280.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-25|2283.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-26|2283.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-27|2283.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-28|2283.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-29|2283.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-30|2283.0|0|2243.0|0|20.0|0|0.0|100
0|2021-12-31|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-01|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-02|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-03|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-04|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-05|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-06|2305.0|0|2265.0|0|20.0|0|0.0|100
0|2022-01-07|2391.0|0|2351.0|0|20.0|0|0.0|100
0|2022-01-08|2391.0|0|2351.0|0|20.0|0|0.0|100
0|2022-01-09|2391.0|0|2351.0|0|20.0|0|0.0|100
0|2022-01-10|2391.0|0|2351.0|0|20.0|0|0.0|100
0|2022-01-11|2391.0|0|2351.0|0|20.0|0|0.0|100
0|2022-01-12|2391.0|0|2351.0|0|46.0|0|0.0|100
0|2022-01-13|2391.0|0|2351.0|0|46.0|0|0.0|100
0|2022-01-14|2391.0|0|2528.0|0|46.0|0|0.0|100
0|2022-01-15|2568.0|0|2528.0|0|46.0|0|0.0|100
0|2022-01-16|2568.0|0|2528.0|0|46.0|0|0.0|100
0|2022-01-17|2568.0|0|0.0|100|46.0|0|0.0|100
