|dates|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Missouri_UnitedStates.NYT_ConfirmedCases.data|Jefferson_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|31807.0|0|31807.0|0|320.0|0|0.0|100
0|2021-10-18|31827.0|0|31827.0|0|320.0|0|0.0|100
0|2021-10-19|31874.0|0|31874.0|0|324.0|0|0.0|100
0|2021-10-20|31929.0|0|31929.0|0|324.0|0|0.0|100
0|2021-10-21|31972.0|0|31972.0|0|324.0|0|0.0|100
0|2021-10-22|32056.0|0|32056.0|0|326.0|0|0.0|100
0|2021-10-23|32128.0|0|32128.0|0|326.0|0|0.0|100
0|2021-10-24|32160.0|0|32160.0|0|326.0|0|0.0|100
0|2021-10-25|32186.0|0|32186.0|0|326.0|0|0.0|100
0|2021-10-26|32227.0|0|32227.0|0|328.0|0|0.0|100
0|2021-10-27|32284.0|0|32284.0|0|329.0|0|0.0|100
0|2021-10-28|32332.0|0|32332.0|0|330.0|0|0.0|100
0|2021-10-29|32376.0|0|32376.0|0|330.0|0|0.0|100
0|2021-10-30|32440.0|0|32440.0|0|331.0|0|0.0|100
0|2021-10-31|32491.0|0|32491.0|0|331.0|0|0.0|100
0|2021-11-01|32520.0|0|32520.0|0|331.0|0|0.0|100
0|2021-11-02|32565.0|0|32565.0|0|335.0|0|0.0|100
0|2021-11-03|32639.0|0|32639.0|0|335.0|0|0.0|100
0|2021-11-04|32688.0|0|32688.0|0|335.0|0|0.0|100
0|2021-11-05|32747.0|0|32747.0|0|335.0|0|0.0|100
0|2021-11-06|32809.0|0|32809.0|0|335.0|0|0.0|100
0|2021-11-07|32854.0|0|32854.0|0|335.0|0|0.0|100
0|2021-11-08|32888.0|0|32888.0|0|335.0|0|0.0|100
0|2021-11-09|32947.0|0|32947.0|0|345.0|0|0.0|100
0|2021-11-10|33015.0|0|33015.0|0|346.0|0|0.0|100
0|2021-11-11|33015.0|0|33015.0|0|346.0|0|0.0|100
0|2021-11-12|33179.0|0|33179.0|0|346.0|0|0.0|100
0|2021-11-13|33248.0|0|33248.0|0|346.0|0|0.0|100
0|2021-11-14|33293.0|0|33293.0|0|346.0|0|0.0|100
0|2021-11-15|33342.0|0|33342.0|0|346.0|0|0.0|100
0|2021-11-16|33407.0|0|33407.0|0|350.0|0|0.0|100
0|2021-11-17|33482.0|0|33482.0|0|350.0|0|0.0|100
0|2021-11-18|33964.0|0|33964.0|0|354.0|0|0.0|100
0|2021-11-19|34045.0|0|34045.0|0|354.0|0|0.0|100
0|2021-11-20|34132.0|0|34132.0|0|354.0|0|0.0|100
0|2021-11-21|34186.0|0|34186.0|0|354.0|0|0.0|100
0|2021-11-22|34225.0|0|34225.0|0|350.0|0|0.0|100
0|2021-11-23|34314.0|0|34314.0|0|357.0|0|0.0|100
0|2021-11-24|34420.0|0|34420.0|0|358.0|0|0.0|100
0|2021-11-25|34420.0|0|34420.0|0|358.0|0|0.0|100
0|2021-11-26|34420.0|0|34420.0|0|358.0|0|0.0|100
0|2021-11-27|34420.0|0|34420.0|0|358.0|0|0.0|100
0|2021-11-28|34420.0|0|34420.0|0|358.0|0|0.0|100
0|2021-11-29|34752.0|0|34752.0|0|358.0|0|0.0|100
0|2021-11-30|34847.0|0|34847.0|0|360.0|0|0.0|100
0|2021-12-01|35010.0|0|35010.0|0|360.0|0|0.0|100
0|2021-12-02|35165.0|0|35165.0|0|428.0|0|0.0|100
0|2021-12-03|35165.0|0|35165.0|0|428.0|0|0.0|100
0|2021-12-04|35425.0|0|35425.0|0|428.0|0|0.0|100
0|2021-12-05|35478.0|0|35478.0|0|428.0|0|0.0|100
0|2021-12-06|35662.0|0|35662.0|0|428.0|0|0.0|100
0|2021-12-07|35733.0|0|35733.0|0|435.0|0|0.0|100
0|2021-12-08|35923.0|0|35923.0|0|435.0|0|0.0|100
0|2021-12-09|36102.0|0|36102.0|0|435.0|0|0.0|100
0|2021-12-10|36359.0|0|36359.0|0|435.0|0|0.0|100
0|2021-12-11|36477.0|0|36477.0|0|435.0|0|0.0|100
0|2021-12-12|36591.0|0|36591.0|0|435.0|0|0.0|100
0|2021-12-13|36658.0|0|36658.0|0|435.0|0|0.0|100
0|2021-12-14|36658.0|0|36752.0|0|435.0|0|0.0|100
0|2021-12-15|36932.0|0|36932.0|0|442.0|0|0.0|100
0|2021-12-16|37126.0|0|37126.0|0|442.0|0|0.0|100
0|2021-12-17|37270.0|0|37270.0|0|442.0|0|0.0|100
0|2021-12-18|37443.0|0|37443.0|0|442.0|0|0.0|100
0|2021-12-19|37531.0|0|37531.0|0|442.0|0|0.0|100
0|2021-12-20|37605.0|0|37605.0|0|442.0|0|0.0|100
0|2021-12-21|37712.0|0|37712.0|0|450.0|0|0.0|100
0|2021-12-22|37887.0|0|37887.0|0|450.0|0|0.0|100
0|2021-12-23|38157.0|0|38157.0|0|450.0|0|0.0|100
0|2021-12-24|38157.0|0|38157.0|0|450.0|0|0.0|100
0|2021-12-25|38157.0|0|38157.0|0|450.0|0|0.0|100
0|2021-12-26|38157.0|0|38157.0|0|450.0|0|0.0|100
0|2021-12-27|38582.0|0|38582.0|0|450.0|0|0.0|100
0|2021-12-28|38778.0|0|38778.0|0|459.0|0|0.0|100
0|2021-12-29|39035.0|0|39035.0|0|459.0|0|0.0|100
0|2021-12-30|39372.0|0|39372.0|0|459.0|0|0.0|100
0|2021-12-31|39372.0|0|39372.0|0|459.0|0|0.0|100
0|2022-01-01|39372.0|0|39372.0|0|459.0|0|0.0|100
0|2022-01-02|39372.0|0|39372.0|0|459.0|0|0.0|100
0|2022-01-03|39372.0|0|40503.0|0|459.0|0|0.0|100
0|2022-01-04|40736.0|0|40736.0|0|470.0|0|0.0|100
0|2022-01-05|41279.0|0|41279.0|0|470.0|0|0.0|100
0|2022-01-06|41811.0|0|41811.0|0|470.0|0|0.0|100
0|2022-01-07|42349.0|0|42349.0|0|470.0|0|0.0|100
0|2022-01-08|43012.0|0|43012.0|0|470.0|0|0.0|100
0|2022-01-09|43121.0|0|43121.0|0|470.0|0|0.0|100
0|2022-01-10|43452.0|0|43452.0|0|470.0|0|0.0|100
0|2022-01-11|44088.0|0|44088.0|0|481.0|0|0.0|100
0|2022-01-12|44608.0|0|44608.0|0|480.0|0|0.0|100
0|2022-01-13|44608.0|0|45153.0|0|480.0|0|0.0|100
0|2022-01-14|45422.0|0|45422.0|0|480.0|0|0.0|100
0|2022-01-15|46184.0|0|46184.0|0|480.0|0|0.0|100
0|2022-01-16|46185.0|0|46185.0|0|480.0|0|0.0|100
0|2022-01-17|46185.0|0|0.0|100|480.0|0|0.0|100
