|dates|Osceola_Michigan_UnitedStates.JHU_ConfirmedCases.data|Osceola_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Osceola_Michigan_UnitedStates.NYT_ConfirmedCases.data|Osceola_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Osceola_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Osceola_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Osceola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Osceola_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-20|3429.0|0|3429.0|0|47.0|0|0.0|100
0|2021-11-21|3429.0|0|3429.0|0|47.0|0|0.0|100
0|2021-11-22|3466.0|0|3466.0|0|48.0|0|0.0|100
0|2021-11-23|3466.0|0|3466.0|0|48.0|0|0.0|100
0|2021-11-24|3498.0|0|3498.0|0|49.0|0|0.0|100
0|2021-11-25|3498.0|0|3498.0|0|49.0|0|0.0|100
0|2021-11-26|3498.0|0|3498.0|0|49.0|0|0.0|100
0|2021-11-27|3498.0|0|3498.0|0|49.0|0|0.0|100
0|2021-11-28|3498.0|0|3498.0|0|49.0|0|0.0|100
0|2021-11-29|3543.0|0|3543.0|0|50.0|0|0.0|100
0|2021-11-30|3543.0|0|3543.0|0|50.0|0|0.0|100
0|2021-12-01|3568.0|0|3568.0|0|50.0|0|0.0|100
0|2021-12-02|3568.0|0|3568.0|0|50.0|0|0.0|100
0|2021-12-03|3619.0|0|3619.0|0|50.0|0|0.0|100
0|2021-12-04|3619.0|0|3619.0|0|50.0|0|0.0|100
0|2021-12-05|3619.0|0|3619.0|0|50.0|0|0.0|100
0|2021-12-06|3650.0|0|3650.0|0|50.0|0|0.0|100
0|2021-12-07|3650.0|0|3650.0|0|50.0|0|0.0|100
0|2021-12-08|3682.0|0|3682.0|0|52.0|0|0.0|100
0|2021-12-09|3682.0|0|3682.0|0|52.0|0|0.0|100
0|2021-12-10|3714.0|0|3714.0|0|52.0|0|0.0|100
0|2021-12-11|3714.0|0|3714.0|0|52.0|0|0.0|100
0|2021-12-12|3714.0|0|3714.0|0|52.0|0|0.0|100
0|2021-12-13|3751.0|0|3751.0|0|53.0|0|0.0|100
0|2021-12-14|3751.0|0|3751.0|0|53.0|0|0.0|100
0|2021-12-15|3784.0|0|3784.0|0|54.0|0|0.0|100
0|2021-12-16|3784.0|0|3784.0|0|54.0|0|0.0|100
0|2021-12-17|3812.0|0|3812.0|0|55.0|0|0.0|100
0|2021-12-18|3812.0|0|3812.0|0|55.0|0|0.0|100
0|2021-12-19|3812.0|0|3812.0|0|55.0|0|0.0|100
0|2021-12-20|3828.0|0|3828.0|0|55.0|0|0.0|100
0|2021-12-21|3828.0|0|3828.0|0|55.0|0|0.0|100
0|2021-12-22|3845.0|0|3845.0|0|60.0|0|0.0|100
0|2021-12-23|3845.0|0|3845.0|0|60.0|0|0.0|100
0|2021-12-24|3845.0|0|3845.0|0|60.0|0|0.0|100
0|2021-12-25|3845.0|0|3845.0|0|60.0|0|0.0|100
0|2021-12-26|3845.0|0|3845.0|0|60.0|0|0.0|100
0|2021-12-27|3872.0|0|3872.0|0|61.0|0|0.0|100
0|2021-12-28|3872.0|0|3872.0|0|61.0|0|0.0|100
0|2021-12-29|3886.0|0|3886.0|0|62.0|0|0.0|100
0|2021-12-30|3886.0|0|3886.0|0|62.0|0|0.0|100
0|2021-12-31|3886.0|0|3886.0|0|62.0|0|0.0|100
0|2022-01-01|3886.0|0|3886.0|0|62.0|0|0.0|100
0|2022-01-02|3886.0|0|3886.0|0|62.0|0|0.0|100
0|2022-01-03|3940.0|0|3940.0|0|63.0|0|0.0|100
0|2022-01-04|3940.0|0|3940.0|0|63.0|0|0.0|100
0|2022-01-05|3973.0|0|3973.0|0|65.0|0|0.0|100
0|2022-01-06|3973.0|0|3973.0|0|65.0|0|0.0|100
0|2022-01-07|4011.0|0|4011.0|0|66.0|0|0.0|100
0|2022-01-08|4011.0|0|4011.0|0|66.0|0|0.0|100
0|2022-01-09|4011.0|0|4011.0|0|66.0|0|0.0|100
0|2022-01-10|4058.0|0|4058.0|0|66.0|0|0.0|100
0|2022-01-11|4058.0|0|4058.0|0|66.0|0|0.0|100
0|2022-01-12|4113.0|0|4113.0|0|66.0|0|0.0|100
0|2022-01-13|4113.0|0|4113.0|0|66.0|0|0.0|100
0|2022-01-14|4167.0|0|4167.0|0|67.0|0|0.0|100
0|2022-01-15|4167.0|0|4167.0|0|67.0|0|0.0|100
0|2022-01-16|4167.0|0|4167.0|0|67.0|0|0.0|100
0|2022-01-17|4167.0|0|0.0|100|67.0|0|0.0|100
