|dates|Attala_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Attala_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Attala_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Attala_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Attala_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Attala_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Attala_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Attala_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|3365.0|0|3365.0|0|90.0|0|0.0|100
0|2021-11-18|3366.0|0|3366.0|0|90.0|0|0.0|100
0|2021-11-19|3368.0|0|3368.0|0|90.0|0|0.0|100
0|2021-11-20|3368.0|0|3368.0|0|90.0|0|0.0|100
0|2021-11-21|3368.0|0|3368.0|0|90.0|0|0.0|100
0|2021-11-22|3373.0|0|3373.0|0|90.0|0|0.0|100
0|2021-11-23|3374.0|0|3374.0|0|90.0|0|0.0|100
0|2021-11-24|3377.0|0|3377.0|0|90.0|0|0.0|100
0|2021-11-25|3377.0|0|3377.0|0|90.0|0|0.0|100
0|2021-11-26|3377.0|0|3377.0|0|90.0|0|0.0|100
0|2021-11-27|3377.0|0|3377.0|0|90.0|0|0.0|100
0|2021-11-28|3377.0|0|3377.0|0|90.0|0|0.0|100
0|2021-11-29|3382.0|0|3382.0|0|90.0|0|0.0|100
0|2021-11-30|3387.0|0|3387.0|0|90.0|0|0.0|100
0|2021-12-01|3393.0|0|3393.0|0|90.0|0|0.0|100
0|2021-12-02|3393.0|0|3395.0|0|90.0|0|0.0|100
0|2021-12-03|3404.0|0|3404.0|0|90.0|0|0.0|100
0|2021-12-04|3404.0|0|3404.0|0|90.0|0|0.0|100
0|2021-12-05|3404.0|0|3404.0|0|90.0|0|0.0|100
0|2021-12-06|3416.0|0|3416.0|0|90.0|0|0.0|100
0|2021-12-07|3422.0|0|3422.0|0|90.0|0|0.0|100
0|2021-12-08|3424.0|0|3424.0|0|90.0|0|0.0|100
0|2021-12-09|3430.0|0|3430.0|0|90.0|0|0.0|100
0|2021-12-10|3434.0|0|3434.0|0|90.0|0|0.0|100
0|2021-12-11|3434.0|0|3434.0|0|90.0|0|0.0|100
0|2021-12-12|3434.0|0|3434.0|0|90.0|0|0.0|100
0|2021-12-13|3437.0|0|3437.0|0|90.0|0|0.0|100
0|2021-12-14|3437.0|0|3441.0|0|90.0|0|0.0|100
0|2021-12-15|3442.0|0|3442.0|0|90.0|0|0.0|100
0|2021-12-16|3443.0|0|3443.0|0|90.0|0|0.0|100
0|2021-12-17|3449.0|0|3449.0|0|90.0|0|0.0|100
0|2021-12-18|3449.0|0|3449.0|0|90.0|0|0.0|100
0|2021-12-19|3449.0|0|3449.0|0|90.0|0|0.0|100
0|2021-12-20|3452.0|0|3452.0|0|90.0|0|0.0|100
0|2021-12-21|3454.0|0|3454.0|0|90.0|0|0.0|100
0|2021-12-22|3463.0|0|3463.0|0|90.0|0|0.0|100
0|2021-12-23|3463.0|0|3463.0|0|90.0|0|0.0|100
0|2021-12-24|3463.0|0|3463.0|0|90.0|0|0.0|100
0|2021-12-25|3463.0|0|3463.0|0|90.0|0|0.0|100
0|2021-12-26|3463.0|0|3463.0|0|90.0|0|0.0|100
0|2021-12-27|3502.0|0|3502.0|0|90.0|0|0.0|100
0|2021-12-28|3510.0|0|3510.0|0|90.0|0|0.0|100
0|2021-12-29|3522.0|0|3522.0|0|90.0|0|0.0|100
0|2021-12-30|3541.0|0|3541.0|0|90.0|0|0.0|100
0|2021-12-31|3541.0|0|3541.0|0|90.0|0|0.0|100
0|2022-01-01|3541.0|0|3541.0|0|90.0|0|0.0|100
0|2022-01-02|3541.0|0|3541.0|0|90.0|0|0.0|100
0|2022-01-03|3624.0|0|3624.0|0|90.0|0|0.0|100
0|2022-01-04|3647.0|0|3647.0|0|90.0|0|0.0|100
0|2022-01-05|3676.0|0|3676.0|0|90.0|0|0.0|100
0|2022-01-06|3721.0|0|3721.0|0|90.0|0|0.0|100
0|2022-01-07|3751.0|0|3751.0|0|90.0|0|0.0|100
0|2022-01-08|3751.0|0|3751.0|0|90.0|0|0.0|100
0|2022-01-09|3751.0|0|3751.0|0|90.0|0|0.0|100
0|2022-01-10|3751.0|0|3770.0|0|90.0|0|0.0|100
0|2022-01-11|3810.0|0|3810.0|0|90.0|0|0.0|100
0|2022-01-12|3810.0|0|3824.0|0|90.0|0|0.0|100
0|2022-01-13|3810.0|0|3883.0|0|90.0|0|0.0|100
0|2022-01-14|3939.0|0|3939.0|0|90.0|0|0.0|100
0|2022-01-15|3939.0|0|3939.0|0|90.0|0|0.0|100
0|2022-01-16|3939.0|0|3939.0|0|90.0|0|0.0|100
0|2022-01-17|3939.0|0|0.0|100|90.0|0|0.0|100
