|dates|Fulton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Georgia_UnitedStates.Male_Total_Population.data|Fulton_Georgia_UnitedStates.Male_Total_Population.missing|Fulton_Georgia_UnitedStates.Female_Total_Population.data|Fulton_Georgia_UnitedStates.Female_Total_Population.missing|Fulton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-18|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-19|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-20|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-21|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-22|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-23|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-24|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-25|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-26|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-27|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-28|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-29|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-30|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-10-31|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-01|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-02|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-03|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-04|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-05|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-06|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-07|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-08|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-09|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-10|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-11|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-12|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-13|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-14|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-15|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-16|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-17|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-18|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-19|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-20|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-21|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-22|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-23|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-24|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-25|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-26|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-27|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-28|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-29|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-11-30|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-01|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-02|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-03|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-04|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-05|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-06|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-07|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-08|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-09|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-10|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-11|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-12|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-13|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-14|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-15|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-16|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-17|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-18|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-19|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-20|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-21|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-22|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-23|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-24|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-25|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-26|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-27|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-28|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-29|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-30|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2021-12-31|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-01|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-02|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-03|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-04|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-05|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-06|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-07|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-08|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-09|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-10|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-11|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-12|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-13|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-14|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-15|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-16|122730.0|0|508527.0|0|541587.0|0|229407.0|0
0|2022-01-17|122730.0|0|508527.0|0|541587.0|0|229407.0|0
