|dates|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Middlesex_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Middlesex_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|17092.0|0|17092.0|0|403.0|0|0.0|100
0|2021-12-19|17092.0|0|17092.0|0|403.0|0|0.0|100
0|2021-12-20|17301.0|0|17301.0|0|407.0|0|0.0|100
0|2021-12-21|17534.0|0|17534.0|0|410.0|0|0.0|100
0|2021-12-22|17714.0|0|17714.0|0|410.0|0|0.0|100
0|2021-12-23|17846.0|0|17846.0|0|410.0|0|0.0|100
0|2021-12-24|17846.0|0|17846.0|0|410.0|0|0.0|100
0|2021-12-25|17846.0|0|17846.0|0|410.0|0|0.0|100
0|2021-12-26|17846.0|0|17846.0|0|410.0|0|0.0|100
0|2021-12-27|18244.0|0|18244.0|0|410.0|0|0.0|100
0|2021-12-28|18372.0|0|18372.0|0|413.0|0|0.0|100
0|2021-12-29|18670.0|0|18670.0|0|414.0|0|0.0|100
0|2021-12-30|18868.0|0|18868.0|0|414.0|0|0.0|100
0|2021-12-31|18868.0|0|18868.0|0|414.0|0|0.0|100
0|2022-01-01|18868.0|0|18868.0|0|414.0|0|0.0|100
0|2022-01-02|18868.0|0|18868.0|0|414.0|0|0.0|100
0|2022-01-03|19664.0|0|19664.0|0|417.0|0|0.0|100
0|2022-01-04|19945.0|0|19945.0|0|424.0|0|0.0|100
0|2022-01-05|20276.0|0|20276.0|0|424.0|0|0.0|100
0|2022-01-06|20537.0|0|20537.0|0|424.0|0|0.0|100
0|2022-01-07|20976.0|0|20976.0|0|429.0|0|0.0|100
0|2022-01-08|20976.0|0|20976.0|0|429.0|0|0.0|100
0|2022-01-09|20976.0|0|20976.0|0|429.0|0|0.0|100
0|2022-01-10|21873.0|0|21873.0|0|429.0|0|0.0|100
0|2022-01-11|22036.0|0|22036.0|0|430.0|0|0.0|100
0|2022-01-12|22357.0|0|22357.0|0|430.0|0|0.0|100
0|2022-01-13|22357.0|0|22650.0|0|430.0|0|0.0|100
0|2022-01-14|23268.0|0|23268.0|0|431.0|0|0.0|100
0|2022-01-15|23268.0|0|23268.0|0|431.0|0|0.0|100
0|2022-01-16|23268.0|0|23268.0|0|431.0|0|0.0|100
0|2022-01-17|23977.0|0|0.0|100|431.0|0|0.0|100
