|dates|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Middlesex_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Middlesex_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Middlesex_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|14731.0|0|14731.0|0|393.0|0|0.0|100
0|2021-10-18|14768.0|0|14768.0|0|393.0|0|0.0|100
0|2021-10-19|14782.0|0|14782.0|0|394.0|0|0.0|100
0|2021-10-20|14807.0|0|14807.0|0|394.0|0|0.0|100
0|2021-10-21|14821.0|0|14821.0|0|394.0|0|0.0|100
0|2021-10-22|14850.0|0|14850.0|0|395.0|0|0.0|100
0|2021-10-23|14850.0|0|14850.0|0|395.0|0|0.0|100
0|2021-10-24|14850.0|0|14850.0|0|395.0|0|0.0|100
0|2021-10-25|14876.0|0|14876.0|0|395.0|0|0.0|100
0|2021-10-26|14887.0|0|14887.0|0|395.0|0|0.0|100
0|2021-10-27|14901.0|0|14901.0|0|395.0|0|0.0|100
0|2021-10-28|14914.0|0|14914.0|0|395.0|0|0.0|100
0|2021-10-29|14935.0|0|14935.0|0|395.0|0|0.0|100
0|2021-10-30|14935.0|0|14935.0|0|395.0|0|0.0|100
0|2021-10-31|14935.0|0|14935.0|0|395.0|0|0.0|100
0|2021-11-01|14970.0|0|14970.0|0|395.0|0|0.0|100
0|2021-11-02|14974.0|0|14974.0|0|397.0|0|0.0|100
0|2021-11-03|14991.0|0|14991.0|0|397.0|0|0.0|100
0|2021-11-04|15020.0|0|15020.0|0|397.0|0|0.0|100
0|2021-11-05|15042.0|0|15042.0|0|397.0|0|0.0|100
0|2021-11-06|15042.0|0|15042.0|0|397.0|0|0.0|100
0|2021-11-07|15042.0|0|15042.0|0|397.0|0|0.0|100
0|2021-11-08|15079.0|0|15079.0|0|397.0|0|0.0|100
0|2021-11-09|15101.0|0|15101.0|0|397.0|0|0.0|100
0|2021-11-10|15101.0|0|15124.0|0|397.0|0|0.0|100
0|2021-11-11|15140.0|0|15140.0|0|397.0|0|0.0|100
0|2021-11-12|15162.0|0|15162.0|0|397.0|0|0.0|100
0|2021-11-13|15162.0|0|15162.0|0|397.0|0|0.0|100
0|2021-11-14|15162.0|0|15162.0|0|397.0|0|0.0|100
0|2021-11-15|15233.0|0|15233.0|0|398.0|0|0.0|100
0|2021-11-16|15251.0|0|15251.0|0|398.0|0|0.0|100
0|2021-11-17|15281.0|0|15281.0|0|399.0|0|0.0|100
0|2021-11-18|15312.0|0|15312.0|0|399.0|0|0.0|100
0|2021-11-19|15352.0|0|15352.0|0|400.0|0|0.0|100
0|2021-11-20|15352.0|0|15352.0|0|400.0|0|0.0|100
0|2021-11-21|15352.0|0|15352.0|0|400.0|0|0.0|100
0|2021-11-22|15460.0|0|15460.0|0|401.0|0|0.0|100
0|2021-11-23|15491.0|0|15491.0|0|401.0|0|0.0|100
0|2021-11-24|15546.0|0|15546.0|0|401.0|0|0.0|100
0|2021-11-25|15546.0|0|15546.0|0|401.0|0|0.0|100
0|2021-11-26|15625.0|0|15625.0|0|401.0|0|0.0|100
0|2021-11-27|15625.0|0|15625.0|0|401.0|0|0.0|100
0|2021-11-28|15625.0|0|15625.0|0|401.0|0|0.0|100
0|2021-11-29|15713.0|0|15713.0|0|401.0|0|0.0|100
0|2021-11-30|15746.0|0|15746.0|0|401.0|0|0.0|100
0|2021-12-01|15746.0|0|15802.0|0|401.0|0|0.0|100
0|2021-12-02|15886.0|0|15886.0|0|401.0|0|0.0|100
0|2021-12-03|15932.0|0|15932.0|0|402.0|0|0.0|100
0|2021-12-04|15932.0|0|15932.0|0|402.0|0|0.0|100
0|2021-12-05|15932.0|0|15932.0|0|402.0|0|0.0|100
0|2021-12-06|16159.0|0|16159.0|0|402.0|0|0.0|100
0|2021-12-07|16223.0|0|16223.0|0|402.0|0|0.0|100
0|2021-12-08|16266.0|0|16266.0|0|403.0|0|0.0|100
0|2021-12-09|16384.0|0|16384.0|0|403.0|0|0.0|100
0|2021-12-10|16514.0|0|16514.0|0|403.0|0|0.0|100
0|2021-12-11|16514.0|0|16514.0|0|403.0|0|0.0|100
0|2021-12-12|16514.0|0|16514.0|0|403.0|0|0.0|100
0|2021-12-13|16782.0|0|16782.0|0|403.0|0|0.0|100
0|2021-12-14|16782.0|0|16868.0|0|403.0|0|0.0|100
0|2021-12-15|16939.0|0|16939.0|0|403.0|0|0.0|100
0|2021-12-16|17033.0|0|17033.0|0|403.0|0|0.0|100
0|2021-12-17|17092.0|0|17092.0|0|403.0|0|0.0|100
