|dates|Gentry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gentry_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gentry_Missouri_UnitedStates.Male_Total_Population.data|Gentry_Missouri_UnitedStates.Male_Total_Population.missing|Gentry_Missouri_UnitedStates.Female_Total_Population.data|Gentry_Missouri_UnitedStates.Female_Total_Population.missing|Gentry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Gentry_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-02|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-03|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-04|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-05|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-06|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-07|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-08|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-09|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-10|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-11|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-12|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-13|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-14|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-15|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-16|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-17|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-18|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-19|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-20|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-21|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-22|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-23|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-24|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-25|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-26|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-27|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-28|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-29|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-30|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2021-12-31|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-01|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-02|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-03|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-04|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-05|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-06|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-07|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-08|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-09|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-10|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-11|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-12|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-13|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-14|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-15|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-16|1317.0|0|3198.0|0|3430.0|0|1640.0|0
0|2022-01-17|1317.0|0|3198.0|0|3430.0|0|1640.0|0
