|dates|Livingston_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Livingston_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Livingston_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Livingston_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Livingston_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Livingston_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Livingston_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Livingston_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-16|1588.0|0|1588.0|0|47.0|0|0.0|100
0|2021-12-17|1589.0|0|1589.0|0|47.0|0|0.0|100
0|2021-12-18|1589.0|0|1589.0|0|47.0|0|0.0|100
0|2021-12-19|1589.0|0|1589.0|0|47.0|0|0.0|100
0|2021-12-20|1600.0|0|1600.0|0|47.0|0|0.0|100
0|2021-12-21|1616.0|0|1616.0|0|49.0|0|0.0|100
0|2021-12-22|1623.0|0|1623.0|0|49.0|0|0.0|100
0|2021-12-23|1623.0|0|1623.0|0|49.0|0|0.0|100
0|2021-12-24|1623.0|0|1623.0|0|49.0|0|0.0|100
0|2021-12-25|1623.0|0|1623.0|0|49.0|0|0.0|100
0|2021-12-26|1623.0|0|1623.0|0|49.0|0|0.0|100
0|2021-12-27|1642.0|0|1642.0|0|49.0|0|0.0|100
0|2021-12-28|1644.0|0|1644.0|0|49.0|0|0.0|100
0|2021-12-29|1649.0|0|1649.0|0|49.0|0|0.0|100
0|2021-12-30|1649.0|0|1649.0|0|49.0|0|0.0|100
0|2021-12-31|1649.0|0|1649.0|0|49.0|0|0.0|100
0|2022-01-01|1649.0|0|1649.0|0|49.0|0|0.0|100
0|2022-01-02|1649.0|0|1649.0|0|49.0|0|0.0|100
0|2022-01-03|1669.0|0|1669.0|0|49.0|0|0.0|100
0|2022-01-04|1676.0|0|1676.0|0|49.0|0|0.0|100
0|2022-01-05|1681.0|0|1681.0|0|49.0|0|0.0|100
0|2022-01-06|1695.0|0|1695.0|0|49.0|0|0.0|100
0|2022-01-07|1706.0|0|1706.0|0|49.0|0|0.0|100
0|2022-01-08|1706.0|0|1706.0|0|49.0|0|0.0|100
0|2022-01-09|1706.0|0|1706.0|0|49.0|0|0.0|100
0|2022-01-10|1726.0|0|1726.0|0|49.0|0|0.0|100
0|2022-01-11|1733.0|0|1733.0|0|49.0|0|0.0|100
0|2022-01-12|1743.0|0|1743.0|0|49.0|0|0.0|100
0|2022-01-13|1743.0|0|1752.0|0|49.0|0|0.0|100
0|2022-01-14|1763.0|0|1763.0|0|49.0|0|0.0|100
0|2022-01-15|1763.0|0|1763.0|0|49.0|0|0.0|100
0|2022-01-16|1763.0|0|1763.0|0|49.0|0|0.0|100
0|2022-01-17|1763.0|0|0.0|100|49.0|0|0.0|100
