|dates|Lyon_Nevada_UnitedStates.BLS_EmployedPopulation.data|Lyon_Nevada_UnitedStates.BLS_EmployedPopulation.missing|Lyon_Nevada_UnitedStates.BLS_UnemployedPopulation.data|Lyon_Nevada_UnitedStates.BLS_UnemployedPopulation.missing|Lyon_Nevada_UnitedStates.BLS_UnemploymentRate.data|Lyon_Nevada_UnitedStates.BLS_UnemploymentRate.missing|Lyon_Nevada_UnitedStates.BLS_LaborForcePopulation.data|Lyon_Nevada_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-12|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-13|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-14|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-15|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-16|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-17|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-18|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-19|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-20|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-21|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-22|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-23|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-24|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-25|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-26|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-27|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-28|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-29|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-11-30|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-01|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-02|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-03|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-04|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-05|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-06|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-07|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-08|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-09|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-10|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-11|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-12|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-13|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-14|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-15|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-16|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-17|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-18|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-19|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-20|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-21|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-22|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-23|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-24|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-25|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-26|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-27|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-28|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-29|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-30|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2021-12-31|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-01|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-02|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-03|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-04|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-05|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-06|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-07|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-08|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-09|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-10|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-11|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-12|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-13|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-14|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-15|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-16|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
0|2022-01-17|22965.0|0|1330.0|0|5.474377443918502|0|24295.0|0
