|dates|Cass_Indiana_UnitedStates.AveragePrecipitationTotal.data|Cass_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Cass_Indiana_UnitedStates.AveragePrecipitation.data|Cass_Indiana_UnitedStates.AveragePrecipitation.missing|Cass_Indiana_UnitedStates.AverageWindDirection.data|Cass_Indiana_UnitedStates.AverageWindDirection.missing|Cass_Indiana_UnitedStates.AverageWindSpeed.data|Cass_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|216.45833333333334|0|4.21875|0
0|2021-10-18|0.0|0|0.0|0|163.125|0|2.734375|0
0|2021-10-19|0.0|0|0.0|0|176.25|0|3.5|0
0|2021-10-20|0.0|0|0.0|0|213.75|0|5.619791666666667|0
0|2021-10-21|0.0|0|0.0|0|138.75|0|3.9479166666666665|0
0|2021-10-22|0.0|0|0.0|0|0.0|0|0.0|0
0|2021-10-23|0.0|0|0.0|0|37.5|0|0.7708333333333334|0
0|2021-10-24|0.0|0|0.06958333333333332|0|0.0|0|0.0|0
0|2021-10-25|0.0|0|0.04489583333333333|0|20.625|0|0.5260416666666666|0
0|2021-10-26|0.0|0|0.0|0|122.8125|0|3.328125|0
0|2021-10-27|0.0|0|0.0|0|60.208333333333336|0|4.770833333333333|0
0|2021-10-28|0.0|0|0.026354166666666668|0|104.6875|0|12.072916666666666|0
0|2021-10-29|0.0|0|0.03838541666666665|0|208.07291666666666|0|10.072916666666666|0
0|2021-10-30|0.0|0|0.003437500000000001|0|273.0208333333333|0|8.208333333333334|0
0|2021-10-31|0.0|0|0.0|0|272.8645833333333|0|7.708333333333333|0
0|2021-11-01|0.0|0|0.0|0|273.9583333333333|0|6.020833333333333|0
0|2021-11-02|0.0|0|0.0|0|270.46875|0|6.619791666666667|0
0|2021-11-03|0.0|0|0.0|0|163.22916666666666|0|2.1979166666666665|0
0|2021-11-04|0.0|0|0.0|0|50.729166666666664|0|0.6302083333333334|0
0|2021-11-05|0.0|0|0.0|0|93.48958333333333|0|3.2552083333333335|0
0|2021-11-06|0.0|0|0.0|0|159.42708333333334|0|4.822916666666667|0
0|2021-11-07|0.0|0|0.0|0|189.32291666666666|0|6.140625|0
0|2021-11-08|0.0|0|0.0|0|198.54166666666666|0|8.729166666666666|0
0|2021-11-09|0.0|0|0.0|0|117.5|0|2.5208333333333335|0
0|2021-11-10|0.0|0|0.0|0|85.20833333333333|0|6.895833333333333|0
0|2021-11-11|0.0|0|0.0030208333333333337|0|193.75|0|13.447916666666666|0
0|2021-11-12|0.0|0|0.0|0|231.14583333333334|0|15.6875|0
0|2021-11-13|0.0|0|0.0003125|0|254.0625|0|15.197916666666666|0
0|2021-11-14|0.0|0|0.000625|0|247.8125|0|15.239583333333334|0
0|2021-11-15|0.0|0|0.0|0|201.5625|0|6.395833333333333|0
0|2021-11-16|0.0|0|0.0|0|100.20833333333333|0|9.010416666666666|0
0|2021-11-17|0.0|0|0.00984375|0|228.33333333333334|0|13.697916666666666|0
0|2021-11-18|0.0|0|0.0|0|280.0|0|15.989583333333334|0
0|2021-11-19|0.0|0|0.0|0|211.875|0|6.989583333333333|0
0|2021-11-20|0.0|0|0.0|0|166.35416666666666|0|7.135416666666667|0
0|2021-11-21|0.0|0|0.006666666666666668|0|209.375|0|8.072916666666666|0
0|2021-11-22|0.0|0|0.0|0|283.6458333333333|0|7.458333333333333|0
0|2021-11-23|0.0|0|0.0|0|212.39583333333334|0|6.364583333333333|0
0|2021-11-24|0.0|0|0.0|0|186.5625|0|11.885416666666666|0
0|2021-11-25|0.0|0|0.0039583333333333345|0|263.3333333333333|0|11.4375|0
0|2021-11-26|0.0|0|0.0|0|255.3125|0|7.791666666666667|0
0|2021-11-27|0.0|0|0.0|0|192.29166666666666|0|7.84375|0
0|2021-11-28|0.0|0|0.0|0|293.6458333333333|0|8.5625|0
0|2021-11-29|0.0|0|0.0|0|203.22916666666666|0|6.916666666666667|0
0|2021-11-30|0.0|0|0.0|0|247.70833333333334|0|7.958333333333333|0
0|2021-12-01|0.0|0|0.00020833333333333335|0|143.64583333333334|0|6.635416666666667|0
0|2021-12-02|0.0|0|0.0|0|240.72916666666666|0|10.59375|0
0|2021-12-03|0.0|0|0.0|0|73.02083333333333|0|5.6875|0
0|2021-12-04|0.0|0|0.0|0|148.22916666666666|0|3.734375|0
0|2021-12-05|0.0|0|0.008229166666666668|0|142.08333333333334|0|10.760416666666666|0
0|2021-12-06|0.0|0|0.0|0|284.5833333333333|0|17.458333333333332|0
0|2021-12-07|0.0|0|0.0|0|184.16666666666666|0|4.260416666666667|0
0|2021-12-08|0.0|0|0.0|0|195.0|0|7.53125|0
0|2021-12-09|0.0|0|0.0|0|161.97916666666666|0|9.166666666666666|0
0|2021-12-10|0.0|0|0.004479166666666669|0|103.02083333333333|0|7.822916666666667|0
0|2021-12-11|0.0|0|0.011562500000000002|0|245.83333333333334|0|21.572916666666668|0
0|2021-12-12|0.0|0|0.0|0|215.625|0|11.34375|0
0|2021-12-13|0.0|0|0.0|0|171.875|0|6.4375|0
0|2021-12-14|0.0|0|0.0|0|118.4375|0|7.885416666666667|0
0|2021-12-15|0.0|0|0.0031250000000000006|0|190.41666666666666|0|15.791666666666666|0
0|2021-12-16|0.0|0|0.0019791666666666673|0|236.77083333333334|0|18.020833333333332|0
0|2021-12-17|0.0|0|0.0|0|131.875|0|5.645833333333333|0
0|2021-12-18|0.0|0|0.006041666666666667|0|229.16666666666666|0|7.520833333333333|0
0|2021-12-19|0.0|0|0.0|0|108.95833333333333|0|2.6666666666666665|0
0|2021-12-20|0.0|0|0.0|0|211.61458333333334|0|8.630208333333334|0
0|2021-12-21|0.0|0|0.0|0|179.0625|0|8.614583333333334|0
0|2021-12-22|0.0|0|0.0|0|262.0833333333333|0|8.8125|0
0|2021-12-23|0.0|0|0.0|0|187.03125|0|9.958333333333334|0
0|2021-12-24|0.0|0|0.0|0|183.02083333333334|0|10.291666666666666|0
0|2021-12-25|0.0|0|0.011145833333333334|0|249.89583333333334|0|8.302083333333334|0
0|2021-12-26|0.0|0|0.0|0|55.625|0|5.020833333333333|0
0|2021-12-27|0.0|0|0.0134375|0|181.71875|0|11.760416666666666|0
0|2021-12-28|0.0|0|0.010729166666666666|0|98.4375|0|6.822916666666667|0
0|2021-12-29|0.0|0|0.0|0|196.5625|0|4.5625|0
0|2021-12-30|0.0|0|0.0003125|0|105.3125|0|3.9791666666666665|0
0|2021-12-31|0.0|0|0.0|0|130.83333333333334|0|5.927083333333333|0
0|2022-01-01|0.0|0|0.005624999999999999|0|135.20833333333334|0|7.65625|0
0|2022-01-02|0.0|0|0.0|0|85.52083333333333|0|10.333333333333334|0
0|2022-01-03|0.0|0|0.0|0|206.45833333333334|0|5.802083333333333|0
0|2022-01-04|0.0|0|0.0|0|184.16666666666666|0|11.90625|0
0|2022-01-05|0.0|0|0.0|0|252.39583333333334|0|24.479166666666668|0
0|2022-01-06|0.0|0|0.0|0|274.8958333333333|0|12.833333333333334|0
0|2022-01-07|0.0|0|0.0|0|221.25|0|9.125|0
0|2022-01-08|0.0|0|0.0004166666666666667|0|163.33333333333334|0|11.177083333333334|0
0|2022-01-09|0.0|0|0.0003125|0|280.9375|0|11.395833333333334|0
