|dates|Charlevoix_Michigan_UnitedStates.JHU_ConfirmedCases.data|Charlevoix_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Charlevoix_Michigan_UnitedStates.NYT_ConfirmedCases.data|Charlevoix_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Charlevoix_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Charlevoix_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Charlevoix_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Charlevoix_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-18|3303.0|0|3319.0|0|49.0|0|0.0|100
0|2021-12-19|3303.0|0|3319.0|0|49.0|0|0.0|100
0|2021-12-20|3326.0|0|3338.0|0|50.0|0|0.0|100
0|2021-12-21|3326.0|0|3358.0|0|50.0|0|0.0|100
0|2021-12-22|3360.0|0|3368.0|0|50.0|0|0.0|100
0|2021-12-23|3360.0|0|3368.0|0|50.0|0|0.0|100
0|2021-12-24|3360.0|0|3368.0|0|50.0|0|0.0|100
0|2021-12-25|3360.0|0|3368.0|0|50.0|0|0.0|100
0|2021-12-26|3360.0|0|3368.0|0|50.0|0|0.0|100
0|2021-12-27|3386.0|0|3393.0|0|52.0|0|0.0|100
0|2021-12-28|3386.0|0|3393.0|0|52.0|0|0.0|100
0|2021-12-29|3412.0|0|3412.0|0|52.0|0|0.0|100
0|2021-12-30|3412.0|0|3412.0|0|52.0|0|0.0|100
0|2021-12-31|3412.0|0|3412.0|0|52.0|0|0.0|100
0|2022-01-01|3412.0|0|3412.0|0|52.0|0|0.0|100
0|2022-01-02|3412.0|0|3412.0|0|52.0|0|0.0|100
0|2022-01-03|3498.0|0|3498.0|0|53.0|0|0.0|100
0|2022-01-04|3498.0|0|3572.0|0|53.0|0|0.0|100
0|2022-01-05|3605.0|0|3646.0|0|53.0|0|0.0|100
0|2022-01-06|3605.0|0|3720.0|0|53.0|0|0.0|100
0|2022-01-07|3754.0|0|3779.0|0|53.0|0|0.0|100
0|2022-01-08|3754.0|0|3779.0|0|53.0|0|0.0|100
0|2022-01-09|3754.0|0|3779.0|0|53.0|0|0.0|100
0|2022-01-10|3840.0|0|3853.0|0|53.0|0|0.0|100
0|2022-01-11|3840.0|0|3853.0|0|53.0|0|0.0|100
0|2022-01-12|3945.0|0|3977.0|0|54.0|0|0.0|100
0|2022-01-13|3945.0|0|3977.0|0|54.0|0|0.0|100
0|2022-01-14|4063.0|0|4093.0|0|54.0|0|0.0|100
0|2022-01-15|4063.0|0|4093.0|0|54.0|0|0.0|100
0|2022-01-16|4063.0|0|4093.0|0|54.0|0|0.0|100
0|2022-01-17|4063.0|0|0.0|100|54.0|0|0.0|100
