|dates|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_NewHampshire_UnitedStates.NYT_ConfirmedCases.data|Sullivan_NewHampshire_UnitedStates.NYT_ConfirmedCases.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_NewHampshire_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3070.0|0|3070.0|0|33.0|0|0.0|100
0|2021-10-18|3151.0|0|3151.0|0|35.0|0|0.0|100
0|2021-10-19|3168.0|0|3168.0|0|36.0|0|0.0|100
0|2021-10-20|3202.0|0|3202.0|0|36.0|0|0.0|100
0|2021-10-21|3246.0|0|3246.0|0|36.0|0|0.0|100
0|2021-10-22|3270.0|0|3270.0|0|36.0|0|0.0|100
0|2021-10-23|3270.0|0|3270.0|0|36.0|0|0.0|100
0|2021-10-24|3270.0|0|3270.0|0|36.0|0|0.0|100
0|2021-10-25|3270.0|0|3321.0|0|36.0|0|0.0|100
0|2021-10-26|3270.0|0|3321.0|0|36.0|0|0.0|100
0|2021-10-27|3321.0|0|3321.0|0|36.0|0|0.0|100
0|2021-10-28|3321.0|0|3321.0|0|36.0|0|0.0|100
0|2021-10-29|3321.0|0|3321.0|0|36.0|0|0.0|100
0|2021-10-30|3321.0|0|3321.0|0|36.0|0|0.0|100
0|2021-10-31|3321.0|0|3321.0|0|36.0|0|0.0|100
0|2021-11-01|3321.0|0|3509.0|0|36.0|0|0.0|100
0|2021-11-02|3530.0|0|3530.0|0|37.0|0|0.0|100
0|2021-11-03|3568.0|0|3568.0|0|37.0|0|0.0|100
0|2021-11-04|3611.0|0|3611.0|0|37.0|0|0.0|100
0|2021-11-05|3653.0|0|3653.0|0|37.0|0|0.0|100
0|2021-11-06|3653.0|0|3653.0|0|37.0|0|0.0|100
0|2021-11-07|3653.0|0|3653.0|0|37.0|0|0.0|100
0|2021-11-08|3764.0|0|3764.0|0|37.0|0|0.0|100
0|2021-11-09|3789.0|0|3789.0|0|37.0|0|0.0|100
0|2021-11-10|3789.0|0|3824.0|0|37.0|0|0.0|100
0|2021-11-11|3824.0|0|3824.0|0|37.0|0|0.0|100
0|2021-11-12|3931.0|0|3931.0|0|37.0|0|0.0|100
0|2021-11-13|3931.0|0|3931.0|0|37.0|0|0.0|100
0|2021-11-14|3931.0|0|3931.0|0|37.0|0|0.0|100
0|2021-11-15|4064.0|0|4064.0|0|37.0|0|0.0|100
0|2021-11-16|4103.0|0|4103.0|0|38.0|0|0.0|100
0|2021-11-17|4149.0|0|4149.0|0|38.0|0|0.0|100
0|2021-11-18|4181.0|0|4181.0|0|38.0|0|0.0|100
0|2021-11-19|4243.0|0|4243.0|0|38.0|0|0.0|100
0|2021-11-20|4243.0|0|4243.0|0|38.0|0|0.0|100
0|2021-11-21|4243.0|0|4243.0|0|38.0|0|0.0|100
0|2021-11-22|4442.0|0|4442.0|0|39.0|0|0.0|100
0|2021-11-23|4485.0|0|4485.0|0|39.0|0|0.0|100
0|2021-11-24|4527.0|0|4527.0|0|39.0|0|0.0|100
0|2021-11-25|4527.0|0|4527.0|0|39.0|0|0.0|100
0|2021-11-26|4527.0|0|4527.0|0|39.0|0|0.0|100
0|2021-11-27|4527.0|0|4527.0|0|39.0|0|0.0|100
0|2021-11-28|4527.0|0|4527.0|0|39.0|0|0.0|100
0|2021-11-29|4781.0|0|4781.0|0|39.0|0|0.0|100
0|2021-11-30|4807.0|0|4807.0|0|40.0|0|0.0|100
0|2021-12-01|4894.0|0|4894.0|0|40.0|0|0.0|100
0|2021-12-02|4952.0|0|4952.0|0|40.0|0|0.0|100
0|2021-12-03|4952.0|0|5028.0|0|40.0|0|0.0|100
0|2021-12-04|5028.0|0|5028.0|0|40.0|0|0.0|100
0|2021-12-05|5028.0|0|5028.0|0|40.0|0|0.0|100
0|2021-12-06|5028.0|0|5212.0|0|40.0|0|0.0|100
0|2021-12-07|5244.0|0|5244.0|0|40.0|0|0.0|100
0|2021-12-08|5299.0|0|5299.0|0|40.0|0|0.0|100
0|2021-12-09|5371.0|0|5371.0|0|40.0|0|0.0|100
0|2021-12-10|5428.0|0|5428.0|0|40.0|0|0.0|100
0|2021-12-11|5428.0|0|5428.0|0|40.0|0|0.0|100
0|2021-12-12|5428.0|0|5428.0|0|40.0|0|0.0|100
0|2021-12-13|5573.0|0|5573.0|0|41.0|0|0.0|100
0|2021-12-14|5573.0|0|5601.0|0|41.0|0|0.0|100
0|2021-12-15|5647.0|0|5647.0|0|43.0|0|0.0|100
