|dates|Webster_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Webster_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Webster_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Webster_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|6669.0|0|6669.0|0|148.0|0|0.0|100
0|2021-11-12|6679.0|0|6679.0|0|148.0|0|0.0|100
0|2021-11-13|6679.0|0|6679.0|0|148.0|0|0.0|100
0|2021-11-14|6679.0|0|6679.0|0|148.0|0|0.0|100
0|2021-11-15|6692.0|0|6692.0|0|149.0|0|0.0|100
0|2021-11-16|6695.0|0|6695.0|0|149.0|0|0.0|100
0|2021-11-17|6710.0|0|6710.0|0|149.0|0|0.0|100
0|2021-11-18|6713.0|0|6713.0|0|149.0|0|0.0|100
0|2021-11-19|6722.0|0|6722.0|0|149.0|0|0.0|100
0|2021-11-20|6722.0|0|6722.0|0|149.0|0|0.0|100
0|2021-11-21|6722.0|0|6722.0|0|149.0|0|0.0|100
0|2021-11-22|6726.0|0|6726.0|0|149.0|0|0.0|100
0|2021-11-23|6738.0|0|6738.0|0|150.0|0|0.0|100
0|2021-11-24|6740.0|0|6740.0|0|150.0|0|0.0|100
0|2021-11-25|6740.0|0|6740.0|0|150.0|0|0.0|100
0|2021-11-26|6740.0|0|6740.0|0|150.0|0|0.0|100
0|2021-11-27|6740.0|0|6740.0|0|150.0|0|0.0|100
0|2021-11-28|6740.0|0|6740.0|0|150.0|0|0.0|100
0|2021-11-29|6768.0|0|6768.0|0|150.0|0|0.0|100
0|2021-11-30|6771.0|0|6771.0|0|150.0|0|0.0|100
0|2021-12-01|6784.0|0|6784.0|0|150.0|0|0.0|100
0|2021-12-02|6784.0|0|6784.0|0|150.0|0|0.0|100
0|2021-12-03|6788.0|0|6788.0|0|150.0|0|0.0|100
0|2021-12-04|6788.0|0|6788.0|0|150.0|0|0.0|100
0|2021-12-05|6788.0|0|6788.0|0|150.0|0|0.0|100
0|2021-12-06|6806.0|0|6806.0|0|151.0|0|0.0|100
0|2021-12-07|6827.0|0|6827.0|0|151.0|0|0.0|100
0|2021-12-08|6831.0|0|6831.0|0|151.0|0|0.0|100
0|2021-12-09|6839.0|0|6839.0|0|151.0|0|0.0|100
0|2021-12-10|6854.0|0|6854.0|0|152.0|0|0.0|100
0|2021-12-11|6854.0|0|6854.0|0|152.0|0|0.0|100
0|2021-12-12|6854.0|0|6854.0|0|152.0|0|0.0|100
0|2021-12-13|6862.0|0|6862.0|0|152.0|0|0.0|100
0|2021-12-14|6862.0|0|6879.0|0|152.0|0|0.0|100
0|2021-12-15|6887.0|0|6887.0|0|152.0|0|0.0|100
0|2021-12-16|6898.0|0|6898.0|0|152.0|0|0.0|100
0|2021-12-17|6904.0|0|6904.0|0|152.0|0|0.0|100
0|2021-12-18|6904.0|0|6904.0|0|152.0|0|0.0|100
0|2021-12-19|6904.0|0|6904.0|0|152.0|0|0.0|100
0|2021-12-20|6924.0|0|6924.0|0|152.0|0|0.0|100
0|2021-12-21|6929.0|0|6929.0|0|152.0|0|0.0|100
0|2021-12-22|6947.0|0|6947.0|0|152.0|0|0.0|100
0|2021-12-23|6957.0|0|6957.0|0|153.0|0|0.0|100
0|2021-12-24|6957.0|0|6957.0|0|153.0|0|0.0|100
0|2021-12-25|6957.0|0|6957.0|0|153.0|0|0.0|100
0|2021-12-26|6957.0|0|6957.0|0|153.0|0|0.0|100
0|2021-12-27|7031.0|0|7031.0|0|153.0|0|0.0|100
0|2021-12-28|7042.0|0|7042.0|0|154.0|0|0.0|100
0|2021-12-29|7150.0|0|7150.0|0|154.0|0|0.0|100
0|2021-12-30|7242.0|0|7242.0|0|154.0|0|0.0|100
0|2021-12-31|7242.0|0|7242.0|0|154.0|0|0.0|100
0|2022-01-01|7242.0|0|7242.0|0|154.0|0|0.0|100
0|2022-01-02|7242.0|0|7242.0|0|154.0|0|0.0|100
0|2022-01-03|7426.0|0|7426.0|0|154.0|0|0.0|100
0|2022-01-04|7470.0|0|7470.0|0|154.0|0|0.0|100
0|2022-01-05|7561.0|0|7561.0|0|154.0|0|0.0|100
0|2022-01-06|7730.0|0|7730.0|0|154.0|0|0.0|100
0|2022-01-07|7820.0|0|7820.0|0|154.0|0|0.0|100
0|2022-01-08|7820.0|0|7820.0|0|154.0|0|0.0|100
0|2022-01-09|7820.0|0|7820.0|0|154.0|0|0.0|100
0|2022-01-10|8007.0|0|8007.0|0|154.0|0|0.0|100
0|2022-01-11|8196.0|0|8196.0|0|155.0|0|0.0|100
0|2022-01-12|8196.0|0|8196.0|0|155.0|0|0.0|100
0|2022-01-13|8196.0|0|8196.0|0|155.0|0|0.0|100
0|2022-01-14|8668.0|0|8668.0|0|155.0|0|0.0|100
0|2022-01-15|8668.0|0|8668.0|0|155.0|0|0.0|100
0|2022-01-16|8668.0|0|8668.0|0|155.0|0|0.0|100
0|2022-01-17|8668.0|0|0.0|100|155.0|0|0.0|100
