|dates|Jones_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Jones_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Jones_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Jones_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Jones_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Jones_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Jones_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Jones_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-23|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-24|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-25|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-26|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-27|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-28|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-29|146.0|0|146.0|0|1.0|0|0.0|100
0|2021-11-30|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-12-01|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-12-02|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-12-03|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-12-04|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-12-05|147.0|0|147.0|0|1.0|0|0.0|100
0|2021-12-06|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-07|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-08|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-09|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-10|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-11|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-12|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-13|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-14|148.0|0|148.0|0|1.0|0|0.0|100
0|2021-12-15|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-16|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-17|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-18|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-19|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-20|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-21|149.0|0|149.0|0|1.0|0|0.0|100
0|2021-12-22|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-23|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-24|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-25|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-26|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-27|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-28|150.0|0|150.0|0|1.0|0|0.0|100
0|2021-12-29|151.0|0|151.0|0|1.0|0|0.0|100
0|2021-12-30|151.0|0|151.0|0|1.0|0|0.0|100
0|2021-12-31|151.0|0|151.0|0|1.0|0|0.0|100
0|2022-01-01|151.0|0|151.0|0|1.0|0|0.0|100
0|2022-01-02|151.0|0|151.0|0|1.0|0|0.0|100
0|2022-01-03|151.0|0|151.0|0|1.0|0|0.0|100
0|2022-01-04|152.0|0|152.0|0|1.0|0|0.0|100
0|2022-01-05|152.0|0|152.0|0|1.0|0|0.0|100
0|2022-01-06|153.0|0|153.0|0|1.0|0|0.0|100
0|2022-01-07|153.0|0|153.0|0|1.0|0|0.0|100
0|2022-01-08|153.0|0|153.0|0|1.0|0|0.0|100
0|2022-01-09|153.0|0|153.0|0|1.0|0|0.0|100
0|2022-01-10|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-11|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-12|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-13|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-14|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-15|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-16|154.0|0|154.0|0|1.0|0|0.0|100
0|2022-01-17|154.0|0|0.0|100|1.0|0|0.0|100
