|dates|Saginaw_Michigan_UnitedStates.BLS_EmployedPopulation.data|Saginaw_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Saginaw_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Saginaw_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Saginaw_Michigan_UnitedStates.BLS_UnemploymentRate.data|Saginaw_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Saginaw_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Saginaw_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-18|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-19|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-20|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-21|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-22|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-23|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-24|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-25|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-26|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-27|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-28|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-29|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-30|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-10-31|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-01|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-02|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-03|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-04|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-05|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-06|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-07|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-08|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-09|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-10|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-11|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-12|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-13|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-14|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-15|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-16|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-17|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-18|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-19|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-20|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-21|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-22|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-23|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-24|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-25|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-26|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-27|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-28|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-29|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-11-30|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-01|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-02|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-03|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-04|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-05|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-06|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-07|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-08|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-09|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-10|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-11|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
0|2021-12-12|77320.0|0|5850.0|0|7.0337862209931465|0|83170.0|0
