|dates|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pontotoc_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Pontotoc_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|6701.0|0|6701.0|0|93.0|0|0.0|100
0|2021-10-18|6701.0|0|6701.0|0|93.0|0|0.0|100
0|2021-10-19|6701.0|0|6701.0|0|93.0|0|0.0|100
0|2021-10-20|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-21|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-22|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-23|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-24|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-25|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-26|6764.0|0|6764.0|0|97.0|0|0.0|100
0|2021-10-27|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-10-28|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-10-29|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-10-30|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-10-31|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-11-01|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-11-02|6834.0|0|6834.0|0|97.0|0|0.0|100
0|2021-11-03|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-04|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-05|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-06|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-07|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-08|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-09|6891.0|0|6891.0|0|101.0|0|0.0|100
0|2021-11-10|6891.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-11|6891.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-12|6934.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-13|6934.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-14|6934.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-15|6934.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-16|6934.0|0|6934.0|0|101.0|0|0.0|100
0|2021-11-17|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-18|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-19|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-20|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-21|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-22|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-23|6999.0|0|6999.0|0|101.0|0|0.0|100
0|2021-11-24|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-11-25|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-11-26|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-11-27|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-11-28|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-11-29|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-11-30|7057.0|0|7057.0|0|101.0|0|0.0|100
0|2021-12-01|7103.0|0|7103.0|0|101.0|0|0.0|100
0|2021-12-02|7103.0|0|7103.0|0|101.0|0|0.0|100
