|dates|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Pontotoc_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Pontotoc_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Pontotoc_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-03|7103.0|0|7103.0|0|101.0|0|0.0|100
0|2021-12-04|7103.0|0|7103.0|0|101.0|0|0.0|100
0|2021-12-05|7103.0|0|7103.0|0|101.0|0|0.0|100
0|2021-12-06|7103.0|0|7103.0|0|101.0|0|0.0|100
0|2021-12-07|7103.0|0|7103.0|0|101.0|0|0.0|100
0|2021-12-08|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-09|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-10|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-11|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-12|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-13|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-14|7188.0|0|7188.0|0|101.0|0|0.0|100
0|2021-12-15|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-16|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-17|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-18|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-19|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-20|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-21|7270.0|0|7270.0|0|101.0|0|0.0|100
0|2021-12-22|7342.0|0|7342.0|0|101.0|0|0.0|100
0|2021-12-23|7342.0|0|7342.0|0|107.0|0|0.0|100
0|2021-12-24|7342.0|0|7342.0|0|107.0|0|0.0|100
0|2021-12-25|7342.0|0|7342.0|0|107.0|0|0.0|100
0|2021-12-26|7342.0|0|7342.0|0|107.0|0|0.0|100
0|2021-12-27|7342.0|0|7342.0|0|107.0|0|0.0|100
0|2021-12-28|7342.0|0|7342.0|0|107.0|0|0.0|100
0|2021-12-29|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2021-12-30|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2021-12-31|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2022-01-01|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2022-01-02|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2022-01-03|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2022-01-04|7425.0|0|7425.0|0|108.0|0|0.0|100
0|2022-01-05|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-06|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-07|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-08|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-09|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-10|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-11|7658.0|0|7658.0|0|108.0|0|0.0|100
0|2022-01-12|8105.0|0|8105.0|0|109.0|0|0.0|100
0|2022-01-13|8105.0|0|8105.0|0|109.0|0|0.0|100
0|2022-01-14|8105.0|0|8105.0|0|109.0|0|0.0|100
0|2022-01-15|8105.0|0|8105.0|0|109.0|0|0.0|100
0|2022-01-16|8105.0|0|8105.0|0|109.0|0|0.0|100
0|2022-01-17|8105.0|0|0.0|100|109.0|0|0.0|100
