|dates|Gray_Texas_UnitedStates.JHU_ConfirmedCases.data|Gray_Texas_UnitedStates.JHU_ConfirmedCases.missing|Gray_Texas_UnitedStates.NYT_ConfirmedCases.data|Gray_Texas_UnitedStates.NYT_ConfirmedCases.missing|Gray_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Gray_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Gray_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Gray_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-19|3757.0|0|3757.0|0|83.0|0|0.0|100
0|2021-11-20|3782.0|0|3782.0|0|83.0|0|0.0|100
0|2021-11-21|3782.0|0|3782.0|0|83.0|0|0.0|100
0|2021-11-22|3782.0|0|3782.0|0|83.0|0|0.0|100
0|2021-11-23|3825.0|0|3825.0|0|83.0|0|0.0|100
0|2021-11-24|3825.0|0|3825.0|0|83.0|0|0.0|100
0|2021-11-25|3825.0|0|3825.0|0|83.0|0|0.0|100
0|2021-11-26|3825.0|0|3825.0|0|83.0|0|0.0|100
0|2021-11-27|3825.0|0|3825.0|0|83.0|0|0.0|100
0|2021-11-28|3825.0|0|3825.0|0|83.0|0|0.0|100
0|2021-11-29|3919.0|0|3919.0|0|83.0|0|0.0|100
0|2021-11-30|3922.0|0|3922.0|0|83.0|0|0.0|100
0|2021-12-01|3944.0|0|3944.0|0|83.0|0|0.0|100
0|2021-12-02|3958.0|0|3958.0|0|83.0|0|0.0|100
0|2021-12-03|3971.0|0|3971.0|0|83.0|0|0.0|100
0|2021-12-04|3985.0|0|3985.0|0|84.0|0|0.0|100
0|2021-12-05|3996.0|0|3996.0|0|85.0|0|0.0|100
0|2021-12-06|4007.0|0|4007.0|0|85.0|0|0.0|100
0|2021-12-07|4022.0|0|4022.0|0|86.0|0|0.0|100
0|2021-12-08|4034.0|0|4034.0|0|86.0|0|0.0|100
0|2021-12-09|4041.0|0|4041.0|0|86.0|0|0.0|100
0|2021-12-10|4091.0|0|4091.0|0|86.0|0|0.0|100
0|2021-12-11|4115.0|0|4115.0|0|87.0|0|0.0|100
0|2021-12-12|4119.0|0|4119.0|0|87.0|0|0.0|100
0|2021-12-13|4130.0|0|4130.0|0|87.0|0|0.0|100
0|2021-12-14|4130.0|0|4150.0|0|87.0|0|0.0|100
0|2021-12-15|4158.0|0|4158.0|0|89.0|0|0.0|100
0|2021-12-16|4172.0|0|4172.0|0|89.0|0|0.0|100
0|2021-12-17|4189.0|0|4189.0|0|89.0|0|0.0|100
0|2021-12-18|4203.0|0|4203.0|0|89.0|0|0.0|100
0|2021-12-19|4204.0|0|4204.0|0|90.0|0|0.0|100
0|2021-12-20|4220.0|0|4220.0|0|90.0|0|0.0|100
0|2021-12-21|4226.0|0|4226.0|0|90.0|0|0.0|100
0|2021-12-22|4249.0|0|4249.0|0|90.0|0|0.0|100
0|2021-12-23|4268.0|0|4268.0|0|90.0|0|0.0|100
0|2021-12-24|4268.0|0|4268.0|0|90.0|0|0.0|100
0|2021-12-25|4268.0|0|4268.0|0|90.0|0|0.0|100
0|2021-12-26|4268.0|0|4268.0|0|90.0|0|0.0|100
0|2021-12-27|4323.0|0|4323.0|0|93.0|0|0.0|100
0|2021-12-28|4337.0|0|4337.0|0|93.0|0|0.0|100
0|2021-12-29|4357.0|0|4357.0|0|93.0|0|0.0|100
0|2021-12-30|4372.0|0|4372.0|0|95.0|0|0.0|100
0|2021-12-31|4372.0|0|4372.0|0|95.0|0|0.0|100
0|2022-01-01|4372.0|0|4372.0|0|95.0|0|0.0|100
0|2022-01-02|4372.0|0|4372.0|0|95.0|0|0.0|100
0|2022-01-03|4455.0|0|4455.0|0|96.0|0|0.0|100
0|2022-01-04|4475.0|0|4475.0|0|96.0|0|0.0|100
0|2022-01-05|4500.0|0|4500.0|0|96.0|0|0.0|100
0|2022-01-06|4515.0|0|4515.0|0|99.0|0|0.0|100
0|2022-01-07|4531.0|0|4531.0|0|99.0|0|0.0|100
0|2022-01-08|4555.0|0|4555.0|0|101.0|0|0.0|100
0|2022-01-09|4577.0|0|4577.0|0|101.0|0|0.0|100
0|2022-01-10|4582.0|0|4582.0|0|101.0|0|0.0|100
0|2022-01-11|4599.0|0|4599.0|0|102.0|0|0.0|100
0|2022-01-12|4638.0|0|4638.0|0|103.0|0|0.0|100
0|2022-01-13|4638.0|0|4692.0|0|103.0|0|0.0|100
0|2022-01-14|4692.0|0|5361.0|0|104.0|0|0.0|100
0|2022-01-15|5406.0|0|5406.0|0|105.0|0|0.0|100
0|2022-01-16|5422.0|0|5422.0|0|106.0|0|0.0|100
0|2022-01-17|5435.0|0|0.0|100|106.0|0|0.0|100
