|dates|Sheridan_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sheridan_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sheridan_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Sheridan_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Sheridan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sheridan_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sheridan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sheridan_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|861.0|0|861.0|0|10.0|0|0.0|100
0|2022-01-01|861.0|0|861.0|0|10.0|0|0.0|100
0|2022-01-02|861.0|0|861.0|0|10.0|0|0.0|100
0|2022-01-03|867.0|0|867.0|0|10.0|0|0.0|100
0|2022-01-04|868.0|0|868.0|0|10.0|0|0.0|100
0|2022-01-05|873.0|0|873.0|0|10.0|0|0.0|100
0|2022-01-06|875.0|0|875.0|0|10.0|0|0.0|100
0|2022-01-07|877.0|0|877.0|0|10.0|0|0.0|100
0|2022-01-08|877.0|0|877.0|0|10.0|0|0.0|100
0|2022-01-09|877.0|0|877.0|0|10.0|0|0.0|100
0|2022-01-10|879.0|0|879.0|0|10.0|0|0.0|100
0|2022-01-11|882.0|0|882.0|0|10.0|0|0.0|100
0|2022-01-12|890.0|0|890.0|0|10.0|0|0.0|100
0|2022-01-13|890.0|0|897.0|0|10.0|0|0.0|100
0|2022-01-14|900.0|0|900.0|0|10.0|0|0.0|100
0|2022-01-15|900.0|0|900.0|0|10.0|0|0.0|100
0|2022-01-16|900.0|0|900.0|0|10.0|0|0.0|100
0|2022-01-17|905.0|0|0.0|100|10.0|0|0.0|100
