|dates|Chicot_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Chicot_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Chicot_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Chicot_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Chicot_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Chicot_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Chicot_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Chicot_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-07|2248.0|0|2248.0|0|49.0|0|0.0|100
0|2022-01-08|2261.0|0|2261.0|0|49.0|0|0.0|100
0|2022-01-09|2261.0|0|2261.0|0|49.0|0|0.0|100
0|2022-01-10|2282.0|0|2282.0|0|49.0|0|0.0|100
0|2022-01-11|2307.0|0|2307.0|0|49.0|0|0.0|100
0|2022-01-12|2330.0|0|2330.0|0|49.0|0|0.0|100
0|2022-01-13|2330.0|0|2362.0|0|49.0|0|0.0|100
0|2022-01-14|2377.0|0|2377.0|0|49.0|0|0.0|100
0|2022-01-15|2424.0|0|2424.0|0|49.0|0|0.0|100
0|2022-01-16|2436.0|0|2436.0|0|49.0|0|0.0|100
0|2022-01-17|2455.0|0|0.0|100|49.0|0|0.0|100
