|dates|Hale_Alabama_UnitedStates.JHU_ConfirmedCases.data|Hale_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Hale_Alabama_UnitedStates.NYT_ConfirmedCases.data|Hale_Alabama_UnitedStates.NYT_ConfirmedCases.missing|Hale_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Hale_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Hale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Hale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-27|3181.0|0|3181.0|0|89.0|0|0.0|100
0|2021-11-28|3183.0|0|3183.0|0|89.0|0|0.0|100
0|2021-11-29|3183.0|0|3183.0|0|89.0|0|0.0|100
0|2021-11-30|3183.0|0|3184.0|0|89.0|0|0.0|100
0|2021-12-01|3186.0|0|3186.0|0|89.0|0|0.0|100
0|2021-12-02|3185.0|0|3185.0|0|89.0|0|0.0|100
0|2021-12-03|3188.0|0|3188.0|0|89.0|0|0.0|100
0|2021-12-04|3191.0|0|3191.0|0|89.0|0|0.0|100
0|2021-12-05|3194.0|0|3194.0|0|89.0|0|0.0|100
0|2021-12-06|3195.0|0|3195.0|0|89.0|0|0.0|100
0|2021-12-07|3202.0|0|3202.0|0|89.0|0|0.0|100
0|2021-12-08|3206.0|0|3206.0|0|89.0|0|0.0|100
0|2021-12-09|3210.0|0|3210.0|0|89.0|0|0.0|100
0|2021-12-10|3212.0|0|3212.0|0|89.0|0|0.0|100
0|2021-12-11|3213.0|0|3213.0|0|89.0|0|0.0|100
0|2021-12-12|3214.0|0|3214.0|0|89.0|0|0.0|100
0|2021-12-13|3214.0|0|3214.0|0|89.0|0|0.0|100
0|2021-12-14|3214.0|0|3224.0|0|89.0|0|0.0|100
0|2021-12-15|3226.0|0|3226.0|0|89.0|0|0.0|100
0|2021-12-16|3228.0|0|3228.0|0|89.0|0|0.0|100
0|2021-12-17|3229.0|0|3229.0|0|89.0|0|0.0|100
0|2021-12-18|3230.0|0|3230.0|0|89.0|0|0.0|100
0|2021-12-19|3230.0|0|3230.0|0|89.0|0|0.0|100
0|2021-12-20|3233.0|0|3233.0|0|89.0|0|0.0|100
0|2021-12-21|3235.0|0|3235.0|0|89.0|0|0.0|100
0|2021-12-22|3236.0|0|3236.0|0|90.0|0|0.0|100
0|2021-12-23|3238.0|0|3238.0|0|91.0|0|0.0|100
0|2021-12-24|3243.0|0|3243.0|0|91.0|0|0.0|100
0|2021-12-25|3247.0|0|3247.0|0|91.0|0|0.0|100
0|2021-12-26|3248.0|0|3248.0|0|91.0|0|0.0|100
0|2021-12-27|3249.0|0|3249.0|0|91.0|0|0.0|100
0|2021-12-28|3253.0|0|3253.0|0|91.0|0|0.0|100
0|2021-12-29|3275.0|0|3275.0|0|91.0|0|0.0|100
0|2021-12-30|3295.0|0|3295.0|0|91.0|0|0.0|100
0|2021-12-31|3309.0|0|3309.0|0|91.0|0|0.0|100
0|2022-01-01|3309.0|0|3309.0|0|91.0|0|0.0|100
0|2022-01-02|3355.0|0|3355.0|0|91.0|0|0.0|100
0|2022-01-03|3364.0|0|3364.0|0|91.0|0|0.0|100
0|2022-01-04|3408.0|0|3408.0|0|91.0|0|0.0|100
0|2022-01-05|3440.0|0|3440.0|0|91.0|0|0.0|100
0|2022-01-06|3467.0|0|3467.0|0|91.0|0|0.0|100
0|2022-01-07|3514.0|0|3514.0|0|91.0|0|0.0|100
0|2022-01-08|3539.0|0|3539.0|0|91.0|0|0.0|100
0|2022-01-09|3583.0|0|3583.0|0|91.0|0|0.0|100
0|2022-01-10|3613.0|0|3613.0|0|91.0|0|0.0|100
0|2022-01-11|3659.0|0|3659.0|0|91.0|0|0.0|100
0|2022-01-12|3705.0|0|3705.0|0|91.0|0|0.0|100
0|2022-01-13|3705.0|0|3705.0|0|91.0|0|0.0|100
0|2022-01-14|3705.0|0|3705.0|0|91.0|0|0.0|100
0|2022-01-15|3705.0|0|3705.0|0|91.0|0|0.0|100
0|2022-01-16|3903.0|0|3903.0|0|93.0|0|0.0|100
0|2022-01-17|3939.0|0|0.0|100|93.0|0|0.0|100
