|dates|Wexford_Michigan_UnitedStates.JHU_ConfirmedCases.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Wexford_Michigan_UnitedStates.NYT_ConfirmedCases.data|Wexford_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Wexford_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Wexford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Wexford_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|4406.0|0|4406.0|0|67.0|0|0.0|100
0|2021-11-25|4406.0|0|4406.0|0|67.0|0|0.0|100
0|2021-11-26|4406.0|0|4406.0|0|67.0|0|0.0|100
0|2021-11-27|4406.0|0|4406.0|0|67.0|0|0.0|100
0|2021-11-28|4406.0|0|4406.0|0|67.0|0|0.0|100
0|2021-11-29|4496.0|0|4496.0|0|70.0|0|0.0|100
0|2021-11-30|4496.0|0|4496.0|0|70.0|0|0.0|100
0|2021-12-01|4563.0|0|4563.0|0|74.0|0|0.0|100
0|2021-12-02|4563.0|0|4563.0|0|74.0|0|0.0|100
0|2021-12-03|4634.0|0|4634.0|0|76.0|0|0.0|100
0|2021-12-04|4634.0|0|4634.0|0|76.0|0|0.0|100
0|2021-12-05|4634.0|0|4634.0|0|76.0|0|0.0|100
0|2021-12-06|4686.0|0|4686.0|0|77.0|0|0.0|100
0|2021-12-07|4686.0|0|4686.0|0|77.0|0|0.0|100
0|2021-12-08|4754.0|0|4754.0|0|79.0|0|0.0|100
0|2021-12-09|4754.0|0|4754.0|0|79.0|0|0.0|100
0|2021-12-10|4797.0|0|4797.0|0|79.0|0|0.0|100
0|2021-12-11|4797.0|0|4797.0|0|79.0|0|0.0|100
0|2021-12-12|4797.0|0|4797.0|0|79.0|0|0.0|100
0|2021-12-13|4855.0|0|4855.0|0|80.0|0|0.0|100
0|2021-12-14|4855.0|0|4855.0|0|80.0|0|0.0|100
0|2021-12-15|4892.0|0|4892.0|0|80.0|0|0.0|100
0|2021-12-16|4892.0|0|4892.0|0|80.0|0|0.0|100
0|2021-12-17|4934.0|0|4934.0|0|80.0|0|0.0|100
0|2021-12-18|4934.0|0|4934.0|0|80.0|0|0.0|100
0|2021-12-19|4934.0|0|4934.0|0|80.0|0|0.0|100
0|2021-12-20|4961.0|0|4961.0|0|83.0|0|0.0|100
0|2021-12-21|4961.0|0|4961.0|0|83.0|0|0.0|100
0|2021-12-22|5000.0|0|5000.0|0|84.0|0|0.0|100
0|2021-12-23|5000.0|0|5000.0|0|84.0|0|0.0|100
0|2021-12-24|5000.0|0|5000.0|0|84.0|0|0.0|100
0|2021-12-25|5000.0|0|5000.0|0|84.0|0|0.0|100
0|2021-12-26|5000.0|0|5000.0|0|84.0|0|0.0|100
0|2021-12-27|5037.0|0|5037.0|0|84.0|0|0.0|100
0|2021-12-28|5037.0|0|5037.0|0|84.0|0|0.0|100
0|2021-12-29|5056.0|0|5056.0|0|85.0|0|0.0|100
0|2021-12-30|5056.0|0|5056.0|0|85.0|0|0.0|100
0|2021-12-31|5056.0|0|5056.0|0|85.0|0|0.0|100
0|2022-01-01|5056.0|0|5056.0|0|85.0|0|0.0|100
0|2022-01-02|5056.0|0|5056.0|0|85.0|0|0.0|100
0|2022-01-03|5118.0|0|5118.0|0|87.0|0|0.0|100
0|2022-01-04|5118.0|0|5118.0|0|87.0|0|0.0|100
0|2022-01-05|5198.0|0|5198.0|0|87.0|0|0.0|100
0|2022-01-06|5198.0|0|5198.0|0|87.0|0|0.0|100
0|2022-01-07|5256.0|0|5256.0|0|87.0|0|0.0|100
0|2022-01-08|5256.0|0|5256.0|0|87.0|0|0.0|100
0|2022-01-09|5256.0|0|5256.0|0|87.0|0|0.0|100
0|2022-01-10|5298.0|0|5298.0|0|89.0|0|0.0|100
0|2022-01-11|5298.0|0|5298.0|0|89.0|0|0.0|100
0|2022-01-12|5362.0|0|5362.0|0|90.0|0|0.0|100
0|2022-01-13|5362.0|0|5362.0|0|90.0|0|0.0|100
0|2022-01-14|5413.0|0|5413.0|0|90.0|0|0.0|100
0|2022-01-15|5413.0|0|5413.0|0|90.0|0|0.0|100
0|2022-01-16|5413.0|0|5413.0|0|90.0|0|0.0|100
0|2022-01-17|5413.0|0|0.0|100|90.0|0|0.0|100
