|dates|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cottonwood_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Cottonwood_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cottonwood_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-01|2487.0|0|2487.0|0|34.0|0|0.0|100
0|2022-01-02|2487.0|0|2487.0|0|34.0|0|0.0|100
0|2022-01-03|2491.0|0|2491.0|0|34.0|0|0.0|100
0|2022-01-04|2508.0|0|2508.0|0|34.0|0|0.0|100
0|2022-01-05|2513.0|0|2513.0|0|34.0|0|0.0|100
0|2022-01-06|2527.0|0|2527.0|0|34.0|0|0.0|100
0|2022-01-07|2536.0|0|2536.0|0|34.0|0|0.0|100
0|2022-01-08|2536.0|0|2536.0|0|34.0|0|0.0|100
0|2022-01-09|2536.0|0|2536.0|0|34.0|0|0.0|100
0|2022-01-10|2542.0|0|2542.0|0|34.0|0|0.0|100
0|2022-01-11|2587.0|0|2587.0|0|34.0|0|0.0|100
0|2022-01-12|2607.0|0|2607.0|0|35.0|0|0.0|100
0|2022-01-13|2607.0|0|2622.0|0|35.0|0|0.0|100
0|2022-01-14|2630.0|0|2630.0|0|37.0|0|0.0|100
0|2022-01-15|2630.0|0|2630.0|0|37.0|0|0.0|100
0|2022-01-16|2630.0|0|2630.0|0|37.0|0|0.0|100
0|2022-01-17|2630.0|0|0.0|100|37.0|0|0.0|100
