|dates|Lake_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Illinois_UnitedStates.Male_Total_Population.data|Lake_Illinois_UnitedStates.Male_Total_Population.missing|Lake_Illinois_UnitedStates.Female_Total_Population.data|Lake_Illinois_UnitedStates.Female_Total_Population.missing|Lake_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-14|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-15|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-16|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-17|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-18|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-19|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-20|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-21|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-22|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-23|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-24|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-25|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-26|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-27|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-28|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-29|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-30|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-31|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-01|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-02|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-03|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-04|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-05|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-06|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-07|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-08|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-09|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-10|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-11|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-12|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-13|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-14|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-15|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-16|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2022-01-17|99810.0|0|350273.0|0|350559.0|0|168886.0|0
