|dates|Lake_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Illinois_UnitedStates.Male_Total_Population.data|Lake_Illinois_UnitedStates.Male_Total_Population.missing|Lake_Illinois_UnitedStates.Female_Total_Population.data|Lake_Illinois_UnitedStates.Female_Total_Population.missing|Lake_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-18|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-19|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-20|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-21|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-22|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-23|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-24|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-25|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-26|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-27|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-28|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-29|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-30|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-10-31|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-01|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-02|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-03|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-04|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-05|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-06|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-07|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-08|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-09|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-10|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-11|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-12|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-13|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-14|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-15|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-16|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-17|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-18|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-19|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-20|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-21|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-22|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-23|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-24|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-25|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-26|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-27|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-28|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-29|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-11-30|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-01|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-02|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-03|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-04|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-05|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-06|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-07|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-08|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-09|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-10|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-11|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-12|99810.0|0|350273.0|0|350559.0|0|168886.0|0
0|2021-12-13|99810.0|0|350273.0|0|350559.0|0|168886.0|0
