|dates|Hancock_Illinois_UnitedStates.JHU_ConfirmedCases.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Illinois_UnitedStates.NYT_ConfirmedCases.data|Hancock_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-22|3300.0|0|3300.0|0|36.0|0|0.0|100
0|2021-12-23|3308.0|0|3308.0|0|36.0|0|0.0|100
0|2021-12-24|3308.0|0|3308.0|0|36.0|0|0.0|100
0|2021-12-25|3308.0|0|3308.0|0|36.0|0|0.0|100
0|2021-12-26|3308.0|0|3308.0|0|36.0|0|0.0|100
0|2021-12-27|3332.0|0|3332.0|0|36.0|0|0.0|100
0|2021-12-28|3348.0|0|3348.0|0|36.0|0|0.0|100
0|2021-12-29|3360.0|0|3360.0|0|36.0|0|0.0|100
0|2021-12-30|3376.0|0|3376.0|0|36.0|0|0.0|100
0|2021-12-31|3376.0|0|3376.0|0|36.0|0|0.0|100
0|2022-01-01|3376.0|0|3376.0|0|36.0|0|0.0|100
0|2022-01-02|3376.0|0|3376.0|0|36.0|0|0.0|100
0|2022-01-03|3403.0|0|3403.0|0|37.0|0|0.0|100
0|2022-01-04|3414.0|0|3414.0|0|37.0|0|0.0|100
0|2022-01-05|3430.0|0|3430.0|0|37.0|0|0.0|100
0|2022-01-06|3436.0|0|3436.0|0|37.0|0|0.0|100
0|2022-01-07|3459.0|0|3459.0|0|38.0|0|0.0|100
0|2022-01-08|3459.0|0|3459.0|0|38.0|0|0.0|100
0|2022-01-09|3459.0|0|3459.0|0|38.0|0|0.0|100
0|2022-01-10|3504.0|0|3504.0|0|38.0|0|0.0|100
0|2022-01-11|3526.0|0|3526.0|0|39.0|0|0.0|100
0|2022-01-12|3556.0|0|3556.0|0|39.0|0|0.0|100
0|2022-01-13|3556.0|0|3598.0|0|39.0|0|0.0|100
0|2022-01-14|3629.0|0|3629.0|0|41.0|0|0.0|100
0|2022-01-15|3629.0|0|3629.0|0|41.0|0|0.0|100
0|2022-01-16|3629.0|0|3629.0|0|41.0|0|0.0|100
0|2022-01-17|3629.0|0|0.0|100|41.0|0|0.0|100
