|dates|Hancock_Illinois_UnitedStates.JHU_ConfirmedCases.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Illinois_UnitedStates.NYT_ConfirmedCases.data|Hancock_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Hancock_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2719.0|0|2719.0|0|35.0|0|0.0|100
0|2021-10-18|2730.0|0|2730.0|0|35.0|0|0.0|100
0|2021-10-19|2734.0|0|2734.0|0|35.0|0|0.0|100
0|2021-10-20|2741.0|0|2741.0|0|35.0|0|0.0|100
0|2021-10-21|2740.0|0|2740.0|0|35.0|0|0.0|100
0|2021-10-22|2744.0|0|2744.0|0|35.0|0|0.0|100
0|2021-10-23|2744.0|0|2744.0|0|35.0|0|0.0|100
0|2021-10-24|2744.0|0|2744.0|0|35.0|0|0.0|100
0|2021-10-25|2748.0|0|2748.0|0|35.0|0|0.0|100
0|2021-10-26|2751.0|0|2751.0|0|35.0|0|0.0|100
0|2021-10-27|2753.0|0|2753.0|0|35.0|0|0.0|100
0|2021-10-28|2755.0|0|2755.0|0|35.0|0|0.0|100
0|2021-10-29|2761.0|0|2761.0|0|35.0|0|0.0|100
0|2021-10-30|2761.0|0|2761.0|0|35.0|0|0.0|100
0|2021-10-31|2761.0|0|2761.0|0|35.0|0|0.0|100
0|2021-11-01|2783.0|0|2783.0|0|35.0|0|0.0|100
0|2021-11-02|2788.0|0|2788.0|0|35.0|0|0.0|100
0|2021-11-03|2795.0|0|2795.0|0|35.0|0|0.0|100
0|2021-11-04|2817.0|0|2817.0|0|35.0|0|0.0|100
0|2021-11-05|2829.0|0|2829.0|0|35.0|0|0.0|100
0|2021-11-06|2829.0|0|2829.0|0|35.0|0|0.0|100
0|2021-11-07|2829.0|0|2829.0|0|35.0|0|0.0|100
0|2021-11-08|2849.0|0|2849.0|0|35.0|0|0.0|100
0|2021-11-09|2865.0|0|2865.0|0|35.0|0|0.0|100
0|2021-11-10|2865.0|0|2882.0|0|35.0|0|0.0|100
0|2021-11-11|2882.0|0|2882.0|0|35.0|0|0.0|100
0|2021-11-12|2891.0|0|2891.0|0|35.0|0|0.0|100
0|2021-11-13|2891.0|0|2891.0|0|35.0|0|0.0|100
0|2021-11-14|2891.0|0|2891.0|0|35.0|0|0.0|100
0|2021-11-15|2906.0|0|2906.0|0|35.0|0|0.0|100
0|2021-11-16|2914.0|0|2914.0|0|35.0|0|0.0|100
0|2021-11-17|2921.0|0|2921.0|0|35.0|0|0.0|100
0|2021-11-18|2941.0|0|2941.0|0|35.0|0|0.0|100
0|2021-11-19|2952.0|0|2952.0|0|35.0|0|0.0|100
0|2021-11-20|2952.0|0|2952.0|0|35.0|0|0.0|100
0|2021-11-21|2952.0|0|2952.0|0|35.0|0|0.0|100
0|2021-11-22|2973.0|0|2973.0|0|35.0|0|0.0|100
0|2021-11-23|2981.0|0|2981.0|0|35.0|0|0.0|100
0|2021-11-24|2993.0|0|2993.0|0|35.0|0|0.0|100
0|2021-11-25|2993.0|0|2993.0|0|35.0|0|0.0|100
0|2021-11-26|2993.0|0|2993.0|0|35.0|0|0.0|100
0|2021-11-27|2993.0|0|2993.0|0|35.0|0|0.0|100
0|2021-11-28|2993.0|0|2993.0|0|35.0|0|0.0|100
0|2021-11-29|3029.0|0|3029.0|0|35.0|0|0.0|100
0|2021-11-30|3038.0|0|3038.0|0|35.0|0|0.0|100
0|2021-12-01|3041.0|0|3041.0|0|35.0|0|0.0|100
0|2021-12-02|3041.0|0|3064.0|0|35.0|0|0.0|100
0|2021-12-03|3079.0|0|3079.0|0|35.0|0|0.0|100
0|2021-12-04|3079.0|0|3079.0|0|35.0|0|0.0|100
0|2021-12-05|3079.0|0|3079.0|0|35.0|0|0.0|100
0|2021-12-06|3108.0|0|3108.0|0|35.0|0|0.0|100
0|2021-12-07|3121.0|0|3121.0|0|35.0|0|0.0|100
0|2021-12-08|3127.0|0|3127.0|0|35.0|0|0.0|100
0|2021-12-09|3151.0|0|3151.0|0|35.0|0|0.0|100
0|2021-12-10|3163.0|0|3163.0|0|35.0|0|0.0|100
0|2021-12-11|3163.0|0|3163.0|0|35.0|0|0.0|100
0|2021-12-12|3163.0|0|3163.0|0|35.0|0|0.0|100
0|2021-12-13|3199.0|0|3199.0|0|35.0|0|0.0|100
0|2021-12-14|3199.0|0|3201.0|0|35.0|0|0.0|100
0|2021-12-15|3219.0|0|3219.0|0|35.0|0|0.0|100
0|2021-12-16|3230.0|0|3230.0|0|35.0|0|0.0|100
0|2021-12-17|3244.0|0|3244.0|0|35.0|0|0.0|100
0|2021-12-18|3244.0|0|3244.0|0|35.0|0|0.0|100
0|2021-12-19|3244.0|0|3244.0|0|35.0|0|0.0|100
0|2021-12-20|3277.0|0|3277.0|0|36.0|0|0.0|100
0|2021-12-21|3282.0|0|3282.0|0|36.0|0|0.0|100
