|dates|Polk_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Polk_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Polk_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Polk_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5025.0|0|5025.0|0|77.0|0|0.0|100
0|2021-10-18|5034.0|0|5034.0|0|77.0|0|0.0|100
0|2021-10-19|5063.0|0|5063.0|0|77.0|0|0.0|100
0|2021-10-20|5086.0|0|5086.0|0|77.0|0|0.0|100
0|2021-10-21|5107.0|0|5107.0|0|78.0|0|0.0|100
0|2021-10-22|5128.0|0|5128.0|0|79.0|0|0.0|100
0|2021-10-23|5128.0|0|5128.0|0|79.0|0|0.0|100
0|2021-10-24|5128.0|0|5128.0|0|79.0|0|0.0|100
0|2021-10-25|5150.0|0|5150.0|0|80.0|0|0.0|100
0|2021-10-26|5200.0|0|5200.0|0|80.0|0|0.0|100
0|2021-10-27|5236.0|0|5236.0|0|81.0|0|0.0|100
0|2021-10-28|5256.0|0|5256.0|0|81.0|0|0.0|100
0|2021-10-29|5286.0|0|5286.0|0|81.0|0|0.0|100
0|2021-10-30|5286.0|0|5286.0|0|81.0|0|0.0|100
0|2021-10-31|5286.0|0|5286.0|0|81.0|0|0.0|100
0|2021-11-01|5349.0|0|5349.0|0|81.0|0|0.0|100
0|2021-11-02|5394.0|0|5394.0|0|81.0|0|0.0|100
0|2021-11-03|5421.0|0|5421.0|0|81.0|0|0.0|100
0|2021-11-04|5440.0|0|5440.0|0|81.0|0|0.0|100
0|2021-11-05|5478.0|0|5478.0|0|82.0|0|0.0|100
0|2021-11-06|5478.0|0|5478.0|0|82.0|0|0.0|100
0|2021-11-07|5478.0|0|5478.0|0|82.0|0|0.0|100
0|2021-11-08|5497.0|0|5497.0|0|82.0|0|0.0|100
0|2021-11-09|5539.0|0|5539.0|0|82.0|0|0.0|100
0|2021-11-10|5539.0|0|5565.0|0|82.0|0|0.0|100
