|dates|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedCases.data|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedCases.missing|Fairfield_Connecticut_UnitedStates.NYT_ConfirmedCases.data|Fairfield_Connecticut_UnitedStates.NYT_ConfirmedCases.missing|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedDeaths.data|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedDeaths.missing|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.data|Fairfield_Connecticut_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-08|113081.0|0|113081.0|0|2310.0|0|0.0|100
0|2021-11-09|113125.0|0|113125.0|0|2311.0|0|0.0|100
0|2021-11-10|113125.0|0|113222.0|0|2311.0|0|0.0|100
0|2021-11-11|113337.0|0|113337.0|0|2311.0|0|0.0|100
0|2021-11-12|113415.0|0|113415.0|0|2311.0|0|0.0|100
0|2021-11-13|113415.0|0|113415.0|0|2311.0|0|0.0|100
0|2021-11-14|113415.0|0|113415.0|0|2311.0|0|0.0|100
0|2021-11-15|113869.0|0|113869.0|0|2315.0|0|0.0|100
0|2021-11-16|113993.0|0|113993.0|0|2315.0|0|0.0|100
0|2021-11-17|114149.0|0|114149.0|0|2316.0|0|0.0|100
0|2021-11-18|114301.0|0|114301.0|0|2317.0|0|0.0|100
0|2021-11-19|114474.0|0|114474.0|0|2319.0|0|0.0|100
0|2021-11-20|114474.0|0|114474.0|0|2319.0|0|0.0|100
0|2021-11-21|114474.0|0|114474.0|0|2319.0|0|0.0|100
0|2021-11-22|114835.0|0|114835.0|0|2319.0|0|0.0|100
0|2021-11-23|114991.0|0|114991.0|0|2319.0|0|0.0|100
0|2021-11-24|115148.0|0|115148.0|0|2320.0|0|0.0|100
0|2021-11-25|115148.0|0|115148.0|0|2320.0|0|0.0|100
0|2021-11-26|115582.0|0|115582.0|0|2320.0|0|0.0|100
0|2021-11-27|115582.0|0|115582.0|0|2320.0|0|0.0|100
0|2021-11-28|115582.0|0|115582.0|0|2320.0|0|0.0|100
0|2021-11-29|116031.0|0|116031.0|0|2320.0|0|0.0|100
0|2021-11-30|116031.0|0|116232.0|0|2320.0|0|0.0|100
0|2021-12-01|116384.0|0|116384.0|0|2325.0|0|0.0|100
0|2021-12-02|116752.0|0|116752.0|0|2325.0|0|0.0|100
0|2021-12-03|116976.0|0|116976.0|0|2326.0|0|0.0|100
0|2021-12-04|116976.0|0|116976.0|0|2326.0|0|0.0|100
0|2021-12-05|116976.0|0|116976.0|0|2326.0|0|0.0|100
0|2021-12-06|118151.0|0|118151.0|0|2326.0|0|0.0|100
0|2021-12-07|118422.0|0|118422.0|0|2329.0|0|0.0|100
0|2021-12-08|118652.0|0|118652.0|0|2329.0|0|0.0|100
0|2021-12-09|119156.0|0|119156.0|0|2329.0|0|0.0|100
0|2021-12-10|119682.0|0|119682.0|0|2332.0|0|0.0|100
0|2021-12-11|119682.0|0|119682.0|0|2332.0|0|0.0|100
0|2021-12-12|119682.0|0|119682.0|0|2332.0|0|0.0|100
0|2021-12-13|121457.0|0|121457.0|0|2332.0|0|0.0|100
0|2021-12-14|121457.0|0|122075.0|0|2332.0|0|0.0|100
0|2021-12-15|122366.0|0|122366.0|0|2336.0|0|0.0|100
0|2021-12-16|122906.0|0|122906.0|0|2336.0|0|0.0|100
0|2021-12-17|123222.0|0|123222.0|0|2336.0|0|0.0|100
0|2021-12-18|123222.0|0|123222.0|0|2336.0|0|0.0|100
0|2021-12-19|123222.0|0|123222.0|0|2336.0|0|0.0|100
0|2021-12-20|125013.0|0|125013.0|0|2340.0|0|0.0|100
0|2021-12-21|126561.0|0|126561.0|0|2344.0|0|0.0|100
0|2021-12-22|127699.0|0|127699.0|0|2344.0|0|0.0|100
0|2021-12-23|128883.0|0|128883.0|0|2344.0|0|0.0|100
0|2021-12-24|128883.0|0|128883.0|0|2344.0|0|0.0|100
0|2021-12-25|128883.0|0|128883.0|0|2344.0|0|0.0|100
0|2021-12-26|128883.0|0|128883.0|0|2344.0|0|0.0|100
0|2021-12-27|134225.0|0|134225.0|0|2348.0|0|0.0|100
0|2021-12-28|135622.0|0|135622.0|0|2354.0|0|0.0|100
0|2021-12-29|137944.0|0|137944.0|0|2355.0|0|0.0|100
0|2021-12-30|140261.0|0|140261.0|0|2355.0|0|0.0|100
0|2021-12-31|140261.0|0|140261.0|0|2355.0|0|0.0|100
0|2022-01-01|140261.0|0|140261.0|0|2355.0|0|0.0|100
0|2022-01-02|140261.0|0|140261.0|0|2355.0|0|0.0|100
0|2022-01-03|148249.0|0|148249.0|0|2368.0|0|0.0|100
0|2022-01-04|150957.0|0|150957.0|0|2378.0|0|0.0|100
0|2022-01-05|153836.0|0|153836.0|0|2380.0|0|0.0|100
0|2022-01-06|156761.0|0|156761.0|0|2380.0|0|0.0|100
0|2022-01-07|159269.0|0|159269.0|0|2402.0|0|0.0|100
0|2022-01-08|159269.0|0|159269.0|0|2402.0|0|0.0|100
0|2022-01-09|159269.0|0|159269.0|0|2402.0|0|0.0|100
0|2022-01-10|169549.0|0|169549.0|0|2402.0|0|0.0|100
0|2022-01-11|171407.0|0|171407.0|0|2414.0|0|0.0|100
0|2022-01-12|173159.0|0|173159.0|0|2413.0|0|0.0|100
0|2022-01-13|173159.0|0|175775.0|0|2413.0|0|0.0|100
0|2022-01-14|178205.0|0|178205.0|0|2437.0|0|0.0|100
0|2022-01-15|178205.0|0|178205.0|0|2437.0|0|0.0|100
0|2022-01-16|178205.0|0|178205.0|0|2437.0|0|0.0|100
0|2022-01-17|181852.0|0|0.0|100|2436.0|0|0.0|100
