|dates|Lenawee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lenawee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lenawee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lenawee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lenawee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|12433.0|0|13899.0|0|190.0|0|0.0|100
0|2021-10-18|12566.0|0|14032.0|0|191.0|0|0.0|100
0|2021-10-19|12566.0|0|14032.0|0|191.0|0|0.0|100
0|2021-10-20|12720.0|0|14186.0|0|192.0|0|0.0|100
0|2021-10-21|12720.0|0|14186.0|0|192.0|0|0.0|100
0|2021-10-22|12887.0|0|14353.0|0|193.0|0|0.0|100
0|2021-10-23|12887.0|0|14353.0|0|193.0|0|0.0|100
0|2021-10-24|12887.0|0|14353.0|0|193.0|0|0.0|100
0|2021-10-25|13013.0|0|14479.0|0|195.0|0|0.0|100
0|2021-10-26|13013.0|0|14479.0|0|195.0|0|0.0|100
0|2021-10-27|13191.0|0|14657.0|0|196.0|0|0.0|100
0|2021-10-28|13191.0|0|14657.0|0|196.0|0|0.0|100
0|2021-10-29|13364.0|0|14830.0|0|199.0|0|0.0|100
0|2021-10-30|13364.0|0|14830.0|0|199.0|0|0.0|100
0|2021-10-31|13364.0|0|14830.0|0|199.0|0|0.0|100
0|2021-11-01|13513.0|0|14979.0|0|200.0|0|0.0|100
0|2021-11-02|13513.0|0|14979.0|0|200.0|0|0.0|100
0|2021-11-03|13687.0|0|15153.0|0|200.0|0|0.0|100
0|2021-11-04|13687.0|0|15153.0|0|200.0|0|0.0|100
0|2021-11-05|13837.0|0|15303.0|0|201.0|0|0.0|100
0|2021-11-06|13837.0|0|15303.0|0|201.0|0|0.0|100
0|2021-11-07|13837.0|0|15303.0|0|201.0|0|0.0|100
0|2021-11-08|13975.0|0|15441.0|0|203.0|0|0.0|100
0|2021-11-09|13975.0|0|15441.0|0|203.0|0|0.0|100
0|2021-11-10|13975.0|0|15607.0|0|203.0|0|0.0|100
0|2021-11-11|14141.0|0|15607.0|0|203.0|0|0.0|100
0|2021-11-12|14363.0|0|15829.0|0|205.0|0|0.0|100
0|2021-11-13|14363.0|0|15829.0|0|205.0|0|0.0|100
0|2021-11-14|14363.0|0|15829.0|0|205.0|0|0.0|100
0|2021-11-15|14658.0|0|16124.0|0|208.0|0|0.0|100
0|2021-11-16|14658.0|0|16124.0|0|208.0|0|0.0|100
0|2021-11-17|14892.0|0|16358.0|0|210.0|0|0.0|100
0|2021-11-18|14892.0|0|16358.0|0|210.0|0|0.0|100
0|2021-11-19|15140.0|0|16606.0|0|211.0|0|0.0|100
0|2021-11-20|15140.0|0|16606.0|0|211.0|0|0.0|100
0|2021-11-21|15140.0|0|16606.0|0|211.0|0|0.0|100
0|2021-11-22|15373.0|0|16839.0|0|212.0|0|0.0|100
0|2021-11-23|15373.0|0|16839.0|0|212.0|0|0.0|100
0|2021-11-24|15563.0|0|17029.0|0|213.0|0|0.0|100
0|2021-11-25|15563.0|0|17029.0|0|213.0|0|0.0|100
0|2021-11-26|15563.0|0|17029.0|0|213.0|0|0.0|100
0|2021-11-27|15563.0|0|17029.0|0|213.0|0|0.0|100
0|2021-11-28|15563.0|0|17029.0|0|213.0|0|0.0|100
0|2021-11-29|15854.0|0|17320.0|0|213.0|0|0.0|100
0|2021-11-30|15854.0|0|17320.0|0|213.0|0|0.0|100
0|2021-12-01|16041.0|0|17507.0|0|218.0|0|0.0|100
0|2021-12-02|16041.0|0|17507.0|0|218.0|0|0.0|100
0|2021-12-03|16278.0|0|17744.0|0|220.0|0|0.0|100
0|2021-12-04|16278.0|0|17744.0|0|220.0|0|0.0|100
0|2021-12-05|16278.0|0|17744.0|0|220.0|0|0.0|100
0|2021-12-06|16438.0|0|17904.0|0|223.0|0|0.0|100
0|2021-12-07|16438.0|0|17904.0|0|223.0|0|0.0|100
0|2021-12-08|16587.0|0|18053.0|0|227.0|0|0.0|100
0|2021-12-09|16587.0|0|18053.0|0|227.0|0|0.0|100
0|2021-12-10|16724.0|0|18190.0|0|231.0|0|0.0|100
0|2021-12-11|16724.0|0|18190.0|0|231.0|0|0.0|100
0|2021-12-12|16724.0|0|18190.0|0|231.0|0|0.0|100
0|2021-12-13|16903.0|0|18369.0|0|231.0|0|0.0|100
0|2021-12-14|16903.0|0|18369.0|0|231.0|0|0.0|100
0|2021-12-15|17020.0|0|18486.0|0|237.0|0|0.0|100
0|2021-12-16|17020.0|0|18486.0|0|237.0|0|0.0|100
0|2021-12-17|17114.0|0|18580.0|0|238.0|0|0.0|100
0|2021-12-18|17114.0|0|18580.0|0|238.0|0|0.0|100
0|2021-12-19|17114.0|0|18580.0|0|238.0|0|0.0|100
0|2021-12-20|17208.0|0|18674.0|0|240.0|0|0.0|100
0|2021-12-21|17208.0|0|18674.0|0|240.0|0|0.0|100
0|2021-12-22|17329.0|0|18795.0|0|243.0|0|0.0|100
0|2021-12-23|17329.0|0|18795.0|0|243.0|0|0.0|100
0|2021-12-24|17329.0|0|18795.0|0|243.0|0|0.0|100
0|2021-12-25|17329.0|0|18795.0|0|243.0|0|0.0|100
0|2021-12-26|17329.0|0|18795.0|0|243.0|0|0.0|100
0|2021-12-27|17555.0|0|19021.0|0|247.0|0|0.0|100
0|2021-12-28|17555.0|0|19021.0|0|247.0|0|0.0|100
0|2021-12-29|17722.0|0|19188.0|0|254.0|0|0.0|100
0|2021-12-30|17722.0|0|19188.0|0|254.0|0|0.0|100
0|2021-12-31|17722.0|0|19188.0|0|254.0|0|0.0|100
0|2022-01-01|17722.0|0|19188.0|0|254.0|0|0.0|100
0|2022-01-02|17722.0|0|19188.0|0|254.0|0|0.0|100
0|2022-01-03|18183.0|0|19649.0|0|258.0|0|0.0|100
0|2022-01-04|18183.0|0|19649.0|0|258.0|0|0.0|100
0|2022-01-05|18557.0|0|20023.0|0|261.0|0|0.0|100
0|2022-01-06|18557.0|0|20023.0|0|261.0|0|0.0|100
0|2022-01-07|18883.0|0|20349.0|0|261.0|0|0.0|100
