|dates|Lenawee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lenawee_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lenawee_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lenawee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lenawee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lenawee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-08|18883.0|0|20349.0|0|261.0|0|0.0|100
0|2022-01-09|18883.0|0|20349.0|0|261.0|0|0.0|100
0|2022-01-10|19382.0|0|20848.0|0|262.0|0|0.0|100
0|2022-01-11|19382.0|0|20848.0|0|262.0|0|0.0|100
0|2022-01-12|19750.0|0|21216.0|0|265.0|0|0.0|100
0|2022-01-13|19750.0|0|21216.0|0|265.0|0|0.0|100
0|2022-01-14|20127.0|0|21593.0|0|265.0|0|0.0|100
0|2022-01-15|20127.0|0|21593.0|0|265.0|0|0.0|100
0|2022-01-16|20127.0|0|21593.0|0|265.0|0|0.0|100
0|2022-01-17|20127.0|0|0.0|100|265.0|0|0.0|100
