|dates|DeerLodge_Montana_UnitedStates.JHU_ConfirmedCases.data|DeerLodge_Montana_UnitedStates.JHU_ConfirmedCases.missing|DeerLodge_Montana_UnitedStates.NYT_ConfirmedCases.data|DeerLodge_Montana_UnitedStates.NYT_ConfirmedCases.missing|DeerLodge_Montana_UnitedStates.JHU_ConfirmedDeaths.data|DeerLodge_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|DeerLodge_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|DeerLodge_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|1633.0|0|1633.0|0|25.0|0|0.0|100
0|2021-11-15|1635.0|0|1635.0|0|25.0|0|0.0|100
0|2021-11-16|1637.0|0|1637.0|0|27.0|0|0.0|100
0|2021-11-17|1638.0|0|1638.0|0|27.0|0|0.0|100
0|2021-11-18|1639.0|0|1639.0|0|27.0|0|0.0|100
0|2021-11-19|1643.0|0|1643.0|0|27.0|0|0.0|100
0|2021-11-20|1643.0|0|1643.0|0|27.0|0|0.0|100
0|2021-11-21|1643.0|0|1643.0|0|27.0|0|0.0|100
0|2021-11-22|1648.0|0|1648.0|0|27.0|0|0.0|100
0|2021-11-23|1648.0|0|1648.0|0|27.0|0|0.0|100
0|2021-11-24|1651.0|0|1651.0|0|27.0|0|0.0|100
0|2021-11-25|1651.0|0|1651.0|0|27.0|0|0.0|100
0|2021-11-26|1654.0|0|1654.0|0|27.0|0|0.0|100
0|2021-11-27|1654.0|0|1654.0|0|27.0|0|0.0|100
0|2021-11-28|1654.0|0|1654.0|0|27.0|0|0.0|100
0|2021-11-29|1656.0|0|1656.0|0|27.0|0|0.0|100
0|2021-11-30|1658.0|0|1658.0|0|27.0|0|0.0|100
0|2021-12-01|1660.0|0|1660.0|0|27.0|0|0.0|100
0|2021-12-02|1663.0|0|1663.0|0|27.0|0|0.0|100
0|2021-12-03|1663.0|0|1665.0|0|27.0|0|0.0|100
0|2021-12-04|1665.0|0|1665.0|0|27.0|0|0.0|100
0|2021-12-05|1665.0|0|1665.0|0|27.0|0|0.0|100
0|2021-12-06|1667.0|0|1667.0|0|27.0|0|0.0|100
0|2021-12-07|1668.0|0|1668.0|0|27.0|0|0.0|100
0|2021-12-08|1670.0|0|1670.0|0|27.0|0|0.0|100
0|2021-12-09|1672.0|0|1672.0|0|27.0|0|0.0|100
0|2021-12-10|1673.0|0|1673.0|0|27.0|0|0.0|100
0|2021-12-11|1673.0|0|1673.0|0|27.0|0|0.0|100
0|2021-12-12|1673.0|0|1673.0|0|27.0|0|0.0|100
0|2021-12-13|1675.0|0|1675.0|0|27.0|0|0.0|100
0|2021-12-14|1675.0|0|1675.0|0|27.0|0|0.0|100
0|2021-12-15|1675.0|0|1675.0|0|28.0|0|0.0|100
0|2021-12-16|1675.0|0|1675.0|0|28.0|0|0.0|100
0|2021-12-17|1678.0|0|1678.0|0|28.0|0|0.0|100
0|2021-12-18|1678.0|0|1678.0|0|28.0|0|0.0|100
0|2021-12-19|1678.0|0|1678.0|0|28.0|0|0.0|100
0|2021-12-20|1678.0|0|1678.0|0|28.0|0|0.0|100
0|2021-12-21|1679.0|0|1679.0|0|28.0|0|0.0|100
0|2021-12-22|1680.0|0|1680.0|0|28.0|0|0.0|100
0|2021-12-23|1681.0|0|1681.0|0|28.0|0|0.0|100
0|2021-12-24|1681.0|0|1681.0|0|28.0|0|0.0|100
0|2021-12-25|1681.0|0|1681.0|0|28.0|0|0.0|100
0|2021-12-26|1681.0|0|1681.0|0|28.0|0|0.0|100
0|2021-12-27|1682.0|0|1682.0|0|28.0|0|0.0|100
0|2021-12-28|1682.0|0|1682.0|0|28.0|0|0.0|100
0|2021-12-29|1683.0|0|1683.0|0|28.0|0|0.0|100
0|2021-12-30|1698.0|0|1698.0|0|28.0|0|0.0|100
0|2021-12-31|1698.0|0|1698.0|0|28.0|0|0.0|100
0|2022-01-01|1698.0|0|1698.0|0|28.0|0|0.0|100
0|2022-01-02|1698.0|0|1698.0|0|28.0|0|0.0|100
0|2022-01-03|1703.0|0|1703.0|0|28.0|0|0.0|100
0|2022-01-04|1706.0|0|1706.0|0|28.0|0|0.0|100
0|2022-01-05|1712.0|0|1712.0|0|28.0|0|0.0|100
0|2022-01-06|1719.0|0|1719.0|0|28.0|0|0.0|100
0|2022-01-07|1725.0|0|1725.0|0|28.0|0|0.0|100
0|2022-01-08|1725.0|0|1725.0|0|28.0|0|0.0|100
0|2022-01-09|1725.0|0|1725.0|0|28.0|0|0.0|100
0|2022-01-10|1742.0|0|1742.0|0|28.0|0|0.0|100
0|2022-01-11|1751.0|0|1751.0|0|28.0|0|0.0|100
0|2022-01-12|1765.0|0|1765.0|0|28.0|0|0.0|100
0|2022-01-13|1765.0|0|1778.0|0|28.0|0|0.0|100
0|2022-01-14|1805.0|0|1805.0|0|28.0|0|0.0|100
0|2022-01-15|1805.0|0|1805.0|0|28.0|0|0.0|100
0|2022-01-16|1805.0|0|1805.0|0|28.0|0|0.0|100
0|2022-01-17|1805.0|0|0.0|100|28.0|0|0.0|100
