|dates|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|12822.0|0|12822.0|0|218.0|0|0.0|100
0|2021-12-25|12822.0|0|12822.0|0|218.0|0|0.0|100
0|2021-12-26|12822.0|0|12822.0|0|218.0|0|0.0|100
0|2021-12-27|12822.0|0|12822.0|0|218.0|0|0.0|100
0|2021-12-28|12822.0|0|12822.0|0|218.0|0|0.0|100
0|2021-12-29|13095.0|0|13095.0|0|218.0|0|0.0|100
0|2021-12-30|13195.0|0|13195.0|0|218.0|0|0.0|100
0|2021-12-31|13317.0|0|13317.0|0|218.0|0|0.0|100
0|2022-01-01|13317.0|0|13317.0|0|218.0|0|0.0|100
0|2022-01-02|13317.0|0|13317.0|0|218.0|0|0.0|100
0|2022-01-03|13317.0|0|13317.0|0|218.0|0|0.0|100
0|2022-01-04|13919.0|0|13919.0|0|218.0|0|0.0|100
0|2022-01-05|14042.0|0|14042.0|0|219.0|0|0.0|100
0|2022-01-06|14336.0|0|14336.0|0|219.0|0|0.0|100
0|2022-01-07|14491.0|0|14491.0|0|219.0|0|0.0|100
0|2022-01-08|14491.0|0|14491.0|0|219.0|0|0.0|100
0|2022-01-09|14491.0|0|14491.0|0|219.0|0|0.0|100
0|2022-01-10|15107.0|0|15107.0|0|219.0|0|0.0|100
0|2022-01-11|15257.0|0|15257.0|0|219.0|0|0.0|100
0|2022-01-12|15429.0|0|15429.0|0|219.0|0|0.0|100
0|2022-01-13|15429.0|0|15761.0|0|219.0|0|0.0|100
0|2022-01-14|16061.0|0|16061.0|0|219.0|0|0.0|100
0|2022-01-15|16061.0|0|16061.0|0|219.0|0|0.0|100
0|2022-01-16|16061.0|0|16061.0|0|219.0|0|0.0|100
0|2022-01-17|16061.0|0|0.0|100|219.0|0|0.0|100
