|dates|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|Kershaw_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Kershaw_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11801.0|0|11801.0|0|197.0|0|0.0|100
0|2021-10-18|11849.0|0|11849.0|0|198.0|0|0.0|100
0|2021-10-19|11860.0|0|11860.0|0|198.0|0|0.0|100
0|2021-10-20|11868.0|0|11868.0|0|198.0|0|0.0|100
0|2021-10-21|11885.0|0|11885.0|0|198.0|0|0.0|100
0|2021-10-22|11894.0|0|11894.0|0|198.0|0|0.0|100
0|2021-10-23|11894.0|0|11894.0|0|198.0|0|0.0|100
0|2021-10-24|11894.0|0|11894.0|0|198.0|0|0.0|100
0|2021-10-25|11932.0|0|11932.0|0|200.0|0|0.0|100
0|2021-10-26|11937.0|0|11937.0|0|200.0|0|0.0|100
0|2021-10-27|11950.0|0|11950.0|0|200.0|0|0.0|100
0|2021-10-28|11961.0|0|11961.0|0|201.0|0|0.0|100
0|2021-10-29|11978.0|0|11978.0|0|202.0|0|0.0|100
0|2021-10-30|11978.0|0|11978.0|0|202.0|0|0.0|100
0|2021-10-31|11978.0|0|11978.0|0|202.0|0|0.0|100
0|2021-11-01|12006.0|0|12006.0|0|202.0|0|0.0|100
0|2021-11-02|12013.0|0|12013.0|0|202.0|0|0.0|100
0|2021-11-03|12019.0|0|12019.0|0|202.0|0|0.0|100
0|2021-11-04|12033.0|0|12033.0|0|203.0|0|0.0|100
0|2021-11-05|12047.0|0|12047.0|0|203.0|0|0.0|100
0|2021-11-06|12047.0|0|12047.0|0|203.0|0|0.0|100
0|2021-11-07|12047.0|0|12047.0|0|203.0|0|0.0|100
0|2021-11-08|12076.0|0|12076.0|0|203.0|0|0.0|100
0|2021-11-09|12078.0|0|12078.0|0|203.0|0|0.0|100
0|2021-11-10|12078.0|0|12086.0|0|203.0|0|0.0|100
0|2021-11-11|12086.0|0|12086.0|0|203.0|0|0.0|100
0|2021-11-12|12102.0|0|12102.0|0|205.0|0|0.0|100
0|2021-11-13|12102.0|0|12102.0|0|205.0|0|0.0|100
0|2021-11-14|12102.0|0|12102.0|0|205.0|0|0.0|100
0|2021-11-15|12124.0|0|12124.0|0|205.0|0|0.0|100
0|2021-11-16|12131.0|0|12131.0|0|205.0|0|0.0|100
0|2021-11-17|12137.0|0|12137.0|0|205.0|0|0.0|100
0|2021-11-18|12150.0|0|12150.0|0|205.0|0|0.0|100
0|2021-11-19|12161.0|0|12161.0|0|206.0|0|0.0|100
0|2021-11-20|12161.0|0|12161.0|0|206.0|0|0.0|100
0|2021-11-21|12161.0|0|12161.0|0|206.0|0|0.0|100
0|2021-11-22|12194.0|0|12194.0|0|208.0|0|0.0|100
0|2021-11-23|12196.0|0|12196.0|0|209.0|0|0.0|100
0|2021-11-24|12207.0|0|12207.0|0|209.0|0|0.0|100
0|2021-11-25|12207.0|0|12207.0|0|209.0|0|0.0|100
0|2021-11-26|12217.0|0|12217.0|0|210.0|0|0.0|100
0|2021-11-27|12217.0|0|12217.0|0|210.0|0|0.0|100
0|2021-11-28|12217.0|0|12217.0|0|210.0|0|0.0|100
0|2021-11-29|12238.0|0|12238.0|0|211.0|0|0.0|100
0|2021-11-30|12256.0|0|12256.0|0|211.0|0|0.0|100
0|2021-12-01|12276.0|0|12276.0|0|212.0|0|0.0|100
0|2021-12-02|12295.0|0|12295.0|0|212.0|0|0.0|100
0|2021-12-03|12334.0|0|12334.0|0|212.0|0|0.0|100
0|2021-12-04|12334.0|0|12334.0|0|212.0|0|0.0|100
0|2021-12-05|12334.0|0|12334.0|0|212.0|0|0.0|100
0|2021-12-06|12433.0|0|12433.0|0|213.0|0|0.0|100
0|2021-12-07|12450.0|0|12450.0|0|213.0|0|0.0|100
0|2021-12-08|12477.0|0|12477.0|0|213.0|0|0.0|100
0|2021-12-09|12506.0|0|12506.0|0|214.0|0|0.0|100
0|2021-12-10|12526.0|0|12526.0|0|215.0|0|0.0|100
0|2021-12-11|12526.0|0|12526.0|0|215.0|0|0.0|100
0|2021-12-12|12526.0|0|12526.0|0|215.0|0|0.0|100
0|2021-12-13|12622.0|0|12622.0|0|216.0|0|0.0|100
0|2021-12-14|12622.0|0|12638.0|0|216.0|0|0.0|100
0|2021-12-15|12649.0|0|12649.0|0|217.0|0|0.0|100
0|2021-12-16|12662.0|0|12662.0|0|217.0|0|0.0|100
0|2021-12-17|12683.0|0|12683.0|0|217.0|0|0.0|100
0|2021-12-18|12683.0|0|12683.0|0|217.0|0|0.0|100
0|2021-12-19|12683.0|0|12683.0|0|217.0|0|0.0|100
0|2021-12-20|12746.0|0|12746.0|0|217.0|0|0.0|100
0|2021-12-21|12753.0|0|12753.0|0|217.0|0|0.0|100
0|2021-12-22|12779.0|0|12779.0|0|217.0|0|0.0|100
0|2021-12-23|12822.0|0|12822.0|0|218.0|0|0.0|100
