|dates|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Calcasieu_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Calcasieu_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Calcasieu_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-08|35106.0|0|35106.0|0|628.0|0|0.0|100
0|2021-12-09|35128.0|0|35128.0|0|631.0|0|0.0|100
0|2021-12-10|35137.0|0|35137.0|0|633.0|0|0.0|100
0|2021-12-11|35137.0|0|35137.0|0|633.0|0|0.0|100
0|2021-12-12|35137.0|0|35137.0|0|633.0|0|0.0|100
0|2021-12-13|35182.0|0|35182.0|0|633.0|0|0.0|100
0|2021-12-14|35182.0|0|35203.0|0|633.0|0|0.0|100
0|2021-12-15|35232.0|0|35232.0|0|635.0|0|0.0|100
0|2021-12-16|35261.0|0|35261.0|0|636.0|0|0.0|100
0|2021-12-17|35297.0|0|35297.0|0|637.0|0|0.0|100
0|2021-12-18|35297.0|0|35297.0|0|637.0|0|0.0|100
0|2021-12-19|35297.0|0|35297.0|0|637.0|0|0.0|100
0|2021-12-20|35400.0|0|35400.0|0|637.0|0|0.0|100
0|2021-12-21|35468.0|0|35468.0|0|637.0|0|0.0|100
0|2021-12-22|35540.0|0|35540.0|0|637.0|0|0.0|100
0|2021-12-23|35616.0|0|35616.0|0|637.0|0|0.0|100
0|2021-12-24|35616.0|0|35616.0|0|637.0|0|0.0|100
0|2021-12-25|35616.0|0|35616.0|0|637.0|0|0.0|100
0|2021-12-26|35616.0|0|35616.0|0|637.0|0|0.0|100
0|2021-12-27|36008.0|0|36008.0|0|637.0|0|0.0|100
0|2021-12-28|36180.0|0|36180.0|0|637.0|0|0.0|100
0|2021-12-29|36490.0|0|36490.0|0|637.0|0|0.0|100
0|2021-12-30|36906.0|0|36906.0|0|637.0|0|0.0|100
0|2021-12-31|36906.0|0|36906.0|0|637.0|0|0.0|100
0|2022-01-01|36906.0|0|36906.0|0|637.0|0|0.0|100
0|2022-01-02|36906.0|0|36906.0|0|637.0|0|0.0|100
0|2022-01-03|37985.0|0|37985.0|0|639.0|0|0.0|100
0|2022-01-04|38363.0|0|38363.0|0|639.0|0|0.0|100
0|2022-01-05|38741.0|0|38741.0|0|639.0|0|0.0|100
0|2022-01-06|39312.0|0|39312.0|0|639.0|0|0.0|100
0|2022-01-07|39813.0|0|39813.0|0|640.0|0|0.0|100
0|2022-01-08|39813.0|0|39813.0|0|640.0|0|0.0|100
0|2022-01-09|39813.0|0|39813.0|0|640.0|0|0.0|100
0|2022-01-10|40822.0|0|40822.0|0|640.0|0|0.0|100
0|2022-01-11|41198.0|0|41198.0|0|641.0|0|0.0|100
0|2022-01-12|41198.0|0|41198.0|0|641.0|0|0.0|100
0|2022-01-13|41198.0|0|41198.0|0|641.0|0|0.0|100
0|2022-01-14|43421.0|0|43421.0|0|641.0|0|0.0|100
0|2022-01-15|43421.0|0|43421.0|0|641.0|0|0.0|100
0|2022-01-16|43421.0|0|43421.0|0|641.0|0|0.0|100
0|2022-01-17|43421.0|0|0.0|100|641.0|0|0.0|100
